transcript,hippuristanol_tpUTR_max,hippuristanol_tpUTR_average,hippuristanol_tpUTR_std,hippuristanol_tpUTR_gini
PB2015.14235.2,NA,NA,NA,NA
PB2015.13512.2,2.33666666667,0.10091890034360206,0.30256423296921764,0.902608734603
PB2015.16090.1,1.52333333333,0.4076018518518889,0.43198280872451816,0.570978119029
PB2015.5789.3,1.78066666667,0.21669385194476146,0.2791483187660569,0.645548829883
PB2015.15988.1,1.058,0.08096792189677406,0.16290265820857333,0.81155216475
PB2015.11213.8,1.552,0.21042124542127474,0.31381301384118937,0.689129305719
PB2015.8520.1,NA,NA,NA,NA
PB2015.11705.2,0.487666666667,0.031511811023590554,0.08281493133859905,0.88178351769
PB2015.9070.1,0.464333333333,0.0605,0.12994876441329906,0.83933865233
PB2015.1030.1,1.16866666667,0.14398518518525283,0.24201692652765827,0.752778576876
PB2015.12266.1,2.044,0.26663252032523266,0.3957316128427169,0.687531523593
PB2015.1030.3,1.23133333333,0.15108835978831328,0.2543521676202288,0.753292481956
PB2015.1030.5,1.16933333333,0.1444291005291165,0.24270055471497176,0.752762846544
PB2015.1030.6,1.15933333333,0.14279894179892114,0.2400589466093613,0.752831553361
PB2015.6815.2,1.401,0.2580214974054744,0.2786376861932914,0.572951422692
PB2015.2842.1,1.572,0.20879271708681094,0.2774227106694942,0.652169790762
PB2015.4296.2,2.08633333333,0.07296136962246269,0.20569416762821777,0.891265797558
PB2015.4296.3,2.07533333333,0.07263471122838347,0.2045682610145136,0.891072819674
PB2015.1020.2,1.462,0.3086460746460517,0.30559022018603843,0.542575803382
PB2015.1020.3,1.457,0.32280729166667027,0.3147945679034591,0.537153083101
PB2015.1020.1,1.46566666667,0.32809781209783784,0.3178891958534524,0.534679518142
PB2015.1020.4,1.51933333333,0.3152306666666552,0.31754333057531386,0.549209425479
PB2015.7969.4,1.774,0.18213022113024574,0.2692180793555305,0.695967841542
PB2015.7969.5,1.69366666667,0.176809523809519,0.26153328753630234,0.697132150062
PB2015.7969.6,1.37233333333,0.17065604575161183,0.2597034122994184,0.709265579577
PB2015.7969.7,1.22,0.1866242424242346,0.2644934658671091,0.684676400612
PB2015.7969.1,1.834,0.18207398373978684,0.26874038146396234,0.693485486971
PB2015.7962.12,1.60666666667,0.12759209687695755,0.22099569897288,0.74886739705
PB2015.7962.11,1.60266666667,0.1269720101781105,0.2203141177894962,0.749476051339
PB2015.7969.8,1.24266666667,0.1934323232323715,0.2730990649782286,0.685208327202
PB2015.7962.16,1.584,0.12550285714285506,0.21795706252137295,0.749861785345
PB2015.6024.1,2.11333333333,0.08221273031824405,0.20272327446425012,0.842098729421
PB2015.7962.14,1.60066666667,0.12740471637980938,0.22043678949638104,0.748531081636
PB2015.6860.1,NA,NA,NA,NA
PB2015.4503.3,2.35866666667,0.14805063913473554,0.3258446717988906,0.820824630394
PB2015.16834.3,0.996333333333,0.21806201550392323,0.2813636345765369,0.661964797989
PB2015.16834.1,1.01666666667,0.22037878787886364,0.28880969225091363,0.667773992937
PB2015.1698.1,0.513666666667,0.007553921568632353,0.061831512850311944,0.985294117647
PB2015.14192.5,0.933333333333,0.20626337448562962,0.22725297999463429,0.582631219331
PB2015.13309.16,1.47566666667,0.22423708920184224,0.29473240849104165,0.645196891898
PB2015.315.10,NA,NA,NA,NA
PB2015.11719.1,2.22933333333,0.128892271662756,0.29459096549346636,0.842041235846
PB2015.13309.18,1.515,0.2319217081850903,0.3028427893162586,0.642004896037
PB2015.7791.2,1.22866666667,0.1658888888889375,0.26892408516233157,0.730623116209
PB2015.7791.1,1.27066666667,0.2085185185186296,0.28693457669544536,0.674901870491
PB2015.15384.1,0.557666666667,0.011380952380959184,0.07884955104937318,0.979591836735
PB2015.12759.1,0.520666666667,0.008402387041777494,0.04997552177161201,0.974261073006
PB2015.13198.2,0.35,0.012868544600943662,0.05522562850182859,0.952834115235
PB2015.13198.3,0.337,0.01234032634032867,0.05296239695401369,0.952729174867
PB2015.13198.1,1.13633333333,0.03620969696970908,0.1285841110049274,0.928498887716
PB2015.15197.1,1.93866666667,0.28222904483431865,0.3661942098468773,0.649784159478
PB2015.8804.6,NA,NA,NA,NA
PB2015.9720.1,1.063,0.322942622950871,0.2944212800572464,0.504867810991
PB2015.7799.1,NA,NA,NA,NA
PB2015.394.2,0.685333333333,0.12417283950612962,0.15249753746563816,0.619812034644
PB2015.9055.1,1.63566666667,0.3850854700854717,0.33492135447377414,0.480366636409
PB2015.3410.1,2.19833333333,0.06268764568764335,0.21004177153938555,0.918211341423
PB2015.7915.2,0.976666666667,0.1814673913043658,0.2206123672180058,0.627339392598
PB2015.13882.1,1.88933333333,0.14330681399632011,0.277966986718908,0.795741353003
PB2015.394.6,0.689333333333,0.12548985507246088,0.15452847600706995,0.624235108389
PB2015.7777.1,NA,NA,NA,NA
PB2015.7031.3,1.931,0.24132375085563038,0.3570435973553444,0.697574292266
PB2015.14886.2,0.0,0.0,0.0,NA
PB2015.14886.1,0.0,0.0,0.0,NA
PB2015.8489.2,1.63666666667,0.3097582159624962,0.3036508157570386,0.527077189144
PB2015.10248.9,1.79366666667,0.340117744610317,0.3380620055803667,0.535187881477
PB2015.8629.1,2.25633333333,0.29974879227036233,0.5258539206964383,0.768804983145
PB2015.4673.1,1.033,0.06855785123964483,0.14517688651979976,0.821751827678
PB2015.5505.1,0.737333333333,0.07461111111107499,0.17990483595493448,0.868453710598
PB2015.13610.1,0.879333333333,0.11118749999996874,0.2106471005137411,0.797721097995
PB2015.6446.2,1.16733333333,0.2498481481481285,0.25963144895529433,0.542270943174
PB2015.6446.1,1.03633333333,0.27259839357425786,0.26789323713632124,0.52921097002
PB2015.2816.1,NA,NA,NA,NA
PB2015.12048.3,NA,NA,NA,NA
PB2015.12190.1,1.268,0.05139457202507098,0.15466580267029664,0.902666904794
PB2015.13670.1,2.00033333333,0.17138688397363294,0.27364810373172693,0.721891147526
PB2015.7507.5,NA,NA,NA,NA
PB2015.7832.1,1.52933333333,0.2688634978671839,0.287903028153389,0.559099592364
PB2015.281.2,1.89933333333,0.12514772727269885,0.29401962527233966,0.840214319716
PB2015.7832.4,1.562,0.2724706959706574,0.2934557680577017,0.560998896348
PB2015.8998.1,3.68166666667,0.08028445006316055,0.3674304042657727,0.956333416978
PB2015.7362.15,1.949,0.32880555555550744,0.35858344737933684,0.565192900909
PB2015.2912.22,0.899,0.16755,0.23395694701278597,0.681741768626
PB2015.2912.23,0.891666666667,0.161791666666675,0.23390225507797704,0.700392737574
PB2015.13657.6,NA,NA,NA,NA
PB2015.2327.11,0.909333333333,0.1011139601139799,0.18205193816786605,0.776456869889
PB2015.695.1,1.01466666667,0.02415873015880952,0.1546913506254732,0.97619047619
PB2015.5378.1,1.63466666667,0.05403134153483532,0.16792349516489494,0.906469500549
PB2015.11422.1,1.564,0.06474932614555255,0.21190819972591285,0.916898877437
PB2015.301.1,0.589333333333,0.07042857142857142,0.12460619194252227,0.774974869926
PB2015.12198.1,0.144666666667,0.006888888888904762,0.030808047690068095,0.952380952381
PB2015.16443.1,1.96333333333,0.16960928719311266,0.274061741537578,0.729329106908
PB2015.4628.1,1.038,0.0938119658119658,0.18611139372151528,0.80419841166
PB2015.3036.9,2.03033333333,0.2353288665549822,0.3365582844857187,0.677587476778
PB2015.10265.1,0.656333333333,0.03355180180181081,0.11401187779147683,0.928505920837
PB2015.1765.1,0.63,0.02280669961558929,0.084643679154396,0.936826888249
PB2015.1765.2,NA,NA,NA,NA
PB2015.8082.1,1.419,0.2916557925553872,0.28998622992150064,0.532327622909
PB2015.1765.6,NA,NA,NA,NA
PB2015.1765.8,NA,NA,NA,NA
PB2015.12176.1,7.0,0.11079048697621745,0.4982047249124551,0.953325011241
PB2015.10082.2,0.826,0.19561458333329063,0.2426556074256666,0.643406531232
PB2015.5489.1,1.24866666667,0.2822296747967378,0.25665182242506324,0.501643953061
PB2015.13955.2,0.921,0.05735688405795108,0.13277721452330726,0.832529013201
PB2015.10082.5,0.826666666667,0.20146846846845134,0.23887639206805777,0.624687738313
PB2015.5489.2,1.375,0.3105406504065146,0.2824151916743451,0.501647689595
PB2015.5737.1,1.44333333333,0.30138294993235676,0.30531569510451345,0.541419250676
PB2015.2116.1,NA,NA,NA,NA
PB2015.1102.6,1.62866666667,0.22100268817204666,0.2869360755678979,0.64596459119
PB2015.1102.3,1.63933333333,0.22137731295257398,0.28730606851516666,0.645874115013
PB2015.1102.2,1.645,0.2231518367346457,0.2901476361747325,0.646552826024
PB2015.1450.1,2.264,0.18384089414855756,0.30966920149115695,0.73962200337
PB2015.7597.4,1.55033333333,0.06615384615378463,0.23888348607833748,0.931112701252
PB2015.10822.1,NA,NA,NA,NA
PB2015.4523.3,1.129,0.23536690647478825,0.252902227832157,0.568836140282
PB2015.6516.1,2.101,0.22657291666665935,0.32030723686260276,0.679484410905
PB2015.6516.2,2.10066666667,0.21527826725401633,0.3169724810563809,0.694144340186
PB2015.14781.3,0.616,0.0429059304703865,0.10764792463013913,0.869824670466
PB2015.14781.2,1.404,0.03836403100775163,0.12779310470693497,0.907342915552
PB2015.14781.1,1.408,0.038367037724153064,0.1279847469116141,0.907606839027
PB2015.4291.1,2.88433333333,0.04966802999315951,0.19820917848271097,0.934720052118
PB2015.14167.5,1.379,0.07652941176468628,0.2082787659410414,0.878566051923
PB2015.4600.1,1.02166666667,0.029853567625140576,0.10799381563807577,0.932926751782
PB2015.10375.8,2.255,0.11101925192520627,0.2369328176130534,0.808405297135
PB2015.15513.4,0.492666666667,0.028489523809508574,0.08014898657484756,0.893452659529
PB2015.8141.7,NA,NA,NA,NA
PB2015.15513.1,0.506666666667,0.029043314500926554,0.08219255335065823,0.894563273393
PB2015.934.11,1.63733333333,0.2455894097222625,0.28473612925339387,0.583658910545
PB2015.9531.1,1.33066666667,0.021716412490912856,0.11403639024440919,0.966368416081
PB2015.11799.1,7.0,0.20296966205829495,0.8909783890392093,0.953643715649
PB2015.16431.1,2.16666666667,0.08676897689765718,0.23847079452333309,0.883558367675
PB2015.505.1,1.218,0.1991899766899592,0.26494235354105616,0.659501731118
PB2015.1539.1,1.69533333333,0.03847582697203054,0.15653428093938063,0.942951202959
PB2015.13707.1,2.189,0.5281635802471112,0.47168865388609077,0.483505721938
PB2015.13707.2,1.98733333333,0.49278899082573396,0.432630365262484,0.478132398811
PB2015.13707.3,2.11033333333,0.4897127371273013,0.44911083352129966,0.495211231663
PB2015.10507.1,1.754,0.3295319865320856,0.3518286213395101,0.557584004993
PB2015.1093.1,1.49666666667,0.27781130952381394,0.31554305593672,0.594330328543
PB2015.2901.2,2.03866666667,0.1866427255985525,0.33561773036743414,0.767073486981
PB2015.8321.2,1.78866666667,0.17722705314020581,0.347479410031144,0.803698761207
PB2015.1093.7,1.51433333333,0.27775654761907886,0.3184071518388303,0.598172160046
PB2015.7587.5,2.31966666667,0.11844340359099999,0.2795982231542816,0.845423438485
PB2015.7587.7,1.526,0.1291111111111106,0.28847079886138716,0.83834630138
PB2015.12664.3,1.32733333333,0.11562200956934927,0.23112949925806067,0.810551065888
PB2015.7587.2,2.346,0.11978426791278575,0.2820118402095815,0.844596978378
PB2015.16651.1,1.44433333333,0.09460239162926144,0.20833743299426605,0.830408459236
PB2015.11943.7,0.590666666667,0.09158730158728572,0.16185910342812734,0.77134604275
PB2015.556.3,1.00866666667,0.05954761904775,0.21973722066451318,0.936068429771
PB2015.12664.9,1.391,0.12065071770336842,0.24146781955284496,0.810853871672
PB2015.556.1,0.831,0.0426875,0.16941764915070093,0.9442715959
PB2015.14588.5,3.15433333333,0.15593265993263064,0.3989205495995914,0.866989117291
PB2015.14588.7,3.22533333333,0.16310290827739932,0.41666939936344444,0.867669697435
PB2015.14588.1,3.31266666667,0.16413178294580633,0.42285842335162255,0.869364187194
PB2015.14588.3,3.23766666667,0.15979487179481708,0.41103565835254346,0.868610331213
PB2015.12268.15,1.05333333333,0.16277339181287195,0.21417616952445204,0.653224744095
PB2015.10581.1,1.17733333333,0.3308749999998779,0.31557645391197175,0.523539926401
PB2015.14588.9,3.071,0.34896551724134484,0.5457152857859157,0.714061435191
PB2015.12372.1,5.833,0.10292887473463058,0.4226202665144708,0.939599621792
PB2015.10581.2,1.201,0.33882716049386663,0.3377687665753531,0.546550339737
PB2015.13411.2,2.34466666667,0.31215333333334,0.45929870798395195,0.701753625355
PB2015.15903.1,1.66566666667,0.07748361730012451,0.18818954210611846,0.852682994092
PB2015.1622.2,2.21433333333,0.3979555555554256,0.5200340688668875,0.650127520058
PB2015.12996.1,1.57533333333,0.08628782287821771,0.21914734685675208,0.868432657984
PB2015.1622.1,2.083,0.37204545454535853,0.4896700367057253,0.652929919115
PB2015.5195.3,NA,NA,NA,NA
PB2015.5195.2,NA,NA,NA,NA
PB2015.5195.1,NA,NA,NA,NA
PB2015.10168.3,NA,NA,NA,NA
PB2015.5195.5,NA,NA,NA,NA
PB2015.5511.2,2.11466666667,0.32464814814816645,0.4165003923380907,0.62324041856
PB2015.14080.5,NA,NA,NA,NA
PB2015.10136.6,0.351666666667,0.0066352201257924535,0.047847252775070626,0.981132075472
PB2015.14080.1,NA,NA,NA,NA
PB2015.10136.2,0.369666666667,0.006974842767301886,0.05029630647161219,0.981132075472
PB2015.10136.1,0.336333333333,0.0064679487179423074,0.046190392848670464,0.980769230769
PB2015.8315.1,NA,NA,NA,NA
PB2015.9944.5,1.06766666667,0.04391810344830603,0.13392826322865042,0.906595376127
PB2015.13286.1,0.344666666667,0.05238333333334251,0.09281656192015263,0.782556474706
PB2015.2929.9,1.107,0.2524350282485881,0.2741857127946737,0.584172015633
PB2015.13411.4,2.03766666667,0.04332345013477359,0.16390683797374367,0.930539929317
PB2015.10595.1,NA,NA,NA,NA
