transcript,GC_content,GA_content,AT_content,AC_content,A_content,C_content,G_content,T_content,length
PB2015.11900.6,0.691891891892,0.572972972973,0.308108108108,0.464864864865,0.172972972973,0.291891891892,0.4,0.135135135135,185
PB2015.3317.1,0.682989690722,0.579896907216,0.317010309278,0.489690721649,0.193298969072,0.296391752577,0.386597938144,0.123711340206,388
PB2015.11900.2,0.705069124424,0.562211981567,0.294930875576,0.47465437788,0.165898617512,0.308755760369,0.396313364055,0.129032258065,217
PB2015.13791.8,0.352132049519,0.550206327373,0.647867950481,0.506189821183,0.352132049519,0.154057771664,0.198074277854,0.295735900963,727
PB2015.3481.2,0.826666666667,0.386666666667,0.173333333333,0.52,0.04,0.48,0.346666666667,0.133333333333,75
PB2015.15855.1,0.706806282723,0.51832460733,0.293193717277,0.474694589878,0.143106457243,0.331588132635,0.375218150087,0.150087260035,573
PB2015.10369.2,0.729032258065,0.41935483871,0.270967741935,0.554838709677,0.122580645161,0.432258064516,0.296774193548,0.148387096774,155
PB2015.12578.3,0.571428571429,0.619047619048,0.428571428571,0.333333333333,0.190476190476,0.142857142857,0.428571428571,0.238095238095,21
PB2015.15258.1,0.744897959184,0.530612244898,0.255102040816,0.479591836735,0.132653061224,0.34693877551,0.397959183673,0.122448979592,98
PB2015.7881.1,0.671328671329,0.552447552448,0.328671328671,0.426573426573,0.153846153846,0.272727272727,0.398601398601,0.174825174825,143
PB2015.15067.1,0.695792880259,0.446601941748,0.304207119741,0.508090614887,0.129449838188,0.378640776699,0.31715210356,0.174757281553,309
PB2015.862.8,0.662576687117,0.509202453988,0.337423312883,0.447852760736,0.147239263804,0.300613496933,0.361963190184,0.19018404908,163
PB2015.12059.4,0.490839694656,0.526717557252,0.509160305344,0.536641221374,0.286259541985,0.250381679389,0.240458015267,0.222900763359,1310
PB2015.862.4,0.754646840149,0.479553903346,0.245353159851,0.520446096654,0.122676579926,0.397769516729,0.35687732342,0.122676579926,269
