#prior_probability=0.1																	
feature_id	bayes_factor	posterior_probability	alpha0	alpha1	eta1_0	mu_TH1_MCF7.gene	mu_TH2_MCF7.gene	mu_TH3_MCF7.gene	mu_TD1_MCF7.gene	mu_TD2_MCF7.gene	mu_TD3_MCF7.gene		sd_TH1_MCF7.gene	sd_TH2_MCF7.gene	sd_TD1_MCF7.gene	sd_TD2_MCF7.gene	sd_TD3_MCF7.gene
PB2015.710	0.728219	0.0748564	-1.74143	-1.76368	-0.548196	-1.57819	-2.56869	-2.44776	-1.90932	-1.78709	-0.715282	0.328509	0.509602	0.467503	0.359241	0.333019	0.20123
PB2015.7100	0.257702	0.0278365	1.65379	1.6525	-0.192888	1.4094	1.73035	1.51378	1.66159	1.79046	1.80836	0.0934291	0.0814658	0.0785139	0.078367	0.067182	0.0705173
PB2015.7101	0.233973	0.0253383	4.6913	4.68942	-0.122258	4.62697	4.66123	4.59794	4.73734	4.79676	4.7166	0.0366781	0.0343862	0.0334641	0.031539	0.0288903	0.0325811
PB2015.7102	0.164106	0.0179075	-0.222429	-0.222748	0.0377023	-0.00902707	-0.155174	-0.45954	-0.0502038	-0.300349	-0.400287	0.134927	0.147332	0.155555	0.128766	0.13525	0.159784
PB2015.7103	0.378213	0.0403289	-2.26633	-2.28152	0.00833916	-2.30373	-3.93283	-1.82098	-1.83803	-2.50095	-2.73474	0.515632	1.14013	0.381334	0.397381	0.531042	0.60714
PB2015.7104	2.44414	0.213571	5.64573	5.64823	-0.162876	5.55745	5.57781	5.563	5.72468	5.74533	5.71867	0.00926605	0.00879832	0.00833987	0.0079858	0.00751457	0.00824944
PB2015.7105	0.60392	0.0628827	-3.47019	-3.48313	0.212753	-3.93364	-2.92211	-3.68731	-3.58273	-3.59218	-3.98805	1.21606	0.714223	1.20472	1.10575	1.13615	1.20792
PB2015.7106	0.276938	0.0298523	-1.09954	-1.10348	0.152533	-1.28995	-0.806207	-1.07036	-1.53227	-1.03132	-1.10293	0.49496	0.317304	0.320253	0.439786	0.310034	0.360589
PB2015.7107	0.992546	0.0993287	-7.99802	-8.04745	0.00673865	-13.842	-13.5564	-13.7502	-13.6701	-13.4035	-12.8276	10.0836	9.93544	10.4905	10.1114	9.6259	9.5079
PB2015.7108	0.957021	0.0961152	-8.56539	-8.56679	-0.0319185	-14.2928	-14.5745	-13.679	-14.3663	-14.3235	-13.762	9.81986	10.1749	9.35984	10.6663	9.79384	9.314
PB2015.7109	0.507645	0.0533933	5.79905	5.79998	-0.141966	5.71798	5.77613	5.69284	5.86425	5.89377	5.85926	0.014715	0.013391	0.0133404	0.0126141	0.010828	0.0122623
PB2015.711	0.254233	0.0274721	-0.0706789	-0.0744949	0.187904	-0.257057	0.301284	0.0111796	-0.449333	-0.0568793	-0.0616227	0.193614	0.141748	0.157258	0.19678	0.157876	0.158721
PB2015.7110	0.526459	0.0552628	-1.76277	-1.77432	0.356183	-1.23527	-1.23302	-2.99127	-1.82216	-2.31905	-1.91749	0.355213	0.347139	0.769082	0.449392	0.5286	0.472235
PB2015.7111	0.0414643	0.00458602	3.84237	3.8415	0.00567184	3.84244	3.87724	3.8186	3.9035	3.80213	3.81083	0.0265537	0.0251042	0.0251267	0.0238695	0.026327	0.0257114
PB2015.7112	0.42758	0.0453541	5.34319	5.34395	-0.137991	5.2426	5.26531	5.31125	5.43429	5.37854	5.42741	0.0155923	0.0163713	0.0144601	0.0135655	0.0138946	0.014322
PB2015.7113	0.0626099	0.00690859	5.13426	5.13207	-0.0528587	5.15126	5.11813	5.05937	5.20999	5.12453	5.14272	0.0137199	0.0136483	0.0135706	0.0128718	0.0128921	0.0129727
PB2015.7114	0.577053	0.0602537	-0.569091	-0.557919	0.211999	-0.0665085	-0.628897	-10.3028	-0.413547	-10.4723	-1.24943	0.812913	1.03122	9.22122	0.649064	10.0581	1.09195
PB2015.7115	0.0731916	0.00806679	3.78911	3.78833	-0.0433413	3.79866	3.75152	3.75277	3.89425	3.78355	3.75076	0.0402908	0.0435867	0.0346767	0.0331749	0.0359915	0.0353659
PB2015.7116	0.946074	0.0951204	-6.27739	-6.28131	0.23366	-14.324	-13.7233	-3.73225	-14.0054	-11.95	-14.3984	10.5447	9.44986	4.67517	9.9875	9.46252	10.9202
PB2015.7117	0.165778	0.0180866	1.33397	1.32858	0.0233948	1.41	1.54672	1.07689	1.53917	1.41986	0.990308	0.0764717	0.0730951	0.0872219	0.073218	0.0710613	0.0928997
PB2015.7118	0.934007	0.0940212	-8.36349	-8.24653	0.018233	-14.5172	-13.6875	-14.0649	-14.5545	-14.1467	-13.8784	11.0107	9.82977	10.0496	10.4711	10.2685	9.58062
PB2015.7119	0.214567	0.0232856	1.52846	1.52318	-0.173777	1.57571	1.4673	1.25234	1.7191	1.75663	1.38256	0.0502327	0.0531988	0.0567359	0.0428131	0.0429564	0.0525429
PB2015.712	0.216719	0.0235137	-0.566189	-0.564298	-0.111473	-1.08465	-0.461399	-0.415017	-0.493582	-0.568995	-0.448557	0.17195	0.122878	0.117144	0.125511	0.12339	0.118483
PB2015.7120	0.16264	0.0177503	4.52584	4.52454	-0.0981508	4.53507	4.46955	4.42175	4.59687	4.58134	4.54879	0.0146813	0.0136421	0.0145857	0.0146075	0.014024	0.0144038
PB2015.7121	0.109972	0.0120716	6.12185	6.11957	-0.0845722	6.14251	6.05942	6.03431	6.10808	6.1929	6.19106	0.0169039	0.00846456	0.0106782	0.00689351	0.00671701	0.00629356
PB2015.7122	0.137418	0.0150391	1.63288	1.63586	0.115826	1.74605	1.63059	1.70516	1.58131	1.52671	1.62038	0.0649169	0.0722699	0.063454	0.0661737	0.0659265	0.0667035
PB2015.7123	0.281999	0.0303813	7.0893	7.08822	-0.0673025	7.07041	7.03743	7.05739	7.11632	7.13166	7.11783	0.00953819	0.00935114	0.00855757	0.00799936	0.00801546	0.0082719
PB2015.7124	0.0515804	0.0056985	1.55707	1.55687	-0.021464	1.58907	1.53567	1.51387	1.59102	1.59965	1.51447	0.0463177	0.0467285	0.0455834	0.0454336	0.0403467	0.0453543
PB2015.7125	0.344645	0.0368816	-1.73107	-1.74744	-0.0328536	-1.38511	-1.47956	-2.73473	-1.22952	-1.78506	-2.37284	0.314621	0.342606	0.52646	0.266203	0.320916	0.462017
PB2015.7126	0.0647004	0.00713762	5.27284	5.27269	-0.0460234	5.22586	5.29897	5.22317	5.34335	5.32317	5.22859	0.0182375	0.0181145	0.0164316	0.0159507	0.0153047	0.0167065
PB2015.7127	0.0984986	0.0108258	1.56596	1.56226	-0.0261822	1.60456	1.40596	1.62782	1.5056	1.6535	1.55944	0.0959874	0.109499	0.0942275	0.0992848	0.0848845	0.0950291
PB2015.7128	0.163965	0.0178924	5.43729	5.43797	-0.0857107	5.37053	5.43328	5.38155	5.48859	5.50662	5.44887	0.0124524	0.0117904	0.012058	0.0109452	0.0107901	0.0118183
PB2015.7129	0.28605	0.0308043	5.08976	5.09115	-0.135632	5.06803	5.02244	4.97832	5.10781	5.18847	5.18298	0.03687	0.0381735	0.0369557	0.0361191	0.0314609	0.0345161
PB2015.713	0.0720175	0.00793842	1.74627	1.74583	-0.0457704	1.6361	1.74142	1.76449	1.77065	1.77354	1.76421	0.0790789	0.0493282	0.0573997	0.068369	0.0612868	0.0723122
PB2015.7130	0.576947	0.0602433	-3.42696	-3.41305	0.111897	-4.21005	-2.8893	-14.0191	-3.45438	-3.53313	-13.7506	1.18296	0.6324	9.76126	0.738221	0.757547	9.31495
PB2015.7131	0.214349	0.0232626	6.3648	6.36612	-0.175444	6.23296	6.42632	6.16364	6.52053	6.53787	6.31673	0.0143849	0.0119931	0.0137779	0.0107215	0.010173	0.0138073
PB2015.7132	0.349338	0.037365	-2.50141	-2.51307	-0.216587	-2.80399	-2.40156	-2.90727	-2.50009	-2.50684	-2.19767	0.649985	0.371024	0.502561	0.44301	0.499744	0.377505
PB2015.7133	0.281024	0.0302794	-0.868778	-0.876564	0.00637389	-1.03071	-0.877822	-0.754204	-1.3686	-0.505334	-0.977237	0.429896	0.385152	0.333308	0.477884	0.29696	0.408388
PB2015.7134	0.332999	0.0356797	-2.63394	-2.65826	0.0257333	-2.44985	-2.30236	-4.69179	-2.42623	-2.51412	-3.34746	0.410724	0.385782	1.20084	0.39572	0.381786	0.61282
PB2015.7135	0.154252	0.0168503	4.59286	4.59412	-0.108804	4.57821	4.58182	4.45563	4.68758	4.64394	4.6171	0.0168708	0.016242	0.0164945	0.014323	0.0141034	0.0159392
PB2015.7136	0.232297	0.0251613	1.84072	1.83459	-0.179615	1.77321	1.60379	1.83143	1.95346	1.86676	1.97578	0.146242	0.160458	0.12745	0.126256	0.137652	0.133448
PB2015.7137	0.329763	0.0353452	-0.352406	-0.366481	0.177633	-0.230984	-0.0285323	-0.637419	-0.172498	-0.700121	-0.737377	0.352244	0.222946	0.354126	0.253168	0.301568	0.659591
PB2015.7138	0.168196	0.0183455	0.476329	0.475817	-0.0631774	0.496823	0.346011	0.471015	0.286382	0.673478	0.540043	0.157892	0.157073	0.141707	0.159328	0.117453	0.170093
PB2015.7139	0.175037	0.0190775	5.37216	5.36822	0.136571	5.50163	5.36444	5.45994	5.34502	5.18173	5.38236	0.0171448	0.0225525	0.0179731	0.0252216	0.0303076	0.0277267
PB2015.714	0.215933	0.0234304	-1.0606	-1.06407	-0.125135	-1.06865	-1.46248	-0.942553	-0.9445	-0.978184	-1.07352	0.214726	0.253423	0.195679	0.197229	0.187558	0.20757
PB2015.7140	0.189344	0.0206048	-0.184552	-0.187163	-0.1018	-0.23855	-0.176648	-0.309405	-0.391641	-0.207412	0.171638	0.152448	0.149086	0.14396	0.149986	0.133787	0.115717
PB2015.7141	0.129488	0.0141835	-0.0721808	-0.0728829	-0.0326849	-0.105123	-0.114667	-0.0587285	-0.101708	0.086919	-0.17502	0.146868	0.138975	0.133013	0.138306	0.116807	0.142708
PB2015.7142	0.535553	0.0561638	-1.2752	-1.30336	0.477057	-0.944313	-1.58865	-0.740007	-2.02426	-1.50447	-1.44211	0.382255	0.529091	0.318604	0.623673	0.464137	0.464649
PB2015.7143	1.05029	0.104504	5.39756	5.39745	-0.274891	5.2612	5.29579	5.21997	5.52134	5.62725	5.46986	0.0263041	0.0291855	0.0265965	0.0240919	0.022679	0.026919
PB2015.7144	0.0742597	0.00818356	5.18996	5.19089	-0.0317524	5.15171	5.18328	5.19568	5.28982	5.0874	5.24622	0.0323521	0.0336775	0.027421	0.03278	0.0397341	0.0372991
PB2015.7145	0.729175	0.0749473	-3.02363	-3.1389	-0.396434	-13.7572	-14.6481	-3.49298	-3.21085	-13.3262	-2.52643	9.6464	10.7279	0.975775	0.755361	10.3312	0.5569
PB2015.7146	0.111611	0.0122493	0.0597486	0.0601896	0.0215865	0.102265	0.0203143	0.0842392	0.0655596	0.168481	-0.119026	0.131272	0.13493	0.123461	0.126817	0.112838	0.140721
PB2015.7147	0.0912357	0.0100356	2.78756	2.78843	-0.0728758	2.69357	2.75922	2.7963	2.75323	2.83025	2.88913	0.0349573	0.0302167	0.0290683	0.0298216	0.0275628	0.0290868
PB2015.7148	0.275	0.0296496	-1.29259	-1.29828	-0.0912876	-1.37753	-1.39792	-1.31545	-0.973479	-1.85883	-1.08229	0.337496	0.341216	0.311853	0.263934	0.396192	0.277028
PB2015.7149	0.221527	0.0240228	-0.380122	-0.39342	-0.134972	-0.749858	-0.166836	-0.564808	-0.549236	-0.171164	-0.261851	0.268107	0.203754	0.237518	0.208809	0.163466	0.173342
PB2015.715	0.240186	0.0259937	0.651282	0.648518	0.172573	0.883569	0.486699	0.835861	0.632642	0.601496	0.422015	0.125982	0.146377	0.117315	0.125547	0.129271	0.144074
PB2015.7150	0.0807568	0.00889317	4.65339	4.65438	0.0526016	4.69019	4.66674	4.68717	4.63358	4.59613	4.65349	0.0259353	0.0233123	0.0204375	0.0203504	0.0210432	0.0204108
PB2015.7151	0.0929253	0.0102195	3.90065	3.90057	-0.0561417	3.74326	3.87836	3.97836	3.89444	3.95356	3.94163	0.0822799	0.0760461	0.0659041	0.069792	0.0637087	0.0693907
PB2015.7152	0.10082	0.0110781	1.18541	1.18408	-0.00968384	1.08655	1.10379	1.34516	1.09937	1.17901	1.29401	0.0528615	0.0517974	0.0451388	0.0497015	0.0453186	0.0464463
PB2015.7153	0.423726	0.0449637	0.19277	0.172779	-0.331139	-0.0613648	0.00799516	0.0294872	0.219712	0.530067	0.257452	0.263002	0.278377	0.263926	0.23457	0.149447	0.213051
PB2015.7154	0.42988	0.0455871	-2.37651	-2.38223	-0.121133	-2.672	-2.30478	-2.45197	-4.74455	-2.35413	-1.7414	0.465775	0.385911	0.389581	1.21775	0.379028	0.285084
PB2015.7155	0.109666	0.0120385	-0.277398	-0.278987	0.00583623	-0.395463	-0.291432	-0.155534	-0.233106	-0.327919	-0.277875	0.162068	0.157074	0.134427	0.138234	0.136707	0.13818
PB2015.7156	0.740017	0.075977	-3.21979	-3.27904	0.587935	-2.27675	-3.04949	-3.9394	-4.85077	-3.21149	-3.94909	0.358654	0.513659	0.797614	1.19478	0.523942	0.756398
PB2015.7157	0.150397	0.0164361	0.977963	0.980347	0.107055	1.06817	1.03521	0.999287	1.12143	0.94614	0.687857	0.0776144	0.0788132	0.0809835	0.0712878	0.0812497	0.0987567
PB2015.7158	0.986491	0.0987826	-0.411413	-0.434037	-0.447533	-0.903456	-0.671866	-0.506739	-0.358512	-0.102265	-0.118405	0.281298	0.219181	0.227528	0.183267	0.163252	0.167587
PB2015.7159	0.0601099	0.00663456	5.47171	5.47035	-0.0450649	5.46875	5.47987	5.39735	5.52601	5.49535	5.45932	0.00934283	0.00853761	0.00877399	0.00866883	0.0082403	0.00831211
PB2015.716	0.411598	0.043733	-0.8161	-0.835683	-0.313261	-0.833645	-1.77454	-0.824149	-0.799629	-0.53763	-0.642359	0.386846	0.603935	0.371909	0.365608	0.302808	0.339721
PB2015.7160	0.178939	0.0194945	5.14185	5.14203	-0.0908043	5.11269	5.11982	5.05914	5.18967	5.21517	5.16106	0.0101031	0.00943308	0.0101621	0.0102135	0.00908792	0.00954746
PB2015.7161	0.100126	0.0110027	3.96403	3.95958	-0.0834309	3.91613	3.9756	3.86178	3.96858	3.98574	4.05781	0.065015	0.0630152	0.0640233	0.0602586	0.0583348	0.0549297
PB2015.7162	0.284185	0.0306096	-1.90743	-1.91824	0.11631	-2.05352	-1.45239	-2.13714	-2.40268	-1.91824	-1.75586	0.379974	0.288451	0.351849	0.420506	0.32138	0.30731
PB2015.7163	0.379925	0.0405041	-1.95214	-1.97601	-0.0303305	-1.39337	-2.16856	-3.05329	-2.26811	-1.37919	-2.55242	0.346321	0.530166	0.780005	0.508742	0.317886	0.590616
PB2015.7164	0.40054	0.0426082	-1.76425	-1.78205	0.0154252	-1.89233	-1.28517	-2.35136	-2.82208	-2.11414	-1.11211	0.530896	0.397111	0.60171	0.813165	0.529846	0.354128
PB2015.7165	0.275278	0.0296786	-0.756128	-0.760658	-0.197703	-0.944999	-1.07695	-0.644157	-0.94916	-0.656831	-0.382604	0.19685	0.214941	0.154566	0.184317	0.156972	0.138456
PB2015.7166	1.08774	0.107828	-2.77105	-3.13585	-0.84899	-7.05715	-7.04731	-6.90593	-2.68934	-7.46244	-2.19809	5.21811	5.25099	4.88437	0.835927	4.94855	0.738143
PB2015.7167	1.00232	0.100209	-8.82538	-8.86166	0.0140551	-14.8979	-14.5188	-14.1803	-14.376	-14.5144	-14.2803	10.1788	10.0936	9.60752	9.62174	9.10113	9.5446
PB2015.7168	0.656336	0.0679694	-4.48958	-4.52472	0.302247	-14.0733	-4.69132	-3.94095	-4.82283	-4.89018	-14.4818	9.25823	1.18698	0.806687	1.17291	1.15578	10.5475
PB2015.7169	0.645057	0.0668795	-3.79503	-3.82048	0.453539	-3.39525	-14.5037	-3.53815	-3.90993	-4.10128	-4.90525	0.613967	9.56109	0.588985	0.79567	0.801977	1.22896
PB2015.717	0.239727	0.0259453	-1.47333	-1.47617	-0.0612214	-1.3141	-1.48496	-1.7914	-1.07011	-1.78624	-1.56839	0.286161	0.304408	0.33814	0.238991	0.319328	0.30588
PB2015.7170	1.48058	0.141269	-4.12165	-4.21101	1.12283	-2.92781	-4.03744	-15.1377	-5.17189	-5.29774	-5.24094	0.460463	0.791343	9.89644	1.19919	1.16807	1.20806
PB2015.7171	0.487622	0.0513956	-3.12606	-3.13111	0.228481	-2.69976	-2.78415	-4.19132	-4.19212	-3.01471	-3.27628	0.607625	0.627535	1.2019	1.16503	0.61906	0.712944
PB2015.7172	0.402397	0.0427972	-1.98989	-2.00591	0.336007	-1.71144	-1.89698	-1.84073	-2.32573	-2.53383	-1.8724	0.287303	0.293621	0.286042	0.358309	0.401959	0.296757
PB2015.7173	0.340728	0.0364776	3.11791	3.11815	-0.159976	2.95859	3.06416	3.08484	3.14167	3.21798	3.24283	0.0252032	0.0239391	0.0224448	0.0211398	0.0200862	0.0209958
PB2015.7174	0.208712	0.0226647	-1.4589	-1.45881	0.0623589	-1.20959	-1.49232	-1.60071	-1.94892	-1.23352	-1.40444	0.217976	0.241208	0.24498	0.290186	0.199248	0.223085
PB2015.7175	1.56294	0.147965	5.9053	5.906	-0.176917	5.82691	5.82022	5.80778	5.9609	6.00915	6.01397	0.0090646	0.00900244	0.00846973	0.0080218	0.00742333	0.00775083
PB2015.7176	0.270243	0.0291517	-1.08142	-1.09125	-0.20677	-1.35726	-1.42228	-0.911759	-1.17441	-1.12668	-0.665648	0.250552	0.247014	0.18765	0.216523	0.190839	0.16106
PB2015.7177	0.244809	0.0264807	-1.27795	-1.28449	-0.129652	-1.21115	-1.5645	-1.3372	-1.59125	-0.890545	-1.25668	0.234682	0.288991	0.24061	0.269594	0.180315	0.232913
PB2015.7178	0.0968969	0.0106516	1.8933	1.89298	-0.0608247	1.8371	1.93159	1.81524	2.01391	1.80873	1.94509	0.071396	0.0652656	0.0632763	0.0569075	0.0600019	0.0613386
PB2015.7179	0.40651	0.0432158	-2.33388	-2.36045	-0.135477	-2.56694	-4.00819	-1.97764	-2.76926	-2.56028	-1.81101	0.620092	1.2306	0.436258	0.649139	0.556969	0.374141
PB2015.718	1.02115	0.1019	-3.60014	-3.95471	-0.745367	-14.5704	-14.9929	-14.9546	-3.08615	-4.40057	-3.48054	9.48227	10.0899	10.199	0.429348	0.769687	0.542059
PB2015.7180	0.371781	0.0396702	-2.23857	-2.25227	-0.310069	-2.65774	-2.14659	-2.61299	-2.15537	-2.14678	-1.95249	0.428468	0.309892	0.377482	0.305648	0.289518	0.275642
PB2015.7181	0.926018	0.093292	-8.81706	-8.87233	0.0181719	-14.6773	-14.4639	-14.9007	-14.3556	-15.243	-14.4425	10.4134	9.67245	9.9794	9.55053	10.1169	9.90236
PB2015.7182	0.205921	0.0223683	-1.67772	-1.68681	0.0463436	-1.86384	-1.63206	-1.51969	-2.12198	-1.57696	-1.47432	0.236236	0.204505	0.185555	0.228671	0.194572	0.182567
PB2015.7183	0.987154	0.0988423	-1.24093	-1.39392	-0.371557	-5.23989	-6.50333	-2.77588	-0.981861	-4.60618	-5.95663	7.623	8.08658	5.49073	0.349186	6.92665	7.74236
PB2015.7184	0.125627	0.0137664	0.913669	0.912605	-0.024826	0.957765	0.700424	1.03062	0.94723	0.798757	1.03151	0.0875367	0.092963	0.0754886	0.0856813	0.0823173	0.0762899
PB2015.7185	0.236521	0.0256072	-1.61083	-1.62038	0.187945	-1.40851	-1.50593	-1.65488	-2.2638	-1.5785	-1.47244	0.219565	0.218984	0.220491	0.313958	0.212714	0.214733
PB2015.7186	0.43985	0.046595	-1.49269	-1.51014	0.318973	-2.19447	-0.772743	-1.35948	-1.71419	-1.41635	-2.26607	0.60316	0.315374	0.376628	0.461364	0.394675	0.655658
PB2015.7187	0.239234	0.0258933	4.06893	4.07332	-0.190601	4.18181	3.87897	3.85264	4.27072	4.06661	4.1873	0.0356193	0.0486217	0.0447331	0.0351044	0.0413126	0.0367147
PB2015.7188	1.19803	0.117477	4.36535	4.36525	-0.270749	4.13885	4.29	4.24917	4.52382	4.52541	4.46554	0.0292176	0.0254311	0.0244643	0.0208753	0.0204138	0.0215669
PB2015.7189	0.981883	0.0983665	-7.77286	-7.7292	-0.0100094	-13.4632	-13.2053	-12.9116	-13.4579	-13.3203	-13.2484	10.3714	9.9804	9.82027	10.3045	10.178	10.4816
PB2015.719	0.29993	0.0322508	-1.05339	-1.06586	-0.231937	-1.15247	-1.16797	-1.25219	-1.12906	-0.775114	-0.937557	0.193239	0.196803	0.19406	0.177757	0.149769	0.165338
PB2015.7190	0.464859	0.0491142	-1.66534	-1.69544	0.0781425	-1.41996	-3.28315	-1.39519	-0.985796	-2.43534	-3.15894	0.468485	1.28379	0.451678	0.38396	0.754645	1.24233
PB2015.7191	0.938104	0.0943946	-8.81823	-8.72438	0.0359933	-14.573	-14.4188	-13.9823	-14.2246	-13.8292	-14.025	10.373	10.2796	9.45654	9.42113	9.22337	8.99098
PB2015.7192	1.02803	0.102515	-1.8639	-1.99193	-0.827425	-13.389	-2.89042	-12.7668	-12.987	-11.702	-0.88477	10.0159	1.18997	9.75552	11.0497	9.91207	0.663997
PB2015.7193	0.124847	0.013682	2.74145	2.74137	-0.0939575	2.80653	2.65902	2.61988	2.86858	2.75238	2.74431	0.0525143	0.0509233	0.0474632	0.0407087	0.0452493	0.0463149
PB2015.7194	1.07115	0.106359	-6.42291	-6.45934	-0.0136792	-13.3542	-12.0965	-6.48905	-13.2229	-11.5393	-6.87398	9.96708	9.6647	8.34768	9.31602	10.6313	8.37815
PB2015.7195	1.00456	0.10041	-2.71285	-3.07962	0.763964	-13.8809	-2.27423	-2.84522	-13.7508	-13.7965	-13.6092	10.0825	0.590434	0.772557	10.018	9.79391	10.1184
PB2015.7196	0.0609468	0.00672632	3.04282	3.04384	0.00470121	3.05958	3.13086	2.95337	3.06766	3.05116	2.99841	0.0391976	0.0385487	0.0412947	0.0387185	0.0350662	0.0372207
PB2015.7197	0.634367	0.0658442	1.03387	0.966437	0.469171	1.38249	1.43423	0.791544	1.54257	-2.29795	-3.35098	0.448169	0.783476	1.97391	0.379871	1.55132	2.96395
PB2015.7198	0.349115	0.037342	1.66973	1.64999	-0.0460662	1.62525	1.59196	1.65855	1.42394	2.17409	0.949603	0.464125	0.496177	0.462399	0.560468	0.256415	0.604211
PB2015.7199	0.86065	0.0872812	-3.74158	-3.96852	-0.665334	-4.76335	-14.1472	-15.0471	-4.05077	-4.09305	-2.95903	1.20531	9.10435	10.6087	0.759855	0.810664	0.459305
PB2015.72	0.630201	0.0654401	1.30966	1.31114	0.291134	1.55569	1.35549	1.477	1.22979	1.04325	1.21106	0.0366278	0.0408556	0.0350554	0.0409876	0.0435158	0.0408805
PB2015.720	0.38955	0.0414876	-2.06462	-2.07912	0.0506184	-1.92997	-2.1797	-2.06034	-3.72276	-2.25529	-1.39273	0.343232	0.386049	0.338405	0.787467	0.366696	0.245155
PB2015.7200	0.375463	0.0400474	-1.79538	-1.8091	0.271829	-2.02215	-1.443	-1.56793	-1.69122	-2.23427	-2.14225	0.509929	0.389485	0.398324	0.415376	0.52679	0.534521
PB2015.7201	0.806049	0.0821991	-3.60435	-3.69355	-0.298184	-13.7506	-14.3967	-3.94474	-3.9087	-3.0827	-3.86883	10.1346	10.3902	1.15804	1.20529	0.76103	1.19456
PB2015.7202	0.469057	0.0495357	-2.61478	-2.64069	-0.117468	-2.63767	-14.3739	-2.74977	-3.17481	-2.7935	-2.12617	0.635103	10.0971	0.613804	0.780511	0.628763	0.450206
PB2015.7203	0.496266	0.0522591	-2.63141	-2.64628	-0.222376	-3.11178	-2.40447	-3.01558	-4.05147	-2.46022	-1.83856	0.540684	0.362607	0.468818	0.770101	0.345152	0.266124
PB2015.7204	0.982815	0.0984507	-8.04497	-7.97765	-0.0351776	-13.5163	-13.8208	-13.6942	-13.5086	-13.8317	-13.8995	10.2505	10.3426	9.89631	9.79255	11.0386	10.3059
PB2015.7205	0.233223	0.0252591	-2.15341	-2.16676	-0.0733003	-2.78217	-2.14751	-1.89267	-2.3405	-2.2585	-1.82498	0.39237	0.273163	0.230045	0.290119	0.267787	0.226485
PB2015.7206	0.898714	0.090791	-6.47314	-6.51546	0.116073	-9.39088	-7.30326	-13.0962	-11.0429	-12.3256	-10.9891	9.55912	8.77544	9.97997	9.75227	9.8855	10.1398
PB2015.7207	0.15337	0.0167556	0.528927	0.524758	-0.108691	0.449727	0.284599	0.659345	0.533945	0.475776	0.733689	0.0933949	0.101427	0.0782271	0.0844501	0.084106	0.0757149
PB2015.7208	0.166123	0.0181236	-1.14869	-1.14919	0.0210392	-1.13093	-1.13309	-1.17633	-1.39551	-0.942974	-1.18227	0.215386	0.216429	0.205145	0.231011	0.176107	0.20825
PB2015.7209	0.369351	0.0394212	-2.01443	-2.0289	-0.208754	-2.50402	-2.12719	-1.91183	-2.24666	-2.2269	-1.36029	0.388255	0.311881	0.265865	0.332605	0.301272	0.210062
PB2015.721	0.280198	0.0301931	-2.01067	-2.01741	-0.131697	-2.11409	-2.83476	-1.70391	-2.30699	-1.92588	-1.68536	0.326443	0.491269	0.247695	0.347984	0.274834	0.251234
PB2015.7210	0.507777	0.0534065	-1.79182	-1.83956	0.35771	-1.7248	-2.16879	-1.22977	-2.19816	-1.99402	-13.4381	0.506775	0.61791	0.370061	0.621399	0.530302	9.61865
PB2015.7211	0.366145	0.0390924	-2.07173	-2.08478	-0.0912434	-3.19843	-1.65112	-2.03591	-2.54593	-2.34018	-1.38816	0.595014	0.271382	0.321539	0.41637	0.350537	0.237116
PB2015.7212	0.592079	0.0617258	-3.2188	-3.21125	0.0113836	-2.71131	-3.66087	-3.83263	-13.701	-3.78927	-2.85384	0.787184	1.21316	1.22707	10.2554	1.19771	0.82639
PB2015.7213	0.469122	0.0495423	-2.57378	-2.60212	-0.380534	-3.23353	-3.01054	-2.46493	-2.47591	-2.67629	-2.07528	0.495317	0.478046	0.343271	0.332517	0.366262	0.273929
PB2015.7214	0.554164	0.0580024	-3.20236	-3.21625	-0.291028	-2.84854	-4.09913	-4.46482	-2.96716	-15.1954	-2.97606	0.605286	1.16261	1.22572	0.640532	10.5563	0.58337
PB2015.7215	0.934347	0.0940522	-2.06439	-2.13256	-0.684062	-3.65145	-2.08701	-3.07004	-2.67155	-1.4063	-1.55709	1.21775	0.498871	0.801454	0.746372	0.34182	0.387243
PB2015.7216	0.393004	0.0418401	-2.02713	-2.03602	0.269504	-2.00467	-2.42891	-1.45086	-2.07844	-2.56439	-2.0473	0.431331	0.546224	0.3208	0.415292	0.49636	0.422224
PB2015.7217	0.236154	0.0255684	-2.75134	-2.76163	-0.0677702	-3.38337	-2.75142	-2.49316	-3.05288	-2.54188	-2.65163	0.427022	0.312939	0.248757	0.33878	0.254583	0.282859
PB2015.7218	0.273639	0.0295071	-2.04625	-2.05613	0.197497	-2.07435	-1.69732	-2.07044	-2.86147	-2.01752	-1.86374	0.256531	0.210534	0.231552	0.370204	0.223289	0.223355
PB2015.7219	0.445054	0.0471204	-2.26411	-2.26383	0.0267107	-14.0025	-2.4959	-2.01581	-3.98668	-2.36056	-1.79799	10.4135	0.622495	0.463067	1.21708	0.528835	0.420743
PB2015.722	0.450021	0.0476211	-2.48149	-2.47806	0.253185	-3.41095	-1.61483	-2.32174	-2.96087	-3.55523	-1.9037	0.597243	0.255004	0.338096	0.461343	0.59257	0.281836
PB2015.7220	0.28831	0.0310401	-1.44162	-1.45642	0.195886	-1.35939	-1.09844	-1.61786	-1.53533	-1.46532	-1.73321	0.244194	0.220273	0.275546	0.270049	0.237387	0.299498
