#prior_probability=0.1																	
feature_id	bayes_factor	posterior_probability	alpha0	alpha1	eta1_0	mu_TH1_MCF7.gene	mu_TH2_MCF7.gene	mu_TH3_MCF7.gene	mu_TD1_MCF7.gene	mu_TD2_MCF7.gene	mu_TD3_MCF7.gene		sd_TH1_MCF7.gene	sd_TH2_MCF7.gene	sd_TD1_MCF7.gene	sd_TD2_MCF7.gene	sd_TD3_MCF7.gene
PB2015.1251	1.05282	0.104729	-7.81186	-7.83649	0.002024	-13.0412	-12.9015	-13.0304	-13.1101	-13.6172	-13.3552	10.1599	10.0745	9.61114	9.79725	10.7533	9.825
PB2015.12510	0.576451	0.0601947	-3.34944	-3.36936	0.424605	-2.91951	-4.65513	-2.82224	-3.86816	-3.47391	-3.82723	0.523621	1.2269	0.464187	0.77554	0.6079	0.792304
PB2015.12511	0.255173	0.0275709	-0.482856	-0.483282	0.193872	-0.465632	-0.242775	-0.426216	-0.289515	-0.87244	-0.645325	0.143759	0.125648	0.130912	0.123751	0.159702	0.153257
PB2015.12512	0.139441	0.015257	1.59245	1.59184	-0.101877	1.64329	1.44673	1.53127	1.72169	1.58989	1.62149	0.0496898	0.0546244	0.0481593	0.0436714	0.0459095	0.0464646
PB2015.12513	0.0678719	0.00748488	2.85857	2.85729	0.0339936	2.88042	2.80621	2.9347	2.88984	2.84562	2.78451	0.0435586	0.0449816	0.0412202	0.041405	0.042293	0.0458332
PB2015.12514	0.281561	0.0303355	-1.7016	-1.7135	-0.0250846	-1.6885	-2.14007	-1.45506	-1.81866	-1.22262	-2.22139	0.288828	0.369196	0.254991	0.287017	0.208659	0.36366
PB2015.12515	0.96116	0.0964908	-4.11956	-4.36795	0.511775	-3.48352	-14.1283	-13.4929	-13.4969	-13.5005	-13.4369	1.16597	10.2316	9.6516	10.1288	10.6399	10.0084
PB2015.12516	0.0530561	0.00586057	1.23683	1.23584	-0.0331724	1.2631	1.18288	1.20984	1.30754	1.26397	1.19901	0.0350839	0.0323199	0.0291123	0.0312614	0.0304584	0.0297794
PB2015.12517	0.930028	0.0936582	-8.22071	-8.2369	-0.0125359	-13.6434	-13.5666	-14.6746	-14.4237	-14.3362	-14.0306	9.58019	9.82556	10.6809	10.7578	10.7893	9.96413
PB2015.12518	0.0241988	0.00268155	3.59614	3.59594	0.0202518	3.60507	3.59354	3.62064	3.60697	3.56515	3.588	0.0203817	0.0210182	0.0200574	0.0193477	0.0190876	0.0202369
PB2015.12519	0.0948265	0.0104264	2.93361	2.93238	-0.06345	2.97963	2.92997	2.79531	3.00073	2.97594	2.92018	0.0290578	0.029765	0.0304629	0.0264508	0.0271062	0.0286491
PB2015.1252	0.20457	0.0222248	3.47557	3.474	-0.128518	3.42909	3.43553	3.36645	3.56182	3.60424	3.45025	0.0374503	0.0376841	0.0357597	0.0314397	0.0305138	0.0354077
PB2015.12520	0.402788	0.0428371	1.38827	1.38763	-0.260386	1.1793	1.28214	1.28985	1.68633	1.45379	1.42035	0.102397	0.0971663	0.0885909	0.0757546	0.0812132	0.0859753
PB2015.12521	0.403877	0.0429479	1.88118	1.87926	-0.180719	1.75071	1.80016	1.81909	1.9689	1.90836	2.03743	0.042066	0.0438583	0.0398435	0.0362885	0.0354888	0.0357147
PB2015.12522	0.442431	0.0468556	2.52069	2.5229	-0.213782	2.50855	2.27946	2.44577	2.59678	2.61803	2.68742	0.0506127	0.0559465	0.0485072	0.0451787	0.0419914	0.0446832
PB2015.12523	0.598322	0.0623361	2.27227	2.27103	-0.189204	2.12046	2.1793	2.22818	2.33269	2.38435	2.38926	0.0355684	0.0350145	0.0326127	0.0300742	0.0289538	0.0298034
PB2015.12524	0.173368	0.0188991	1.94509	1.94577	-0.0948648	1.87844	1.8889	1.92467	1.93123	2.02676	2.02458	0.0304502	0.0302071	0.0269994	0.0291031	0.0268239	0.0279482
PB2015.12525	0.280043	0.0301769	-2.25119	-2.25618	-0.040405	-1.9962	-2.61056	-2.35042	-2.73818	-1.91728	-2.25177	0.409413	0.543497	0.45468	0.54551	0.348905	0.44318
PB2015.12526	0.0429014	0.00474421	2.02739	2.0268	-0.00110031	2.04512	1.99778	2.03668	2.08042	1.99127	2.01458	0.0419667	0.0404844	0.0364087	0.0366955	0.0369087	0.0402757
PB2015.12527	1.66408	0.156045	2.28265	2.28596	-0.262036	2.17112	2.10964	2.17863	2.45162	2.37478	2.43521	0.0378458	0.0386117	0.0354565	0.0307788	0.0309167	0.0309882
PB2015.12528	0.0589143	0.00650346	1.11046	1.10982	0.0116484	1.14065	1.0896	1.11618	1.06014	1.16898	1.07857	0.0644814	0.0671541	0.0606354	0.0623217	0.0607039	0.0656098
PB2015.12529	0.293081	0.0315375	3.32369	3.32291	-0.137044	3.28248	3.21491	3.26422	3.42147	3.32832	3.42938	0.0213566	0.021143	0.0200955	0.0185087	0.0185119	0.0189506
PB2015.1253	0.504376	0.0530678	4.50227	4.50271	-0.240496	4.22217	4.44113	4.47432	4.64629	4.63997	4.59883	0.0390345	0.0316732	0.0277833	0.0257444	0.0249871	0.0262313
PB2015.12530	0.0472486	0.00522243	3.17345	3.17388	-0.0145097	3.13558	3.24858	3.1162	3.15582	3.22917	3.15841	0.020442	0.0192071	0.0200483	0.0193318	0.0188727	0.0197634
PB2015.12531	0.147407	0.0161146	2.94207	2.94388	0.0964619	3.00582	2.95604	3.01345	2.86073	2.8503	2.96943	0.0345467	0.0345357	0.0311917	0.0342401	0.0325554	0.0328689
PB2015.12532	0.130104	0.01425	2.84897	2.84828	-0.100318	2.77068	2.79741	2.82403	2.83976	2.86619	2.99937	0.0335761	0.03521	0.0312773	0.0311353	0.0295333	0.029109
PB2015.12533	0.22355	0.0242369	2.38351	2.37783	-0.160301	2.27164	2.33781	2.28566	2.3311	2.47713	2.57629	0.0781516	0.0694082	0.072791	0.0681387	0.0628213	0.06095
PB2015.12534	0.267784	0.0288941	-2.00021	-2.00063	0.0168337	-1.66255	-2.39751	-2.02085	-2.14505	-1.96445	-1.96607	0.331467	0.433721	0.370924	0.402921	0.341378	0.365139
PB2015.12535	0.0722148	0.00796	3.70072	3.70105	-0.0322102	3.60318	3.68773	3.76704	3.60687	3.77697	3.7672	0.00926263	0.00912973	0.0081854	0.00838675	0.00783833	0.0085437
PB2015.12536	0.950657	0.0955371	-7.013	-6.89823	-0.00342435	-11.9171	-10.9687	-11.7517	-11.7662	-12.2578	-10.7833	10.2637	9.88518	9.9714	9.99192	9.83703	9.48163
PB2015.12537	1.02486	0.102232	-5.31511	-5.29332	-0.0381676	-8.07342	-7.00406	-11.8667	-10.1092	-8.0481	-6.1026	9.50618	9.20723	9.77203	10.0803	8.99988	8.05163
PB2015.12538	0.0712791	0.00785767	2.92896	2.92835	-0.0635645	2.85883	2.92651	2.90529	2.97957	2.94341	2.95735	0.0433642	0.0433232	0.0399603	0.0384309	0.0368325	0.0402759
PB2015.12539	0.190368	0.0207138	0.217063	0.210813	-0.15201	0.301904	-0.00913773	0.0818679	0.180976	0.280402	0.40726	0.149652	0.171489	0.155768	0.145561	0.133905	0.131734
PB2015.1254	0.547718	0.0573663	2.43289	2.42786	-0.335381	2.31201	2.26369	2.15721	2.54608	2.53618	2.72121	0.167592	0.173983	0.205442	0.14912	0.136123	0.116348
PB2015.12540	0.0692316	0.00763367	2.64065	2.64052	-0.0243078	2.72101	2.61305	2.56129	2.71169	2.66227	2.57991	0.0384832	0.0390919	0.0382591	0.0376742	0.0355884	0.0382643
PB2015.12541	2.40413	0.210812	4.88413	4.88442	0.226115	5.03781	4.96981	4.9921	4.77158	4.7679	4.7728	0.0131369	0.0125295	0.0124147	0.0130797	0.0130608	0.0136144
PB2015.12542	0.155379	0.0169713	-0.233102	-0.232711	-0.0490911	-0.27855	-0.399331	-0.12533	0.0279655	-0.199499	-0.494762	0.1614	0.169248	0.13585	0.126937	0.135427	0.168795
PB2015.12543	0.139107	0.0152211	5.16948	5.16867	0.0714329	5.17801	5.19145	5.2474	5.14042	5.1163	5.14323	0.0138939	0.0134038	0.0124533	0.0135418	0.0133186	0.0136103
PB2015.12544	0.283305	0.0305176	1.1556	1.15139	0.208313	1.32403	1.14751	1.31947	1.23759	0.994275	0.894787	0.0744431	0.0768783	0.0677443	0.0686467	0.074582	0.0863654
PB2015.12545	0.694087	0.071599	3.24386	3.24331	0.156386	3.36084	3.31298	3.29499	3.18332	3.1582	3.1539	0.0233631	0.0239308	0.0228765	0.0250867	0.0235754	0.025039
PB2015.12546	0.272222	0.0293589	-1.00997	-1.01869	0.220008	-0.824218	-0.893358	-0.983094	-0.889702	-1.45557	-1.1047	0.170868	0.179137	0.172482	0.169413	0.214064	0.18659
PB2015.12547	0.239708	0.0259433	2.43882	2.43795	0.143278	2.61173	2.44868	2.47177	2.40514	2.32678	2.3678	0.0350358	0.035447	0.0347527	0.0372495	0.036292	0.0361042
PB2015.12548	3.16851	0.260386	0.369482	0.363807	0.55157	0.724332	0.636646	0.591215	0.0499078	-0.0437356	0.216136	0.090751	0.0964637	0.0906287	0.118087	0.119442	0.10954
PB2015.12549	1.15621	0.113843	1.49227	1.49349	0.383484	1.83461	1.58537	1.6572	1.29252	1.20455	1.38029	0.0455702	0.052225	0.048085	0.0559685	0.0563123	0.0549104
PB2015.1255	0.170844	0.0186291	3.30064	3.29932	-0.0839891	3.26263	3.25165	3.25809	3.32934	3.30343	3.3939	0.0244759	0.0253123	0.0236115	0.0225051	0.0225849	0.0218028
PB2015.12550	0.629832	0.0654043	-0.0899005	-0.0907002	0.377647	0.0744494	0.259177	-0.00561181	-0.347628	-0.441911	-0.0891548	0.134345	0.134021	0.139737	0.151787	0.154582	0.151334
PB2015.12551	0.114271	0.0125376	2.87607	2.87862	0.0931875	3.00061	2.8904	2.88038	2.88814	2.76887	2.83582	0.0236607	0.0239078	0.0232874	0.0225189	0.0231328	0.0237442
PB2015.12552	0.065775	0.00725531	3.66352	3.66507	-0.0427404	3.67141	3.61506	3.64465	3.70585	3.62139	3.73124	0.0191648	0.0190102	0.0184897	0.0176225	0.017846	0.0175434
PB2015.12553	0.851475	0.0864313	1.80115	1.80247	0.414239	2.23432	1.97282	1.88548	1.81879	1.41837	1.4826	0.0295038	0.0308016	0.0311751	0.0310278	0.0375288	0.0387992
PB2015.12554	0.705378	0.0726791	4.60815	4.6089	0.18999	4.75194	4.65314	4.71561	4.53582	4.48203	4.52196	0.0128276	0.0133993	0.0122383	0.0135778	0.0138448	0.0137397
PB2015.12555	0.0619189	0.00683287	4.61609	4.61502	0.050429	4.6832	4.59435	4.64806	4.5981	4.56011	4.61311	0.0106098	0.0104765	0.0103079	0.00890825	0.00889236	0.00854885
PB2015.12556	6.45932	0.417827	0.1032	0.0222442	2.80099	2.66501	-8.13553	1.16364	-1.97031	-2.39086	-11.9728	0.115072	11.1448	0.48227	1.17481	1.14827	10.1904
PB2015.12557	0.3684	0.0393237	-1.46455	-1.47585	0.319085	-1.25195	-1.4006	-1.26337	-1.75309	-1.75856	-1.48748	0.260803	0.276149	0.236231	0.308991	0.294521	0.281055
PB2015.12558	0.18404	0.0200391	-0.647168	-0.648486	-0.0192907	-0.947082	-0.562616	-0.513066	-0.909613	-0.579835	-0.46857	0.228224	0.18759	0.172011	0.211997	0.179528	0.173979
PB2015.12559	0.161265	0.0176029	1.69368	1.69206	0.104435	1.86009	1.53221	1.85596	1.67473	1.53172	1.70892	0.0624743	0.0656372	0.0562289	0.0551681	0.0602258	0.0536585
PB2015.1256	0.0881487	0.0096993	2.88392	2.88582	0.0694362	2.91513	2.90567	2.9374	2.77974	2.83518	2.93512	0.0403229	0.0382199	0.0367878	0.0398091	0.0367947	0.0377321
PB2015.12560	0.99455	0.0995093	-2.84492	-3.09985	0.664744	-11.958	-12.6411	-2.08817	-12.2298	-12.3462	-12.4164	10.0517	10.0405	1.05152	10.1362	10.5802	9.62362
PB2015.12561	0.0690826	0.00761737	2.6551	2.65611	0.0638749	2.72669	2.684	2.65937	2.63657	2.62652	2.6037	0.0557646	0.0463447	0.0454207	0.0438624	0.0518563	0.0462034
PB2015.12562	0.0664006	0.00732381	4.59489	4.59457	0.048867	4.67752	4.58999	4.5936	4.55861	4.58955	4.56094	0.0223725	0.0245527	0.0225959	0.0229843	0.0223139	0.0230477
PB2015.12563	0.525971	0.0552144	4.44029	4.44281	0.225653	4.68735	4.48598	4.50834	4.33969	4.31358	4.33351	0.0256381	0.0288943	0.0268812	0.0303474	0.0285797	0.0300417
PB2015.12564	0.522892	0.0549089	2.7655	2.76677	-0.211048	2.69985	2.72103	2.55749	2.91019	2.86482	2.85277	0.0606999	0.0588159	0.0613333	0.0511451	0.0497039	0.0532402
PB2015.12565	1.94094	0.177402	0.0423668	0.0183992	0.780731	0.799726	0.270188	0.262458	-0.428369	-0.135087	-0.895443	0.171384	0.223672	0.216279	0.303368	0.25266	0.41387
PB2015.12566	0.0666908	0.00735558	1.3502	1.35069	0.0145649	1.4337	1.31384	1.32564	1.38355	1.38097	1.25891	0.0571308	0.0599826	0.0577448	0.0547551	0.0533803	0.0605968
PB2015.12567	0.223755	0.0242585	2.93903	2.93893	-0.0926764	2.89979	2.91745	2.8578	3.00252	3.00127	2.95331	0.016511	0.0196523	0.0157895	0.0143165	0.0164817	0.01613
PB2015.12568	0.104375	0.0114643	3.72767	3.72598	0.0795526	3.85361	3.69447	3.75579	3.70539	3.61401	3.74024	0.024972	0.0272788	0.0248433	0.0257533	0.0260169	0.0249316
PB2015.12569	0.0499159	0.00551562	4.73143	4.72971	-0.0373248	4.68769	4.71198	4.73379	4.74876	4.72412	4.77045	0.0164377	0.0147022	0.0138026	0.0153319	0.0141937	0.0139886
PB2015.1257	1.04169	0.103736	-4.85954	-5.10934	0.578076	-14.7893	-4.557	-4.66606	-14.8775	-14.5096	-14.2467	10.0696	1.26346	1.22182	10.4975	9.37772	9.52897
PB2015.12570	0.0377505	0.00417698	2.73131	2.73151	-0.0251851	2.6951	2.70433	2.75812	2.73863	2.72464	2.76775	0.0301689	0.029534	0.0269051	0.0271011	0.0260852	0.0270133
PB2015.12571	0.253284	0.0273723	-0.137771	-0.138905	0.196549	-0.041585	-0.0710528	0.00370357	-0.55395	-0.186988	-0.013017	0.103137	0.106033	0.0938303	0.129081	0.0987455	0.0979648
PB2015.12572	0.0906292	0.00996952	2.55907	2.55616	-0.0295839	2.69611	2.47931	2.45472	2.64249	2.52975	2.5482	0.0226527	0.025832	0.0246409	0.0220985	0.0216175	0.023833
PB2015.12573	0.417201	0.044302	-0.546386	-0.555444	-0.297691	-0.926859	-0.666228	-0.60906	-0.655516	-0.142685	-0.416586	0.215956	0.191832	0.170544	0.172685	0.129547	0.159668
PB2015.12574	0.236844	0.0256413	2.09259	2.09271	-0.128918	2.01711	2.00509	2.05001	2.08463	2.16423	2.2315	0.041544	0.0403845	0.0380615	0.0375472	0.0343094	0.0336483
PB2015.12575	0.152447	0.0166564	2.43133	2.43108	-0.101702	2.33238	2.40793	2.39705	2.42822	2.4709	2.54845	0.030984	0.0307271	0.0278846	0.0283432	0.0250185	0.0257907
PB2015.12576	0.126927	0.0139068	0.730043	0.729256	0.0273929	0.674438	0.706123	0.850479	0.752537	0.598268	0.777662	0.132338	0.128754	0.112847	0.118831	0.125836	0.124715
PB2015.12577	0.367923	0.0392748	0.97532	0.973152	-0.288107	0.814807	0.816976	0.819197	1.44688	0.914954	1.00897	0.178901	0.184795	0.167517	0.126108	0.149423	0.16
PB2015.12578	0.0749593	0.00826001	2.72964	2.73004	-0.0404034	2.58728	2.76283	2.7848	2.73344	2.77422	2.74002	0.0282873	0.0261417	0.0240638	0.025142	0.0238782	0.0267776
PB2015.12579	0.0316805	0.00350771	6.78729	6.78867	0.000144525	6.76104	6.77394	6.82894	6.78741	6.75024	6.82148	0.00707339	0.00673974	0.00630588	0.00615437	0.00607054	0.00611348
PB2015.1258	0.0325172	0.00360002	2.39366	2.39341	-0.00704972	2.36378	2.40271	2.40354	2.41048	2.41325	2.36552	0.0278672	0.0258298	0.0255701	0.0257983	0.0263626	0.0273343
PB2015.12580	0.10042	0.0110347	3.38579	3.38529	-0.0742617	3.27724	3.36648	3.40142	3.36338	3.37827	3.53589	0.0232826	0.0223585	0.0205858	0.0213204	0.0199548	0.0204965
PB2015.12581	0.126107	0.0138182	0.900479	0.900949	-0.0536117	0.800201	0.897451	0.920921	1.09726	0.730645	0.944229	0.131781	0.121493	0.117073	0.109941	0.12079	0.114
PB2015.12582	0.0654916	0.00722428	4.51829	4.51758	-0.0501768	4.53467	4.50679	4.43816	4.59811	4.56002	4.47264	0.020228	0.0198676	0.0192353	0.0166782	0.0167996	0.0188581
PB2015.12583	0.932363	0.0938712	-7.79613	-7.74803	-0.0139983	-12.7639	-12.8116	-12.3205	-13.6424	-13.7469	-13.1575	9.6872	9.89256	9.23479	10.0519	10.5491	10.8479
PB2015.12584	0.335661	0.0359547	2.45987	2.46046	-0.152934	2.30239	2.44855	2.39548	2.51711	2.5651	2.53298	0.0369948	0.0326321	0.033642	0.0308406	0.0304889	0.032596
PB2015.12585	0.971053	0.0973872	-8.29952	-8.3229	-0.00448393	-13.6625	-14.0629	-14.1966	-13.9544	-13.9604	-14.2054	9.99638	10.1364	10.1238	10.3035	10.1136	10.2573
PB2015.12586	0.129973	0.0142358	4.16053	4.15973	0.0899845	4.2611	4.16791	4.18856	4.14282	4.06574	4.14041	0.0128102	0.0134872	0.0127702	0.0128279	0.0133906	0.0136174
PB2015.12587	0.0909682	0.0100064	2.78796	2.78704	0.0635265	2.91155	2.82047	2.73509	2.82731	2.70126	2.73292	0.0263967	0.026579	0.0265995	0.0268128	0.0274383	0.0280495
PB2015.12588	1.11665	0.110378	-4.48345	-4.71679	0.524164	-3.82177	-13.858	-13.9409	-13.5946	-14.3815	-13.903	1.18761	9.72118	9.68446	10.0693	10.4128	10.313
PB2015.12589	0.0596324	0.00658221	3.32837	3.32675	0.00418733	3.39687	3.32183	3.26945	3.28988	3.38962	3.30112	0.0441606	0.0448542	0.0462183	0.0452282	0.0424313	0.0437278
PB2015.1259	0.986233	0.0987593	-8.47157	-8.46094	-0.0122442	-13.923	-14.4206	-13.8309	-14.0711	-14.2782	-14.255	9.38819	10.4263	9.38902	9.74311	10.722	9.99136
PB2015.12590	0.0953029	0.0104783	2.15085	2.14974	-0.0739406	2.11323	2.19172	2.0374	2.25905	2.22845	2.07551	0.0427733	0.0391334	0.0424718	0.0370328	0.0352979	0.0411764
PB2015.12591	0.245345	0.0265371	-1.22347	-1.23286	0.0990359	-1.44444	-1.22561	-0.910674	-1.4781	-1.62896	-0.866342	0.297357	0.260017	0.212146	0.293595	0.287417	0.207632
PB2015.12592	0.917242	0.0924897	-1.9781	-2.0118	-0.0539491	-5.75439	-7.13926	-0.482217	-2.98051	-1.85903	-3.0257	9.23212	9.90504	6.17718	8.70916	6.70902	8.3597
PB2015.12593	0.326206	0.0349773	3.33577	3.33659	0.140269	3.46367	3.36115	3.40187	3.30591	3.22654	3.26055	0.0248629	0.0241428	0.0229522	0.023945	0.023863	0.0257136
PB2015.12594	0.325833	0.0349388	1.47184	1.46923	-0.187036	1.24222	1.37322	1.49094	1.55762	1.53752	1.6101	0.0725379	0.0634579	0.0581552	0.0569658	0.055294	0.0588492
PB2015.12595	0.213613	0.0231845	1.58237	1.58015	-0.161087	1.61638	1.32799	1.54021	1.53594	1.69899	1.74634	0.0877433	0.0967942	0.0871301	0.0854153	0.0704017	0.0764907
PB2015.12596	0.087403	0.00961804	2.41989	2.41915	0.0679522	2.52955	2.44498	2.38725	2.40691	2.37115	2.37647	0.0181562	0.019522	0.0183629	0.0188965	0.0182217	0.0192005
PB2015.12597	0.782785	0.0800166	2.05783	2.05367	-0.362574	1.7114	1.99442	1.86718	2.24928	2.39058	2.09906	0.112192	0.0868271	0.0857533	0.0649468	0.0553667	0.0729241
PB2015.12598	0.184409	0.0200785	0.11556	0.112538	-0.12146	0.199132	0.00530626	-0.0645117	0.219941	0.0212122	0.2866	0.133183	0.141198	0.140065	0.122058	0.131169	0.115928
PB2015.12599	0.124866	0.0136841	3.91289	3.9145	-0.0513566	3.76006	3.85827	4.04761	3.76887	3.98979	4.07664	0.0189211	0.0192325	0.0163644	0.0187385	0.0162537	0.0164674
PB2015.126	0.888291	0.0898326	2.33312	2.33321	0.329903	2.66112	2.45665	2.40489	2.18826	2.18395	2.12183	0.0501861	0.0551183	0.0560533	0.0601238	0.0586008	0.0620468
PB2015.1260	0.3941	0.0419519	3.93465	3.93678	-0.137186	3.87483	3.89028	3.83415	4.0289	4.03205	3.95719	0.0167735	0.0164275	0.0164611	0.0139974	0.0136901	0.0152285
PB2015.12600	0.206332	0.022412	0.826876	0.825372	-0.157571	0.809146	0.54469	0.867027	1.04192	0.752638	0.931271	0.0624808	0.0728798	0.0570516	0.0512529	0.0605286	0.0576646
PB2015.12601	0.193978	0.0210983	1.45436	1.45572	0.15079	1.56365	1.58224	1.45657	1.39317	1.32289	1.41985	0.0688469	0.0700381	0.0697624	0.0726376	0.0703418	0.0747247
PB2015.12602	0.260995	0.0281821	-1.09806	-1.0987	-0.0557613	-1.20177	-1.03814	-1.14606	-0.878484	-1.99072	-0.922874	0.309462	0.344582	0.369906	0.272567	0.688549	0.31901
PB2015.12603	0.1022	0.011228	5.7137	5.7107	-0.0852943	5.60413	5.67054	5.72941	5.68834	5.7531	5.82724	0.0202187	0.0187877	0.0172487	0.0176898	0.0163202	0.0168444
PB2015.12604	0.167085	0.0182266	1.58537	1.58116	-0.0982961	1.38758	1.81321	1.3291	1.65534	1.61996	1.63248	0.211776	0.164564	0.200702	0.177013	0.165138	0.176574
PB2015.12605	0.0903904	0.00994352	3.56059	3.55916	-0.0762179	3.4671	3.57992	3.52755	3.53611	3.65338	3.60628	0.0151915	0.0143813	0.0147905	0.0146337	0.0126193	0.0147942
PB2015.12606	0.351707	0.0376088	2.72559	2.72599	-0.124584	2.63211	2.65301	2.70491	2.76368	2.78787	2.81512	0.0259082	0.0246879	0.0233655	0.0219034	0.0208604	0.02166
PB2015.12607	0.882428	0.0892926	-2.91689	-3.01455	-0.733078	-3.64052	-3.6917	-3.82348	-2.38916	-2.48257	-13.6157	1.16147	1.25298	1.22102	0.623183	0.617918	9.89919
PB2015.12608	0.865534	0.0877331	4.11503	4.11653	-0.113598	4.06837	4.06292	4.04832	4.16469	4.16048	4.19537	0.0133741	0.0135333	0.012787	0.0120201	0.011798	0.0121996
PB2015.12609	0.208816	0.0226757	2.99536	2.99513	-0.0889345	2.96969	2.93523	2.94617	3.06166	3.00357	3.05554	0.0240908	0.0246308	0.0238306	0.0217033	0.0224215	0.0226084
PB2015.1261	0.124592	0.0136546	1.64101	1.63732	-0.100068	1.478	1.70239	1.57846	1.63481	1.75664	1.68222	0.0665542	0.0605096	0.0600505	0.0585142	0.0543832	0.0564628
PB2015.12610	0.159409	0.0174038	3.13977	3.14223	-0.122919	2.94404	3.09742	3.18347	3.06873	3.22117	3.33515	0.0360232	0.030679	0.0280641	0.0296843	0.0270671	0.0262273
PB2015.12611	1.16252	0.114393	3.8288	3.82571	0.303965	3.88866	4.05206	4.00224	3.6953	3.6637	3.65282	0.0370511	0.0303287	0.0281574	0.0745582	0.0829053	0.0831238
PB2015.12612	0.461386	0.0487651	4.17781	4.17619	-0.119316	4.08963	4.12015	4.14063	4.2441	4.21312	4.25813	0.0123363	0.0116838	0.0106188	0.00996723	0.00966257	0.0106708
PB2015.12613	1.00049	0.100044	-8.27016	-8.24434	-0.00515104	-13.9781	-13.709	-14.2909	-14.4679	-14.1514	-14.4389	10.509	9.21022	10.5651	10.3738	10.4859	10.5931
PB2015.12614	0.0724042	0.00798071	4.58083	4.58084	-0.049089	4.59011	4.58219	4.49999	4.61051	4.6116	4.59408	0.0101345	0.00991449	0.00980064	0.00941849	0.00916126	0.00961779
PB2015.12615	0.137795	0.0150797	2.55543	2.55437	-0.104374	2.4284	2.51172	2.56713	2.50712	2.72108	2.59131	0.0383748	0.0345435	0.0333628	0.0341704	0.0287691	0.0334597
PB2015.12616	0.169908	0.0185288	-0.178209	-0.184811	-0.159303	-0.341984	-0.196908	-0.270852	-0.0322722	-0.174024	-0.104603	0.166575	0.15436	0.157144	0.132604	0.138834	0.14316
PB2015.12617	0.960328	0.0964153	-8.55242	-8.60848	0.0241103	-13.8399	-14.2646	-14.1127	-14.1841	-14.7495	-14.6174	9.37886	10.6457	9.43162	9.81733	10.2588	10.0801
PB2015.12618	0.173502	0.0189134	0.711264	0.704903	-0.128461	0.458028	0.637555	0.81042	0.672982	0.9595	0.668342	0.145433	0.132235	0.11357	0.123593	0.102531	0.125726
PB2015.12619	0.289644	0.0311793	-2.17028	-2.17921	-0.160127	-2.08487	-3.11422	-2.01845	-2.21519	-2.01619	-2.03538	0.427774	0.620717	0.365416	0.40507	0.352519	0.39578
PB2015.1262	0.176638	0.0192487	2.62299	2.61945	-0.136393	2.4674	2.59141	2.60556	2.61816	2.67725	2.7821	0.0482206	0.054294	0.0526624	0.0412928	0.0381468	0.057107
PB2015.12620	0.674942	0.0697618	-2.67412	-2.64434	0.361316	-3.95401	-9.02397	-2.29026	-2.98476	-2.90427	-2.93374	6.87906	10.2378	0.491116	0.881078	0.788779	0.917365
PB2015.12621	0.551747	0.057764	-1.40915	-1.44567	-0.355451	-1.63063	-1.8229	-2.54005	-8.46374	-0.977057	-1.49173	0.467001	0.760707	3.96755	9.30815	0.3454	0.506645
PB2015.12622	0.092463	0.0101692	2.33252	2.3289	0.0432728	2.34152	2.39892	2.32934	2.38432	2.31488	2.22158	0.095834	0.0901523	0.0911128	0.0847924	0.0868581	0.0966563
PB2015.12623	0.404537	0.0430151	0.500961	0.48697	-0.2893	0.064375	0.477415	0.410755	0.683229	0.59888	0.649876	0.224165	0.189254	0.189264	0.159117	0.162737	0.16348
PB2015.12624	0.131548	0.0144059	2.76594	2.76513	-0.0732929	2.72377	2.70439	2.75539	2.78098	2.7851	2.84376	0.0278214	0.0262058	0.0254779	0.0252545	0.0242386	0.0265051
PB2015.12625	0.238754	0.0258427	4.24604	4.24705	-0.0962023	4.19616	4.18496	4.21324	4.27226	4.2766	4.33469	0.02101	0.0205524	0.0200353	0.018398	0.0186039	0.0186469
PB2015.12626	0.476129	0.0502451	4.29532	4.29489	-0.124842	4.20158	4.24409	4.24836	4.36779	4.3572	4.34942	0.030001	0.0288845	0.0273272	0.0251179	0.0248235	0.0266039
PB2015.12627	0.127459	0.0139644	0.992218	0.994041	-0.100273	0.888325	0.899737	1.03717	1.06983	0.938191	1.1255	0.0414578	0.0399326	0.0349103	0.0362309	0.0351088	0.0355747
PB2015.12628	0.0970151	0.0106645	1.87856	1.87974	-0.0271616	1.95616	1.77598	1.85936	1.80198	1.84111	2.04498	0.0634497	0.0791206	0.0548117	0.0581681	0.0689432	0.0651184
PB2015.12629	0.77785	0.0795522	-3.70311	-3.72035	0.0675411	-13.7354	-3.37002	-13.3774	-13.0548	-13.2926	-3.48077	10.6641	1.21932	9.53839	9.57722	9.60897	1.21916
PB2015.1263	0.174334	0.0190024	2.71481	2.71388	-0.102109	2.72311	2.5919	2.67964	2.79574	2.72987	2.77848	0.0280633	0.0246008	0.0244218	0.0230561	0.0217552	0.023474
PB2015.12630	0.645596	0.0669317	-4.5044	-4.53993	0.319856	-4.77065	-3.88946	-14.6159	-4.939	-15.1702	-4.86682	1.16461	0.799994	9.73423	1.21157	10.3615	1.16925
PB2015.12631	0.743627	0.0763193	-4.00061	-4.07843	-0.278992	-4.26246	-14.3491	-14.3566	-3.50809	-14.719	-4.35383	1.2283	10.036	9.61886	0.791423	10.5445	1.20815
