transcript,control_minus_DMS_fp_10_coverage
PB2015.5306.1,128.8
PB2015.16148.1,128.795227996
PB2015.2746.3,128.749341669
PB2015.7139.5,128.583781638
PB2015.8678.3,128.552412281
PB2015.16690.2,128.39542522
PB2015.10815.2,128.347247429
PB2015.3023.3,128.326469673
PB2015.12073.10,128.225858924
PB2015.1955.1,128.223529412
PB2015.16714.5,128.192964824
PB2015.777.4,128.080392157
PB2015.1935.1,128.02247191
PB2015.9414.1,127.958083832
PB2015.9116.1,127.926354471
PB2015.9512.1,127.921544097
PB2015.7608.3,127.835535308
PB2015.16823.13,127.835122064
PB2015.2393.2,127.829344258
PB2015.856.1,127.653134071
PB2015.14221.7,127.651469154
PB2015.4870.6,127.514851485
PB2015.6281.3,127.352649007
PB2015.10082.9,127.306499767
PB2015.3625.19,127.294457946
PB2015.15531.4,127.269179848
PB2015.2959.4,127.262407467
PB2015.10869.1,127.224261645
PB2015.584.29,127.12220936
PB2015.12948.1,127.096401799
PB2015.2599.3,126.894464075
PB2015.101.1,126.812879303
PB2015.8728.4,126.806200528
PB2015.1992.1,126.756738769
PB2015.1375.1,126.746635183
PB2015.9338.4,126.690022907
PB2015.949.1,126.653042122
PB2015.6169.1,126.536259542
PB2015.9157.2,126.434501227
PB2015.15240.6,126.4
PB2015.3365.1,126.394424081
PB2015.6135.2,126.385900217
PB2015.10594.3,126.298076923
PB2015.9006.1,126.02662425
PB2015.12351.1,125.972782258
PB2015.10604.2,125.963664901
PB2015.16845.2,125.907774914
PB2015.12582.6,125.902356902
PB2015.14221.11,125.855520227
PB2015.8957.4,125.849061694
PB2015.3104.1,125.846236776
PB2015.919.2,125.827366318
PB2015.762.2,125.679639535
PB2015.318.1,125.593548387
PB2015.12931.1,125.585308057
PB2015.8088.6,125.579259386
PB2015.14221.2,125.557923621
PB2015.13085.2,125.543526786
PB2015.6646.10,125.467626863
PB2015.15392.1,125.448664274
PB2015.803.4,125.404700461
PB2015.417.4,125.385136241
PB2015.4327.1,125.363158546
PB2015.13395.16,125.314285714
PB2015.3486.2,125.207288216
PB2015.7232.4,125.186742104
PB2015.87.11,125.098717122
PB2015.9414.3,125.0715959
PB2015.216.3,124.970657378
PB2015.3504.3,124.914645717
PB2015.539.5,124.874011826
PB2015.8391.1,124.75954023
PB2015.13023.3,124.751466837
PB2015.6479.2,124.741784197
PB2015.7019.1,124.689090909
PB2015.4669.4,124.686234404
PB2015.408.3,124.656726007
PB2015.6113.1,124.640065008
PB2015.16185.2,124.530610212
PB2015.1673.1,124.356623101
PB2015.11605.1,124.306437177
PB2015.4844.11,124.092717228
PB2015.12320.8,124.065382033
PB2015.13873.5,124.017663818
PB2015.6675.2,123.914824639
PB2015.15192.1,123.893994943
PB2015.15531.2,123.860414395
PB2015.8966.10,123.770539419
PB2015.8460.1,123.755413373
PB2015.9338.6,123.649711746
PB2015.13894.1,123.576804124
PB2015.8811.4,123.572948469
PB2015.6801.1,123.467649226
PB2015.5944.2,123.396460177
PB2015.6753.1,123.319112988
PB2015.12183.4,123.309183385
PB2015.13300.2,123.293892201
PB2015.417.2,123.256401365
PB2015.13676.5,123.101545254
PB2015.3021.17,123.084039252
PB2015.6908.1,123.083756345
PB2015.1355.4,123.072470322
PB2015.856.31,123.00739851
PB2015.10575.2,122.885321101
PB2015.4047.1,122.755673725
PB2015.1051.7,122.695468278
PB2015.4669.5,122.695441101
PB2015.11099.3,122.669500531
PB2015.11489.9,122.651515152
PB2015.16125.1,122.584166635
PB2015.2157.3,122.475460891
PB2015.12711.2,122.470604522
PB2015.12073.9,122.316174902
PB2015.15832.33,122.254452353
PB2015.11801.1,122.233824587
PB2015.11906.3,122.119613017
PB2015.16823.14,122.088703819
PB2015.14021.4,122.009179927
PB2015.3069.1,121.992882562
PB2015.15677.1,121.945595855
PB2015.2717.6,121.886361877
PB2015.856.14,121.811856218
PB2015.1988.4,121.623811582
PB2015.3021.16,121.579009404
PB2015.2599.2,121.549274087
PB2015.2465.6,121.270248264
PB2015.14907.2,121.221603928
PB2015.4626.10,121.191304348
PB2015.16222.3,121.135990868
PB2015.11978.1,121.064459459
PB2015.13735.2,121.021003906
PB2015.16222.9,120.953105196
PB2015.11033.2,120.943023902
PB2015.6479.7,120.927619624
PB2015.9312.4,120.9
PB2015.9072.5,120.886645503
PB2015.3515.8,120.818599408
PB2015.15052.1,120.808802817
PB2015.12179.4,120.679245283
PB2015.2103.2,120.654952077
PB2015.569.4,120.513846154
PB2015.856.21,120.512846897
PB2015.11326.7,120.499649123
PB2015.2524.5,120.490372488
PB2015.12157.3,120.478422782
PB2015.856.30,120.458570059
PB2015.15832.20,120.341187212
PB2015.10134.1,120.276949201
PB2015.8535.5,120.258324496
PB2015.9611.2,120.245817719
PB2015.2538.10,120.235728325
PB2015.3021.4,120.212878692
PB2015.14907.7,120.159440559
PB2015.15752.4,120.149359787
PB2015.13309.21,120.142424174
PB2015.12404.4,119.990645463
PB2015.13223.2,119.961538462
PB2015.2944.1,119.925155925
PB2015.10980.1,119.899889989
PB2015.8757.5,119.895553691
PB2015.3989.3,119.834042553
PB2015.5012.11,119.801677202
PB2015.2393.4,119.758638854
PB2015.7429.3,119.747957788
PB2015.2103.1,119.743718049
PB2015.686.1,119.698159509
PB2015.3497.1,119.69694892
PB2015.15677.2,119.590604027
PB2015.7332.7,119.523377375
PB2015.5900.1,119.457112611
PB2015.8709.1,119.389911516
PB2015.16222.8,119.285609994
PB2015.4626.6,119.211153359
PB2015.9267.7,119.200947867
PB2015.3555.31,119.081238227
PB2015.5962.2,119.029126214
PB2015.16823.12,119.024566595
PB2015.5448.6,118.963185843
PB2015.7332.1,118.939141744
PB2015.3033.3,118.906930693
PB2015.2393.3,118.845634328
PB2015.13837.5,118.836441838
PB2015.16562.3,118.824421897
PB2015.11900.3,118.784218399
PB2015.11425.5,118.781114754
PB2015.12791.1,118.705882353
PB2015.4163.6,118.643271768
PB2015.13872.1,118.593460827
PB2015.15733.4,118.401882353
PB2015.254.4,118.399936375
PB2015.1624.4,118.348578492
PB2015.13395.8,118.292364991
PB2015.6412.6,118.183919598
PB2015.2890.5,118.140504555
PB2015.15392.2,118.129222826
PB2015.856.20,118.124080714
PB2015.3515.1,118.030433479
PB2015.11070.1,117.975503876
PB2015.4844.12,117.829256709
PB2015.1198.1,117.828866932
PB2015.13383.1,117.737806874
PB2015.545.2,117.704055944
PB2015.8946.3,117.686750962
PB2015.8353.3,117.669401023
PB2015.12937.1,117.668531469
PB2015.4543.4,117.614444586
PB2015.8893.17,117.604274749
PB2015.14470.4,117.603797468
PB2015.1879.5,117.597771588
PB2015.6843.7,117.591736067
PB2015.5961.1,117.533783784
PB2015.16413.1,117.511626771
PB2015.11525.1,117.432341481
PB2015.6674.5,117.381818182
PB2015.10265.1,117.3758829
PB2015.7707.3,117.346788991
PB2015.1064.4,117.324725483
PB2015.12775.1,117.294117647
PB2015.7877.1,117.282899506
PB2015.13758.2,117.212233519
PB2015.13880.1,116.975135624
PB2015.13245.1,116.937017071
PB2015.3676.13,116.931980907
PB2015.16584.15,116.924668874
PB2015.4313.2,116.919390863
PB2015.14757.1,116.877663551
PB2015.9590.1,116.762142857
PB2015.2847.11,116.672540918
PB2015.4764.5,116.666129032
PB2015.6150.4,116.59408181
PB2015.15218.11,116.58361439
PB2015.15731.3,116.565518954
PB2015.9532.2,116.527085999
PB2015.2606.2,116.457526882
PB2015.11705.18,116.414448434
PB2015.15314.2,116.285714286
PB2015.9920.5,116.22970297
PB2015.8570.1,116.175388601
PB2015.2981.1,116.163953832
PB2015.11705.12,116.162649689
PB2015.254.7,116.156624374
PB2015.7429.2,116.146917808
PB2015.9611.13,116.14548717
PB2015.10361.3,116.123109677
PB2015.9267.4,116.03943662
PB2015.11525.3,115.982531194
PB2015.12343.1,115.934545455
PB2015.2959.3,115.929495006
PB2015.15137.2,115.810137525
PB2015.4163.3,115.78359375
PB2015.363.2,115.772621307
PB2015.4870.3,115.731322094
PB2015.15227.4,115.674521989
PB2015.1064.9,115.660795212
PB2015.11705.16,115.628866873
PB2015.854.4,115.404049348
PB2015.3760.3,115.262731872
PB2015.4626.8,115.232
PB2015.3069.2,115.18724535
PB2015.14221.10,115.186640621
PB2015.12841.6,115.179111111
PB2015.11525.2,115.123823059
PB2015.14600.4,115.102384842
PB2015.13053.2,115.065886911
PB2015.6663.1,114.93025641
PB2015.3383.3,114.910336239
PB2015.15380.1,114.864078741
PB2015.5556.1,114.819806763
PB2015.9760.3,114.794064653
PB2015.856.41,114.789804977
PB2015.9014.1,114.783103501
PB2015.1051.2,114.771159875
PB2015.3113.1,114.756775908
PB2015.3055.7,114.675767918
PB2015.5372.1,114.559585492
PB2015.9332.2,114.553612167
PB2015.15298.1,114.52715155
PB2015.12209.6,114.502966315
PB2015.1205.1,114.286082501
PB2015.12996.3,114.235274575
PB2015.7796.1,114.213439343
PB2015.399.1,114.13840025
PB2015.6412.2,114.131511777
PB2015.12392.10,114.117625537
PB2015.9820.2,114.109875302
PB2015.1155.5,114.099843165
PB2015.1056.6,114.057427074
PB2015.2847.13,114.034204493
PB2015.8642.1,113.940828402
PB2015.12706.16,113.869107856
PB2015.12602.1,113.821052632
PB2015.14569.4,113.804488079
PB2015.12248.2,113.799669901
PB2015.1432.1,113.758444326
PB2015.13244.4,113.741934866
PB2015.10327.3,113.679394293
PB2015.11060.1,113.617895919
PB2015.12937.2,113.612426036
PB2015.1051.4,113.591973905
PB2015.856.26,113.576970528
PB2015.16061.1,113.511502501
PB2015.3504.10,113.490292007
PB2015.13286.1,113.432326821
PB2015.11415.1,113.414912063
PB2015.7099.21,113.414725448
PB2015.3584.1,113.413254255
PB2015.4310.3,113.394865526
PB2015.16867.1,113.380971535
PB2015.3934.2,113.120264419
PB2015.2207.6,113.111118012
PB2015.10900.6,113.102830189
PB2015.8300.2,113.05
PB2015.3498.2,113.012616062
PB2015.6861.4,112.95012383
PB2015.15938.3,112.909090909
PB2015.14357.5,112.905463183
PB2015.930.5,112.859584884
PB2015.1205.2,112.80904093
PB2015.16342.2,112.80843366
PB2015.12412.2,112.734308593
PB2015.9470.4,112.672099203
PB2015.15464.2,112.618938261
PB2015.5448.12,112.605907806
PB2015.10082.7,112.588901221
PB2015.15731.1,112.508271511
PB2015.892.1,112.507526882
PB2015.8929.1,112.461390977
PB2015.7374.1,112.384975057
PB2015.9037.6,112.379829545
PB2015.16628.9,112.333333333
PB2015.2465.12,112.189889994
PB2015.8539.9,112.174525053
PB2015.11692.1,112.170119522
PB2015.5915.1,112.140804598
PB2015.4578.2,112.123610564
PB2015.2847.15,112.023015436
PB2015.1307.3,112.003292568
PB2015.8758.2,112.0
PB2015.16845.3,111.848491155
PB2015.5016.3,111.835220041
PB2015.5199.1,111.611874246
PB2015.3515.7,111.599548684
PB2015.4144.1,111.581121001
PB2015.13344.5,111.57950553
PB2015.14301.2,111.55026757
PB2015.9338.2,111.533688971
PB2015.3468.10,111.516686298
PB2015.5493.2,111.484990706
PB2015.14098.2,111.407418727
PB2015.3055.4,111.308108108
PB2015.7925.2,111.288067033
PB2015.16823.15,111.26229359
PB2015.1429.4,111.246228486
PB2015.16405.1,111.15502008
PB2015.16222.6,111.015472779
PB2015.4560.1,110.969481481
PB2015.9772.6,110.961080222
PB2015.10265.2,110.873473193
PB2015.9280.1,110.851925719
PB2015.1064.2,110.687573468
PB2015.4309.7,110.679248458
PB2015.10082.15,110.677361655
PB2015.11354.1,110.647220211
PB2015.10088.7,110.595845697
PB2015.4596.1,110.590579415
PB2015.15227.3,110.519103362
PB2015.16628.6,110.458395722
PB2015.3410.2,110.440486169
PB2015.7608.6,110.4
PB2015.12143.4,110.294736842
PB2015.4826.5,110.25449068
PB2015.3735.6,110.243888804
PB2015.14908.9,110.210257619
PB2015.551.2,110.206275934
PB2015.14309.13,110.076923077
PB2015.16624.2,110.061529856
PB2015.16618.3,110.051676206
PB2015.10082.16,110.010922064
PB2015.3401.3,110.009565217
PB2015.14959.1,109.895662651
PB2015.8936.5,109.843411437
PB2015.9154.2,109.842857143
PB2015.14480.1,109.808219178
PB2015.7113.2,109.709267735
PB2015.7877.2,109.568656972
PB2015.5103.1,109.556451613
PB2015.9338.7,109.516178555
PB2015.2016.4,109.41725999
PB2015.4871.2,109.412052117
PB2015.12868.7,109.408626329
PB2015.12507.4,109.346875
PB2015.11651.4,109.29742268
PB2015.8284.3,109.19394572
PB2015.8599.6,109.191163751
PB2015.4857.1,109.179781106
PB2015.2541.4,109.153064029
PB2015.16222.4,109.047639257
PB2015.12996.2,108.867479843
PB2015.1375.4,108.842819994
PB2015.8143.4,108.813363533
PB2015.4560.8,108.758974359
PB2015.15328.5,108.758842444
PB2015.4141.1,108.653505786
PB2015.11709.2,108.51544196
PB2015.4826.4,108.509991485
PB2015.4116.1,108.471595331
PB2015.13848.4,108.471
PB2015.12725.1,108.451851852
PB2015.737.12,108.447416413
PB2015.14569.5,108.336864407
PB2015.7925.1,108.242831339
PB2015.2599.4,108.193697979
PB2015.2178.5,108.161385409
PB2015.8893.3,108.136829333
PB2015.9792.5,108.120075519
PB2015.5026.6,108.111329588
PB2015.2103.4,108.091977408
PB2015.10870.1,108.054224175
PB2015.14308.2,108.029151671
PB2015.8893.19,107.984992911
PB2015.2016.3,107.957272903
PB2015.2221.2,107.842496427
PB2015.14997.3,107.817776196
PB2015.12980.1,107.769863014
PB2015.5900.3,107.740684474
PB2015.11705.8,107.719355277
PB2015.10148.4,107.715116279
PB2015.8893.12,107.691859798
PB2015.2959.2,107.674777283
PB2015.16562.2,107.664920744
PB2015.15411.2,107.657798165
PB2015.16226.2,107.617258313
PB2015.11251.5,107.553716216
PB2015.2076.1,107.5
PB2015.14812.2,107.469306931
PB2015.6858.8,107.426647978
PB2015.2350.9,107.423076923
PB2015.2226.1,107.271844256
PB2015.10727.16,107.260853117
PB2015.3880.6,107.257508128
PB2015.8585.1,107.240816327
PB2015.15126.1,107.223818898
PB2015.14588.16,107.150533808
PB2015.16840.1,107.115789474
PB2015.15931.1,107.07755611
PB2015.11556.13,107.037898936
PB2015.14577.2,106.983033419
PB2015.2248.5,106.952549461
PB2015.13229.2,106.948531405
PB2015.14299.4,106.856112605
PB2015.3555.13,106.797902993
PB2015.13229.5,106.755997333
PB2015.3515.6,106.615531127
PB2015.1077.6,106.611156259
PB2015.14786.1,106.598559557
PB2015.6646.9,106.569558635
PB2015.7139.14,106.451469891
PB2015.15423.1,106.413069455
PB2015.11612.1,106.412820513
PB2015.5743.13,106.381765613
PB2015.7019.4,106.289119171
PB2015.8099.10,106.287871287
PB2015.15898.2,106.239528024
PB2015.8460.6,106.209365588
PB2015.2016.1,106.183858108
PB2015.771.1,106.155029202
PB2015.1360.1,106.117030568
PB2015.8211.1,106.10145168
PB2015.11599.3,106.088380282
PB2015.325.3,106.066350711
PB2015.6121.1,106.01897019
PB2015.13441.1,106.009937888
PB2015.1992.4,105.991395689
PB2015.12005.1,105.984925976
PB2015.5172.4,105.977083333
PB2015.6229.4,105.976149915
PB2015.15495.2,105.941280831
PB2015.1624.5,105.924865857
PB2015.3504.1,105.824913248
PB2015.3504.2,105.813778863
PB2015.12349.1,105.8
PB2015.1297.2,105.78365897
PB2015.7779.6,105.762001416
PB2015.9823.4,105.660243725
PB2015.3747.2,105.657534247
PB2015.16776.23,105.607035447
PB2015.13848.6,105.581927711
PB2015.4870.5,105.571525424
PB2015.12397.7,105.562730228
PB2015.16624.6,105.555318544
PB2015.3683.1,105.524707971
PB2015.16596.1,105.5228
PB2015.9072.4,105.484034047
PB2015.9577.1,105.433363928
PB2015.1934.1,105.424242424
PB2015.10077.2,105.293948127
PB2015.10082.3,105.281639306
PB2015.6842.1,105.248129424
PB2015.15227.10,105.155269321
PB2015.15287.1,105.137786528
PB2015.15352.1,105.100520833
PB2015.15091.1,105.070060909
PB2015.737.9,104.915940494
PB2015.13229.8,104.909632695
PB2015.8616.4,104.882354493
PB2015.12359.5,104.833887224
PB2015.2207.8,104.790087282
PB2015.13919.6,104.734213685
PB2015.14804.1,104.7
PB2015.14229.2,104.649596904
PB2015.15118.1,104.603658537
PB2015.13395.13,104.551992225
PB2015.2917.1,104.512372635
PB2015.10424.5,104.458943527
PB2015.11817.11,104.37831074
PB2015.6150.2,104.361601732
PB2015.4957.3,104.281769
PB2015.528.1,104.19276808
PB2015.4626.11,104.171770335
PB2015.7604.3,104.092274678
PB2015.11542.1,104.05085649
PB2015.1286.9,104.000571915
PB2015.10186.14,103.883693517
PB2015.9611.5,103.878563162
PB2015.1907.7,103.830136986
PB2015.6496.2,103.813174073
PB2015.3642.17,103.798198499
PB2015.7090.6,103.783285669
PB2015.5012.13,103.740340937
PB2015.1716.7,103.733847472
PB2015.13053.4,103.641955186
PB2015.5416.1,103.592464633
PB2015.650.1,103.539428571
PB2015.7121.4,103.4865934
PB2015.4509.3,103.305940594
PB2015.11273.2,103.284625174
PB2015.10549.2,103.256494187
PB2015.9619.2,103.230083565
PB2015.8893.23,103.18287119
PB2015.3504.11,103.168814001
PB2015.3504.7,103.120582697
PB2015.6229.10,103.109131403
PB2015.8845.1,103.107457899
PB2015.13904.2,103.03011583
PB2015.12788.1,102.868787425
PB2015.3781.4,102.84738676
PB2015.13286.3,102.816557237
PB2015.4844.13,102.813174202
PB2015.10483.1,102.706534422
PB2015.8587.1,102.677289837
PB2015.3504.6,102.664442749
PB2015.449.5,102.654004341
PB2015.12493.2,102.639130435
PB2015.13394.1,102.627966479
PB2015.12706.18,102.615288788
PB2015.15832.34,102.580075019
PB2015.14451.3,102.536581633
PB2015.3652.2,102.525413775
PB2015.12984.1,102.41712963
PB2015.2063.3,102.358073654
PB2015.595.2,102.355932203
PB2015.16658.5,102.306231454
PB2015.3555.12,102.146106671
PB2015.14134.11,102.131043422
PB2015.7332.2,102.130625445
PB2015.11409.4,102.127430397
PB2015.7098.1,102.097674419
PB2015.5408.2,102.066025408
PB2015.4245.6,102.034532374
PB2015.4169.1,102.025895765
PB2015.10265.3,101.993139414
PB2015.1820.1,101.957070707
PB2015.4173.2,101.946723953
PB2015.11218.2,101.938903473
PB2015.12545.3,101.917389343
PB2015.3066.4,101.763586957
PB2015.10507.8,101.740865895
PB2015.16222.10,101.729457616
PB2015.1034.6,101.725378041
PB2015.6229.9,101.716525462
PB2015.13219.2,101.701112485
PB2015.11368.2,101.693717277
PB2015.4626.9,101.639721254
PB2015.15557.12,101.608511327
PB2015.12220.2,101.587735849
PB2015.16046.6,101.480395749
PB2015.3001.5,101.479365079
PB2015.11425.4,101.432776618
PB2015.1733.1,101.432148609
PB2015.15277.1,101.341319444
PB2015.15249.3,101.301886792
PB2015.12507.1,101.298765432
PB2015.3533.11,101.036
PB2015.5450.2,101.02644913
PB2015.106.3,100.994553217
PB2015.16413.4,100.966540785
PB2015.8782.1,100.944022989
PB2015.1433.3,100.926103647
PB2015.6183.2,100.875107889
PB2015.470.8,100.854545455
PB2015.14796.2,100.798885567
PB2015.13231.2,100.772181373
PB2015.13319.9,100.760532498
PB2015.9611.7,100.737047293
PB2015.10692.1,100.734501348
PB2015.12706.17,100.717633929
PB2015.12351.13,100.711111111
PB2015.4012.1,100.693677464
PB2015.12706.15,100.646681416
PB2015.14357.7,100.622368421
PB2015.7099.26,100.609505791
PB2015.2516.3,100.566666667
PB2015.9470.3,100.528984745
PB2015.14910.2,100.528051855
PB2015.856.36,100.467738937
PB2015.6646.12,100.378457104
PB2015.3642.13,100.376730526
PB2015.4418.4,100.263168517
PB2015.13966.1,100.161634806
PB2015.11817.10,100.157722008
PB2015.2741.13,100.120811518
PB2015.2847.9,100.082257996
PB2015.15838.8,99.9826073078
PB2015.4329.1,99.9604026846
PB2015.13848.5,99.9025930101
PB2015.11847.1,99.8996328029
PB2015.12868.6,99.8969533796
PB2015.2589.3,99.8527980535
PB2015.7099.7,99.6665605096
PB2015.12179.3,99.6444976077
PB2015.1498.11,99.6104819277
PB2015.5618.1,99.6033595642
PB2015.3777.3,99.5795275591
PB2015.1155.12,99.5634689716
PB2015.8119.2,99.5346691304
PB2015.4669.7,99.5224500389
PB2015.14258.2,99.5203125
PB2015.11544.6,99.5187032419
PB2015.7654.2,99.4924664265
PB2015.16651.1,99.4829359165
PB2015.10923.9,99.4739336493
PB2015.1279.1,99.4502040816
PB2015.9857.10,99.4322601584
PB2015.2393.6,99.4178888285
PB2015.190.10,99.4172073343
PB2015.6203.2,99.3689371257
PB2015.1992.2,99.2886938771
PB2015.5820.3,99.225752809
PB2015.10062.3,99.2127750014
PB2015.15665.6,99.1674318947
PB2015.10869.2,99.1346880907
PB2015.15179.3,99.0931734317
PB2015.13638.2,99.0649468892
PB2015.13229.1,99.0515700298
PB2015.14775.16,99.0451957295
PB2015.5016.2,98.935135428
PB2015.10711.1,98.8693548387
PB2015.8893.15,98.8594116795
PB2015.3555.14,98.8384976316
PB2015.1545.4,98.8174863388
PB2015.2677.1,98.7874203822
PB2015.4908.4,98.7829205366
PB2015.16402.1,98.6403204272
PB2015.2525.3,98.574904943
PB2015.10878.2,98.5415359009
PB2015.10265.6,98.5408681409
PB2015.5448.22,98.4974046612
PB2015.1205.5,98.4886150726
PB2015.13992.6,98.473917869
PB2015.12582.5,98.449928264
PB2015.3587.5,98.4300638421
PB2015.10279.1,98.4247933884
PB2015.10691.1,98.4015249538
PB2015.13470.1,98.3887822878
PB2015.1962.5,98.3349961029
PB2015.3793.1,98.3170134639
PB2015.11451.5,98.2778423237
PB2015.10082.4,98.2702729258
PB2015.8962.4,98.2545915136
PB2015.687.1,98.2429368678
PB2015.10425.4,98.1890196078
PB2015.3551.1,98.1536287474
PB2015.8709.3,98.1531678641
PB2015.7549.1,98.1161953728
PB2015.3028.4,98.1136318008
PB2015.9584.10,98.1133550489
PB2015.4017.1,98.1105454545
PB2015.2079.2,98.0777777778
PB2015.8893.21,98.01698286
PB2015.15500.1,97.960724234
PB2015.4709.3,97.9126420455
PB2015.8960.3,97.8315373563
PB2015.8460.2,97.8235904728
PB2015.13890.2,97.8201308765
PB2015.7403.3,97.7642460994
PB2015.13676.12,97.7083333333
PB2015.10186.12,97.6332750983
PB2015.13244.2,97.6051265232
PB2015.5448.4,97.5907431313
PB2015.15986.4,97.5528360049
PB2015.1981.8,97.5353683775
PB2015.14940.4,97.5
PB2015.3158.2,97.497771349
PB2015.871.5,97.4625
PB2015.13229.3,97.4612822161
PB2015.4687.2,97.4100290095
PB2015.16584.16,97.407318612
PB2015.10062.7,97.3508317338
PB2015.9801.3,97.3479622855
PB2015.15126.3,97.3218146718
PB2015.14997.8,97.3145432531
PB2015.10271.3,97.3105065666
PB2015.7139.13,97.302920475
PB2015.5364.6,97.2890451517
PB2015.14181.1,97.2403096489
PB2015.2959.1,97.2390630382
PB2015.2541.5,97.2172417242
PB2015.15731.2,97.1450712983
PB2015.785.6,97.1348566358
PB2015.13131.2,97.117315125
PB2015.8055.14,97.0902836022
PB2015.16868.2,97.0339630125
