transcript,hippuristanol_minus_DMS_fp_10_coverage
PB2015.2929.2,30.4404692082
PB2015.6677.2,30.4400431344
PB2015.11820.2,30.4324675107
PB2015.13806.7,30.4309412861
PB2015.7462.5,30.4306810519
PB2015.2541.2,30.4302013672
PB2015.8370.2,30.4287426745
PB2015.165.1,30.4280898876
PB2015.15218.16,30.4276218612
PB2015.6438.3,30.4206747405
PB2015.5357.2,30.4099135361
PB2015.10323.3,30.4096661314
PB2015.2178.3,30.4068308703
PB2015.13824.12,30.4025912337
PB2015.4885.1,30.4010043942
PB2015.12995.2,30.4
PB2015.15127.4,30.391796875
PB2015.1603.9,30.3853018165
PB2015.5092.1,30.3773046119
PB2015.5782.2,30.376344086
PB2015.11057.2,30.3669520548
PB2015.11132.2,30.366256336
PB2015.3738.11,30.365666553
PB2015.2135.1,30.3645962733
PB2015.6644.7,30.3604010025
PB2015.589.8,30.3601886792
PB2015.16363.3,30.3588633288
PB2015.3754.9,30.3552011776
PB2015.15724.1,30.3545454545
PB2015.154.13,30.353117207
PB2015.8093.1,30.3483929157
PB2015.595.5,30.3477987421
PB2015.6367.1,30.331348799
PB2015.7245.2,30.3281567194
PB2015.1064.10,30.3215916504
PB2015.15085.1,30.320947703
PB2015.589.2,30.3147144949
PB2015.11626.1,30.3138713745
PB2015.4672.11,30.3055679287
PB2015.15231.14,30.2846774194
PB2015.3852.5,30.2801724138
PB2015.13513.3,30.28
PB2015.5448.29,30.2749016184
PB2015.10551.8,30.271386786
PB2015.8852.2,30.269256987
PB2015.11737.5,30.265625
PB2015.8960.15,30.2635383484
PB2015.11210.13,30.2581786429
PB2015.1872.2,30.2543619569
PB2015.15192.5,30.2522456462
PB2015.11517.2,30.2471913237
PB2015.14399.4,30.2438840798
PB2015.7625.8,30.2372798434
PB2015.4008.5,30.2286783976
PB2015.1679.2,30.2231060606
PB2015.11579.2,30.2089814575
PB2015.13132.6,30.207790927
PB2015.12822.3,30.2030403742
PB2015.668.2,30.1976190476
PB2015.6580.24,30.1971554445
PB2015.5805.1,30.1928795812
PB2015.11136.1,30.1903456939
PB2015.1028.8,30.1896551724
PB2015.7635.1,30.1890130862
PB2015.11357.15,30.1836658354
PB2015.10907.1,30.1790142388
PB2015.2540.5,30.1725925926
PB2015.45.3,30.1721710883
PB2015.2899.4,30.151102722
PB2015.6399.1,30.141431896
PB2015.394.6,30.1400895857
PB2015.15929.1,30.1285714286
PB2015.8882.4,30.1249140206
PB2015.14821.6,30.1117707267
PB2015.1429.15,30.1054124104
PB2015.1166.5,30.0995843346
PB2015.2151.1,30.0871910112
PB2015.2717.5,30.0851910171
PB2015.6580.12,30.0848924093
PB2015.13369.1,30.0794502618
PB2015.12193.6,30.0771714262
PB2015.9518.2,30.0750382848
PB2015.5351.1,30.0727272727
PB2015.10429.6,30.0723716381
PB2015.106.7,30.0604287173
PB2015.2732.3,30.0416908413
PB2015.9153.1,30.0389215686
PB2015.13824.1,30.0283990953
PB2015.3176.8,30.0280155642
PB2015.13902.1,30.0132605304
PB2015.15005.1,30.0
PB2015.4941.6,29.9979777978
PB2015.14745.4,29.9971698113
PB2015.462.5,29.9965759438
PB2015.5270.1,29.9954798163
PB2015.6811.3,29.9951147365
PB2015.6236.2,29.9944846927
PB2015.6368.2,29.9935040984
PB2015.8977.2,29.9748251748
PB2015.11430.2,29.9652654867
PB2015.11561.8,29.9619826265
PB2015.10571.5,29.9596765613
PB2015.5783.2,29.9584055459
PB2015.12043.3,29.9505208333
PB2015.3678.2,29.9497395833
PB2015.5808.26,29.9486155827
PB2015.5605.4,29.9469767442
PB2015.5912.4,29.9368758003
PB2015.4953.1,29.9300079681
PB2015.6346.3,29.9279359836
PB2015.8882.6,29.9259464159
PB2015.3738.9,29.9132256134
PB2015.700.2,29.9098360656
PB2015.6498.1,29.9069486405
PB2015.10369.3,29.9059638688
PB2015.8912.7,29.9038461538
PB2015.6442.14,29.8939641639
PB2015.3284.13,29.8789307998
PB2015.12028.3,29.8729291204
PB2015.1261.2,29.8716923077
PB2015.11455.1,29.8689052438
PB2015.13212.5,29.8666666667
PB2015.4830.2,29.8644713146
PB2015.8219.11,29.8549815498
PB2015.11206.2,29.8515358362
PB2015.14853.1,29.8339038841
PB2015.3625.14,29.8337366331
PB2015.12833.4,29.8241935484
PB2015.14764.9,29.8234285231
PB2015.15289.6,29.8188976378
PB2015.10387.6,29.8027484529
PB2015.6602.5,29.8014283544
PB2015.8778.1,29.8005887099
PB2015.16137.6,29.7868081181
PB2015.16628.8,29.7718518519
PB2015.1028.10,29.7658986902
PB2015.12543.4,29.7642126149
PB2015.4630.1,29.7472820513
PB2015.2661.5,29.7339901478
PB2015.3284.12,29.7327095669
PB2015.9196.8,29.7247706422
PB2015.6843.4,29.7238204833
PB2015.12447.6,29.7185185185
PB2015.4483.8,29.7140464025
PB2015.14776.6,29.703257329
PB2015.4045.1,29.7
PB2015.13483.6,29.6942401961
PB2015.11251.2,29.6923664122
PB2015.10612.1,29.6920529801
PB2015.1613.5,29.6848571429
PB2015.3284.9,29.6768954528
PB2015.4850.1,29.6717573222
PB2015.13879.1,29.669828722
PB2015.11694.2,29.6569732938
PB2015.6258.7,29.6483801569
PB2015.16274.1,29.6424634886
PB2015.6252.3,29.6343145327
PB2015.4485.17,29.6317509542
PB2015.5283.1,29.6301671531
PB2015.3555.16,29.6224951045
PB2015.14402.31,29.6191590494
PB2015.2178.2,29.6089180328
PB2015.3115.1,29.6021611002
PB2015.933.3,29.5923664122
PB2015.13781.4,29.5920263954
PB2015.14600.9,29.5833777482
PB2015.13791.9,29.5833333333
PB2015.12439.1,29.5822978541
PB2015.5334.1,29.5816513761
PB2015.9283.7,29.5682302772
PB2015.13947.3,29.568
PB2015.16859.4,29.5678321678
PB2015.15641.8,29.5667425678
PB2015.7962.11,29.5666081207
PB2015.4309.4,29.566535009
PB2015.4794.8,29.5653061224
PB2015.16658.4,29.5601092896
PB2015.11891.2,29.5585585586
PB2015.6405.5,29.5559171865
PB2015.12485.2,29.5530143913
PB2015.2112.1,29.5366336634
PB2015.12718.2,29.5354373309
PB2015.7038.9,29.5218002143
PB2015.673.2,29.5125
PB2015.12127.10,29.5107032334
PB2015.1413.13,29.5073214286
PB2015.6292.1,29.5046937152
PB2015.15622.8,29.5012211173
PB2015.16314.1,29.4997995992
PB2015.11202.9,29.4858275965
PB2015.8120.1,29.4673240403
PB2015.11309.5,29.462962963
PB2015.4485.19,29.4602230483
PB2015.6985.16,29.4589509692
PB2015.15317.1,29.4589015152
PB2015.5880.1,29.4579402322
PB2015.16137.5,29.4457281553
PB2015.13388.1,29.440776699
PB2015.10613.1,29.4343195266
PB2015.5039.1,29.4334561349
PB2015.12253.3,29.4306451613
PB2015.9687.2,29.4173354735
PB2015.200.3,29.4106870229
PB2015.8679.2,29.4072281959
PB2015.9427.2,29.4030888031
PB2015.11696.7,29.4
PB2015.12950.1,29.4
PB2015.2550.22,29.3970627063
PB2015.7109.2,29.3838852178
PB2015.7069.5,29.3831845238
PB2015.6659.1,29.3809831824
PB2015.12022.4,29.3801015228
PB2015.2505.4,29.3764780405
PB2015.13875.14,29.3762805088
PB2015.2852.4,29.3735659656
PB2015.6999.4,29.372769556
PB2015.400.1,29.3724637681
PB2015.9582.4,29.3633802817
PB2015.4354.6,29.3628223974
PB2015.16739.1,29.3617021277
PB2015.4908.5,29.3601325235
PB2015.4547.6,29.3443381983
PB2015.11809.1,29.337
PB2015.2142.5,29.3347826087
PB2015.26.2,29.3306986085
PB2015.13180.2,29.3282930265
PB2015.5357.7,29.3249568055
PB2015.11887.1,29.3191489362
PB2015.12150.5,29.3068558282
PB2015.9740.3,29.3002724796
PB2015.16026.2,29.2976671851
PB2015.8720.3,29.293921095
PB2015.12900.7,29.2744
PB2015.15754.1,29.2724235105
PB2015.12782.1,29.2632949859
PB2015.2781.1,29.2584966425
PB2015.5369.2,29.250516934
PB2015.3555.17,29.2486695779
PB2015.16854.1,29.2464114833
PB2015.8766.1,29.243902439
PB2015.12268.2,29.2401081715
PB2015.4585.2,29.2361111111
PB2015.13873.1,29.2276048714
PB2015.6461.6,29.2238642037
PB2015.8876.6,29.2078431373
PB2015.7128.11,29.2071288912
PB2015.3211.1,29.2043589744
PB2015.1283.4,29.2017857143
PB2015.14657.11,29.1929080877
PB2015.1139.7,29.1928355388
PB2015.15359.1,29.1902439024
PB2015.13336.4,29.1787180601
PB2015.8179.3,29.176744186
PB2015.8852.3,29.1674876847
PB2015.8912.13,29.1666666667
PB2015.9991.1,29.1634615385
PB2015.14518.2,29.157455683
PB2015.7944.9,29.1554805616
PB2015.5611.4,29.1391152503
PB2015.16827.6,29.1349939735
PB2015.12227.3,29.1326563335
PB2015.21.2,29.1309866812
PB2015.10670.1,29.1289597843
PB2015.13771.3,29.1272727273
PB2015.4560.7,29.1271349862
PB2015.11156.1,29.126809314
PB2015.14478.8,29.125
PB2015.5158.1,29.12364685
PB2015.3226.5,29.1235022324
PB2015.4367.4,29.1136363636
PB2015.9556.4,29.1107053942
PB2015.10923.3,29.1022521205
PB2015.3735.4,29.1014457831
PB2015.16267.4,29.0995591782
PB2015.10613.2,29.0952380952
PB2015.2421.5,29.0931437683
PB2015.2578.4,29.0907118386
PB2015.1439.10,29.0870249546
PB2015.2709.4,29.0665291768
PB2015.14287.4,29.0613174839
PB2015.6176.1,29.0604289793
PB2015.3738.5,29.0597177678
PB2015.1157.1,29.0560967895
PB2015.4050.2,29.0460280374
PB2015.15252.1,29.0442633781
PB2015.10104.15,29.0330876414
PB2015.13968.2,29.0275862069
PB2015.10896.11,29.0275797839
PB2015.3651.6,29.0193488372
PB2015.15327.13,29.0182960131
PB2015.11179.3,29.0070080863
PB2015.15774.10,29.0
PB2015.16658.6,28.9960714286
PB2015.10060.3,28.9955396052
PB2015.7998.2,28.9898305085
PB2015.11567.4,28.9866101695
PB2015.10375.2,28.9833247555
PB2015.12172.1,28.9824468085
PB2015.809.2,28.9811701412
PB2015.9620.2,28.9702660407
PB2015.14164.6,28.9629672897
PB2015.10670.7,28.9603818616
PB2015.5396.1,28.954157839
PB2015.2303.15,28.95404814
PB2015.15654.1,28.9527777778
PB2015.13857.5,28.9453125
PB2015.2079.7,28.9396876683
PB2015.9761.2,28.938183778
PB2015.10811.5,28.9314831875
PB2015.11206.4,28.9273799202
PB2015.11612.4,28.9263157895
PB2015.11164.1,28.9090909091
PB2015.13875.2,28.9085665334
PB2015.6872.6,28.8987171264
PB2015.9962.2,28.8938181818
PB2015.14778.5,28.8903020668
PB2015.8858.3,28.8838636364
PB2015.4859.3,28.8834580216
PB2015.1653.1,28.8831932773
PB2015.14588.3,28.8800705467
PB2015.1647.1,28.8788643533
PB2015.15291.1,28.8713238352
PB2015.15280.1,28.8634551495
PB2015.10104.12,28.8621608712
PB2015.15503.1,28.8524271845
PB2015.9474.1,28.85
PB2015.3997.2,28.8198362507
PB2015.8059.6,28.8169283807
PB2015.11210.10,28.8112818051
PB2015.221.5,28.7946969697
PB2015.2540.3,28.7914364641
PB2015.14402.21,28.7821729958
PB2015.14877.1,28.7798123585
PB2015.10483.2,28.7733944954
PB2015.5450.5,28.7688508065
PB2015.14164.4,28.7644135189
PB2015.9317.2,28.7630208333
PB2015.5144.1,28.7612074118
PB2015.10608.9,28.7611727417
PB2015.2654.5,28.7522466004
PB2015.15832.23,28.7518905133
PB2015.13824.11,28.7421107071
PB2015.2908.3,28.740444092
PB2015.4630.10,28.7397647059
PB2015.9618.1,28.7351747463
PB2015.777.11,28.7341759603
PB2015.595.4,28.7222632226
PB2015.2709.1,28.7215186157
PB2015.7085.6,28.7214656291
PB2015.12832.3,28.7175879397
PB2015.2671.2,28.7064262598
PB2015.12969.5,28.704950495
PB2015.16141.8,28.7036256324
PB2015.6644.2,28.6985964912
PB2015.13411.5,28.6985172982
PB2015.4831.20,28.692251816
PB2015.3891.2,28.6826576577
PB2015.2635.3,28.6729198185
PB2015.13441.3,28.6703517588
PB2015.11340.13,28.6650035088
PB2015.6281.7,28.6548037598
PB2015.5026.8,28.6543160539
PB2015.3226.13,28.6520975354
PB2015.11886.3,28.6486185167
PB2015.7327.6,28.6466575236
PB2015.15663.1,28.645479778
PB2015.13582.1,28.6428201332
PB2015.6377.12,28.6349678728
PB2015.5279.1,28.6326271186
PB2015.6004.4,28.6319825638
PB2015.14520.6,28.6265139949
PB2015.7962.12,28.6211663067
PB2015.15406.2,28.6208255197
PB2015.15583.2,28.6081377152
PB2015.13511.1,28.6042553191
PB2015.668.1,28.6013513514
PB2015.9613.3,28.5935960591
PB2015.5476.1,28.5925149701
PB2015.1534.2,28.592
PB2015.2670.3,28.5918325326
PB2015.2049.2,28.591410955
PB2015.3983.2,28.5897435897
PB2015.962.3,28.5858695652
PB2015.12832.1,28.5846153846
PB2015.14637.7,28.5597553961
PB2015.13739.1,28.5586665788
PB2015.13216.5,28.5493975904
PB2015.1783.5,28.5427394439
PB2015.4612.1,28.5407725322
PB2015.9772.8,28.5378531073
PB2015.16859.3,28.5370495495
PB2015.6482.5,28.5355932203
PB2015.6533.6,28.5344997266
PB2015.6477.4,28.5341772152
PB2015.12868.4,28.5178417772
PB2015.14694.4,28.5172251179
PB2015.3087.1,28.5136690647
PB2015.10811.4,28.5093543235
PB2015.4096.4,28.5070936039
PB2015.2672.4,28.5068021735
PB2015.12953.6,28.5032292788
PB2015.12709.12,28.498845987
PB2015.2571.5,28.4988071571
PB2015.13805.1,28.4936781609
PB2015.9151.2,28.4869565217
PB2015.11227.2,28.4822873082
PB2015.3015.3,28.4728888889
PB2015.244.1,28.4680851064
PB2015.15059.6,28.4621118012
PB2015.1435.2,28.4618311534
PB2015.3368.4,28.4608333333
PB2015.11420.1,28.4590907803
PB2015.9792.2,28.4579613163
PB2015.216.4,28.4462091821
PB2015.15313.2,28.4353741497
PB2015.2570.1,28.428
PB2015.13514.3,28.419047619
PB2015.576.1,28.4173028882
PB2015.10979.7,28.4055299539
PB2015.2193.1,28.4049689441
PB2015.16549.4,28.402513465
PB2015.11289.2,28.4021167588
PB2015.402.2,28.3943599493
PB2015.14790.8,28.3941176471
PB2015.9854.3,28.3915947035
PB2015.14520.10,28.3875971862
PB2015.14694.3,28.375502008
PB2015.15272.2,28.3684210526
PB2015.14001.2,28.3526121555
PB2015.2256.7,28.3510048544
PB2015.2279.8,28.3450187266
PB2015.15203.4,28.3401937046
PB2015.1602.6,28.3401777424
PB2015.45.4,28.3332196889
PB2015.6061.1,28.3305106931
PB2015.12068.7,28.3301886792
PB2015.4272.1,28.3261510129
PB2015.15967.3,28.3214285714
PB2015.14991.4,28.3191873589
PB2015.12033.2,28.3188226744
PB2015.737.5,28.3181648174
PB2015.7471.5,28.3131664499
PB2015.1239.4,28.3011850501
PB2015.12450.1,28.2989266547
PB2015.16297.1,28.2953757392
PB2015.1094.14,28.289389107
PB2015.10887.1,28.2891891892
PB2015.3050.2,28.2744978698
PB2015.10342.6,28.2722265322
PB2015.10308.2,28.2688833124
PB2015.9762.4,28.2626323752
PB2015.12420.3,28.259602649
PB2015.1574.6,28.2543778802
PB2015.16319.2,28.2525514927
PB2015.6238.1,28.252173913
PB2015.6892.7,28.2471819102
PB2015.4626.1,28.2411483254
PB2015.10235.7,28.2395042603
PB2015.15231.13,28.2375375375
PB2015.3599.2,28.228814508
PB2015.10264.2,28.2235507246
PB2015.13389.8,28.2226175349
PB2015.9792.3,28.2195423175
PB2015.11207.1,28.2156521739
PB2015.9047.7,28.2045059289
PB2015.418.2,28.19703125
PB2015.7959.6,28.1953248569
PB2015.2046.4,28.1835616438
PB2015.5235.1,28.1671240395
PB2015.11501.1,28.1666666667
PB2015.8413.1,28.1505576208
PB2015.4745.4,28.1502525062
PB2015.13791.10,28.15
PB2015.4485.18,28.1451292247
PB2015.9110.1,28.1435613682
PB2015.10226.3,28.1411764706
PB2015.2550.21,28.1315118397
PB2015.13824.6,28.1205719833
PB2015.10098.3,28.1186683473
PB2015.6985.11,28.1171453438
PB2015.11384.1,28.1165458937
PB2015.3723.6,28.1147643979
PB2015.3793.9,28.1113636364
PB2015.9479.7,28.1054287962
PB2015.4221.10,28.1029673591
PB2015.8960.11,28.1008194686
PB2015.8647.4,28.0988721805
PB2015.14134.7,28.0986781433
PB2015.5094.6,28.0911409526
PB2015.3464.18,28.0899036255
PB2015.4877.5,28.0852059925
PB2015.13082.15,28.0823432537
PB2015.12182.3,28.0816701078
PB2015.13890.5,28.0781102362
PB2015.13528.4,28.0698409091
PB2015.3411.3,28.0685714286
PB2015.15313.5,28.0625659051
PB2015.11044.2,28.0562637363
PB2015.12725.6,28.0557692308
PB2015.13550.4,28.0530545573
PB2015.14861.2,28.0526315789
PB2015.4483.16,28.0430332922
PB2015.1196.2,28.0419089072
PB2015.3284.7,28.0395338674
PB2015.8616.3,28.0339801804
PB2015.15127.3,28.033640553
PB2015.13196.1,28.026739726
PB2015.16524.1,28.0194112628
PB2015.3203.1,28.0189873418
PB2015.8880.5,28.0171232877
PB2015.2540.7,28.0129343629
PB2015.7959.10,28.0102691218
PB2015.10369.2,28.0082982835
PB2015.12960.2,28.0079155673
PB2015.8832.13,28.0052258636
PB2015.8087.3,27.9978966346
PB2015.3309.2,27.9977506427
PB2015.5466.5,27.9863918875
PB2015.3626.11,27.9863782051
PB2015.3862.6,27.9796252927
PB2015.11012.2,27.9755361398
PB2015.4698.1,27.9670854271
PB2015.5809.6,27.9602609011
PB2015.11748.1,27.9591240876
PB2015.12119.3,27.9544171037
PB2015.4794.4,27.9520547945
PB2015.3014.1,27.9483823166
PB2015.2463.2,27.9426491994
PB2015.1089.5,27.9371257485
PB2015.3273.1,27.9287666174
PB2015.10165.1,27.9275827978
PB2015.16499.2,27.9265765766
PB2015.14804.1,27.92
PB2015.10722.4,27.9190881764
PB2015.10489.13,27.8887282192
PB2015.7109.14,27.8778041074
PB2015.2408.2,27.87001321
PB2015.12232.1,27.8640897756
PB2015.2702.9,27.8621621622
PB2015.287.1,27.8611682186
PB2015.9795.6,27.8559935634
PB2015.10779.2,27.8462571743
PB2015.6683.1,27.844314559
PB2015.15719.2,27.8369825207
PB2015.12248.7,27.825
PB2015.10323.27,27.8246012373
PB2015.16087.5,27.8237170088
PB2015.3147.6,27.8227692308
PB2015.5655.2,27.8213675214
PB2015.6405.1,27.8177012415
PB2015.14668.4,27.8134706815
PB2015.446.1,27.8094594595
PB2015.4638.3,27.8092158448
PB2015.9221.5,27.8054499072
PB2015.3971.7,27.7959111111
PB2015.8919.2,27.7876340041
PB2015.3126.2,27.7853664876
PB2015.15832.29,27.779742134
PB2015.6892.13,27.7775576105
PB2015.7416.7,27.7525773196
PB2015.11777.2,27.7457142857
PB2015.2648.4,27.7451456311
PB2015.5013.4,27.7431192661
PB2015.1761.5,27.7366336634
PB2015.3197.3,27.7312101911
PB2015.7425.2,27.7292999598
PB2015.15838.5,27.727368156
PB2015.13684.3,27.7230909091
PB2015.3117.4,27.7219178082
PB2015.3662.10,27.7186529467
PB2015.7300.4,27.7112304251
PB2015.3655.6,27.7103151066
PB2015.11318.4,27.7014084507
PB2015.6922.1,27.6959040959
PB2015.10604.10,27.6904106644
PB2015.9365.9,27.682682053
PB2015.7128.9,27.6773221188
PB2015.4754.3,27.676056338
PB2015.16697.1,27.6690085633
PB2015.9022.3,27.6620416254
PB2015.850.1,27.6576568266
PB2015.9410.5,27.6563013699
PB2015.6149.3,27.6536366041
PB2015.15443.5,27.6436107855
PB2015.2069.2,27.6391150923
PB2015.11357.5,27.63515625
PB2015.6644.8,27.6303220036
PB2015.6402.1,27.5963312725
PB2015.8759.5,27.5948860136
PB2015.6364.1,27.58775012
PB2015.8316.4,27.5862893255
PB2015.7155.3,27.5849765258
PB2015.14235.5,27.5842764579
PB2015.12758.1,27.5787132915
PB2015.2354.1,27.5757499299
PB2015.8400.1,27.5756756757
PB2015.10294.2,27.5742364964
PB2015.15291.5,27.5710117548
PB2015.10604.12,27.553875448
PB2015.1279.2,27.5531914894
PB2015.14971.7,27.5509781358
PB2015.16522.7,27.5501886792
PB2015.7363.9,27.5484166667
PB2015.1947.4,27.5477588872
PB2015.4801.5,27.5474747475
PB2015.4794.7,27.535483871
PB2015.10082.8,27.530484708
PB2015.9611.3,27.5297906153
PB2015.16492.1,27.5290748899
PB2015.4652.5,27.5290322581
PB2015.11086.1,27.5279843444
PB2015.6556.4,27.5243366551
PB2015.16738.4,27.5168539326
PB2015.6571.1,27.5106454317
PB2015.14353.11,27.5068493151
PB2015.10102.1,27.5047619048
PB2015.11715.6,27.4942215088
PB2015.7616.3,27.4794029851
PB2015.4745.6,27.4780614453
PB2015.4932.3,27.4780150754
PB2015.12312.1,27.4771360382
PB2015.615.1,27.4765002521
PB2015.5662.2,27.4758587325
PB2015.4745.5,27.4644837583
PB2015.3891.1,27.4594871795
PB2015.7399.14,27.4586361933
PB2015.5450.8,27.4554255533
PB2015.589.4,27.4495145631
PB2015.11229.1,27.4398271799
PB2015.1679.4,27.4352941176
PB2015.521.4,27.4324324324
PB2015.12193.4,27.4250481861
PB2015.2702.4,27.422522055
PB2015.8232.4,27.4165598552
PB2015.7471.6,27.4153006993
PB2015.8756.1,27.4129746835
PB2015.11597.1,27.4125
PB2015.46.1,27.4043943224
PB2015.13006.5,27.4016186141
PB2015.3644.6,27.3960334377
PB2015.5448.2,27.3949969895
PB2015.8105.2,27.3945334977
PB2015.7329.2,27.3894459103
PB2015.6281.4,27.3883772008
PB2015.4719.3,27.3842696629
PB2015.2060.1,27.3828875425
PB2015.9624.11,27.3808064204
PB2015.10489.18,27.3770146209
PB2015.10141.1,27.3675949367
PB2015.5612.4,27.366741639
PB2015.13875.8,27.3663441603
PB2015.8930.5,27.3562025316
PB2015.16659.2,27.3545454545
PB2015.3284.10,27.3533171222
PB2015.11562.2,27.3506493506
PB2015.9917.2,27.3466019417
PB2015.3829.8,27.3369496855
PB2015.1784.6,27.3324742268
PB2015.10604.9,27.3222945736
PB2015.16413.2,27.3088103688
PB2015.8373.1,27.3080677291
PB2015.11926.3,27.3069767442
PB2015.7430.7,27.3059258666
PB2015.11800.4,27.3024971879
PB2015.10013.1,27.2906098964
PB2015.7159.9,27.2742857143
PB2015.10489.16,27.2713664056
PB2015.579.2,27.2706665224
PB2015.737.3,27.2705967148
PB2015.4725.3,27.2659846547
PB2015.1378.1,27.2608456342
PB2015.5467.10,27.2603174603
PB2015.2873.3,27.2592169488
PB2015.11071.4,27.2589446589
PB2015.14520.4,27.2580691991
PB2015.13005.2,27.2532289628
PB2015.1786.6,27.246352769
PB2015.14096.8,27.236668883
PB2015.11102.2,27.2331683168
PB2015.15632.4,27.232139738
PB2015.7880.6,27.2295900679
PB2015.9106.1,27.2284057919
PB2015.14299.9,27.2213485473
PB2015.3754.16,27.2207823961
PB2015.12351.12,27.2166377816
PB2015.14884.2,27.2142857143
PB2015.11605.10,27.2064585576
PB2015.14479.1,27.2037656904
PB2015.5237.1,27.1898326898
PB2015.10580.1,27.1870967742
PB2015.3121.1,27.1850220264
PB2015.14500.9,27.1838598507
PB2015.3540.5,27.1790438698
PB2015.6939.2,27.16875
PB2015.10026.6,27.1637932918
PB2015.14428.7,27.1627291242
PB2015.2537.2,27.160896745
PB2015.16628.11,27.1591666667
PB2015.16821.8,27.1520128935
PB2015.8518.3,27.1374570447
PB2015.5885.3,27.1306122449
PB2015.1517.3,27.125
PB2015.13875.22,27.0940686785
PB2015.8060.4,27.0930239658
PB2015.6888.1,27.0909090909
PB2015.297.1,27.0838834951
PB2015.5533.3,27.0816537468
PB2015.14790.9,27.0805970149
PB2015.8244.1,27.0745341615
PB2015.8484.10,27.0701240406
PB2015.1263.5,27.0679012346
PB2015.1623.1,27.0575053763
PB2015.8593.1,27.0455569462
PB2015.7128.4,27.0450242601
PB2015.7430.2,27.0443868955
PB2015.3815.5,27.0440217391
PB2015.3554.33,27.0439351486
PB2015.9267.1,27.0407523511
PB2015.9725.1,27.0337078652
PB2015.5765.1,27.0320987654
PB2015.9857.2,27.0296117966
PB2015.6402.2,27.0286567569
PB2015.12723.3,27.0247610773
PB2015.4243.1,27.0211643975
PB2015.14946.1,27.0199608611
PB2015.1208.2,27.0098054475
PB2015.11612.6,27.0021276596
PB2015.14748.1,27.0
PB2015.12104.4,26.9983870968
PB2015.8059.1,26.9933944897
PB2015.6556.9,26.9914707771
PB2015.5069.11,26.989148581
PB2015.15447.1,26.9815384615
PB2015.224.1,26.9787330317
PB2015.11619.1,26.978125
PB2015.7363.4,26.9779210314
PB2015.5212.3,26.9725168919
PB2015.8938.7,26.9693047337
PB2015.4485.16,26.9681432225
PB2015.3898.3,26.962848397
PB2015.14299.27,26.9502908593
PB2015.2386.4,26.9500678091
PB2015.11723.4,26.9482526451
PB2015.7558.9,26.9396113602
PB2015.10181.1,26.9342519685
PB2015.9127.1,26.9333333333
PB2015.9997.5,26.928020265
PB2015.3284.14,26.9137267605
PB2015.7128.6,26.9113662567
PB2015.2029.4,26.9059648557
PB2015.13875.24,26.9040515654
PB2015.11855.2,26.9037138176
PB2015.9945.1,26.9027777778
PB2015.8541.9,26.9009615385
PB2015.14376.2,26.8918699187
PB2015.7128.5,26.8834215295
PB2015.2740.7,26.870544164
PB2015.4067.3,26.8694444444
PB2015.8483.2,26.8655440415
PB2015.14358.1,26.8555858311
PB2015.9221.6,26.8548825711
PB2015.5086.4,26.8379912316
PB2015.3777.1,26.8356666667
PB2015.3771.10,26.8302765648
PB2015.2374.1,26.8250742574
PB2015.6751.1,26.8248163265
PB2015.11340.12,26.8245696401
PB2015.4067.5,26.8187530208
PB2015.1883.8,26.8184162063
PB2015.8291.1,26.8173913043
PB2015.5654.2,26.817179803
PB2015.10875.2,26.811147541
PB2015.3655.7,26.8089876184
PB2015.2165.3,26.803179503
PB2015.8659.1,26.7990970655
PB2015.10865.2,26.7959027778
PB2015.8541.10,26.7930555556
PB2015.3356.4,26.7919937206
PB2015.16027.1,26.7912371134
PB2015.7291.5,26.7871706102
PB2015.796.1,26.7861060329
PB2015.15586.4,26.7838763114
PB2015.1384.2,26.7838709677
PB2015.10323.23,26.7735410385
PB2015.13361.1,26.7688482597
PB2015.16113.1,26.7679839855
PB2015.231.13,26.7651245552
PB2015.9585.7,26.7625668449
PB2015.2550.16,26.7621101526
PB2015.16532.1,26.750075188
PB2015.3738.10,26.7486937049
PB2015.4353.3,26.7465014577
PB2015.7430.8,26.7440582006
PB2015.12351.6,26.7395189003
PB2015.6892.20,26.7361231839
PB2015.10098.4,26.7313480651
PB2015.11817.2,26.7283372365
PB2015.16423.1,26.7275675676
PB2015.7348.2,26.725
PB2015.9312.6,26.7247058824
PB2015.7109.4,26.7232104121
PB2015.13354.3,26.71875
PB2015.6506.1,26.7022939677
PB2015.13137.5,26.6871609403
PB2015.2809.1,26.6810615199
PB2015.10250.4,26.6741165234
PB2015.13874.8,26.6725274725
PB2015.6753.4,26.6686178862
PB2015.13113.5,26.6568387318
PB2015.8862.1,26.6556682028
PB2015.9575.1,26.6524064171
PB2015.2521.1,26.6403345725
PB2015.11554.1,26.6244670543
PB2015.2319.2,26.6236862148
PB2015.4626.16,26.6223225806
PB2015.5269.8,26.6217142857
PB2015.4643.12,26.6116465863
PB2015.14741.1,26.6022134387
PB2015.8977.3,26.6012939002
PB2015.1624.1,26.5978590988
PB2015.16013.7,26.5820056232
PB2015.11984.1,26.5710145433
PB2015.10507.10,26.5655034095
PB2015.13623.7,26.5622661678
PB2015.4587.1,26.5603719599
PB2015.943.7,26.547625
PB2015.7550.4,26.5428286853
PB2015.14478.2,26.5410004675
PB2015.8284.1,26.5194495413
PB2015.12500.3,26.5090909091
PB2015.16561.1,26.508774208
PB2015.14383.1,26.5065357008
PB2015.3833.4,26.5032735782
