transcript,hippuristanol_minus_DMS_fp_10_coverage
PB2015.3578.2,2.48433244381
PB2015.6647.4,2.48353808354
PB2015.16013.14,2.4834625323
PB2015.11973.3,2.48309794989
PB2015.7344.8,2.48213627993
PB2015.337.1,2.48119453925
PB2015.7460.3,2.48080030058
PB2015.2478.17,2.48067010309
PB2015.14867.1,2.48049784398
PB2015.3512.3,2.48008957134
PB2015.7714.6,2.4795861325
PB2015.5852.1,2.47905246672
PB2015.3473.4,2.47794117647
PB2015.3915.5,2.4776119403
PB2015.3927.5,2.47741935484
PB2015.5688.4,2.47664369964
PB2015.10638.2,2.47653806048
PB2015.14624.1,2.47643625192
PB2015.12568.1,2.47599311905
PB2015.13093.15,2.47574569099
PB2015.4321.2,2.47567567568
PB2015.13076.2,2.47565295707
PB2015.2303.12,2.47528957529
PB2015.14134.12,2.475
PB2015.6447.3,2.47486350498
PB2015.4533.1,2.47477610248
PB2015.5974.7,2.47440841367
PB2015.8651.2,2.47417685795
PB2015.5364.2,2.47379679144
PB2015.3573.5,2.47309136421
PB2015.15127.6,2.47249190939
PB2015.10850.1,2.47244582043
PB2015.8730.10,2.47221498977
PB2015.11713.1,2.47154105737
PB2015.8075.4,2.47131931166
PB2015.271.5,2.47068590631
PB2015.9833.8,2.47050938338
PB2015.5608.5,2.47044025157
PB2015.16106.13,2.47029526859
PB2015.13108.5,2.46988783434
PB2015.1682.1,2.46732673267
PB2015.9469.10,2.4671875
PB2015.16424.1,2.46717171717
PB2015.1762.4,2.46683392684
PB2015.9004.4,2.46568627451
PB2015.14462.8,2.46555106751
PB2015.2742.16,2.46555106751
PB2015.251.9,2.46544054748
PB2015.13315.1,2.46515268951
PB2015.16532.3,2.46498054475
PB2015.11495.4,2.46472675656
PB2015.9285.3,2.4640311804
PB2015.688.1,2.46352201258
PB2015.11672.1,2.46350388134
PB2015.11246.3,2.46295503212
PB2015.12760.4,2.46218573628
PB2015.1646.9,2.4617414248
PB2015.4569.4,2.46140438247
PB2015.6262.1,2.46127366609
PB2015.14150.2,2.46126914661
PB2015.8196.1,2.46014492754
PB2015.10872.1,2.4593517407
PB2015.15897.4,2.4591738748
PB2015.8969.2,2.4588772846
PB2015.4849.1,2.45850202429
PB2015.8835.8,2.45794701987
PB2015.10391.1,2.45761589404
PB2015.4181.1,2.45703331571
PB2015.14350.8,2.45696452037
PB2015.5229.3,2.45680473373
PB2015.15526.7,2.45668789809
PB2015.6919.1,2.45565519236
PB2015.71.3,2.45533536585
PB2015.2614.8,2.45463576159
PB2015.6554.4,2.45434873075
PB2015.4432.6,2.45420753743
PB2015.13108.1,2.45402298851
PB2015.116.2,2.45401135522
PB2015.16221.1,2.45381877023
PB2015.13046.1,2.45362068966
PB2015.14732.1,2.45322580645
PB2015.10820.2,2.45316455696
PB2015.6078.3,2.45305349534
PB2015.5608.1,2.45290322581
PB2015.10082.13,2.45273693315
PB2015.13705.1,2.4524922866
PB2015.8651.3,2.45219660722
PB2015.11274.3,2.45162671233
PB2015.3939.2,2.45161290323
PB2015.7890.2,2.45146938298
PB2015.13171.2,2.45114885115
PB2015.3802.4,2.4505988024
PB2015.15878.1,2.45034246575
PB2015.7948.4,2.44881803189
PB2015.15622.9,2.44872095752
PB2015.4755.4,2.44855072464
PB2015.3052.3,2.44851485149
PB2015.934.10,2.44803763185
PB2015.2597.2,2.44733432985
PB2015.5948.3,2.44695503699
PB2015.13875.18,2.44661712945
PB2015.16308.13,2.44621558355
PB2015.1396.4,2.44573488186
PB2015.9134.6,2.44535564854
PB2015.7479.8,2.44530667479
PB2015.9084.4,2.44526914076
PB2015.5733.5,2.44423963134
PB2015.5082.2,2.44410876133
PB2015.13798.3,2.4435483871
PB2015.1981.4,2.44353912419
PB2015.14530.1,2.44341170038
PB2015.11540.4,2.44337349398
PB2015.15943.4,2.44258231016
PB2015.6557.6,2.44203821656
PB2015.7150.10,2.4416851749
PB2015.9215.4,2.44158878505
PB2015.14124.3,2.44153846154
PB2015.9523.3,2.44015345269
PB2015.16149.1,2.4394512772
PB2015.3080.1,2.43933177022
PB2015.13708.1,2.43877327492
PB2015.12412.1,2.4383950024
PB2015.1682.2,2.43835832676
PB2015.16296.3,2.43812512257
PB2015.5028.2,2.4374025974
PB2015.2936.3,2.43711401425
PB2015.6645.5,2.43671374729
PB2015.6065.1,2.43591549296
PB2015.14328.10,2.4358868185
PB2015.15338.7,2.4358490566
PB2015.16558.10,2.43562645229
PB2015.10954.4,2.43509949652
PB2015.9862.7,2.43494764398
PB2015.4077.1,2.43377229781
PB2015.7491.6,2.43353705967
PB2015.5082.5,2.43321252059
PB2015.9911.13,2.43311618364
PB2015.4530.21,2.43263456091
PB2015.1854.1,2.43237885463
PB2015.10292.2,2.43172288058
PB2015.2552.1,2.43147540984
PB2015.1111.2,2.43130639466
PB2015.16292.2,2.43117429341
PB2015.9584.8,2.43037974684
PB2015.9072.6,2.4303652968
PB2015.3771.6,2.43017852083
PB2015.4066.2,2.43007461259
PB2015.4508.2,2.42989055869
PB2015.364.2,2.42961608775
PB2015.1685.3,2.42902494331
PB2015.10644.1,2.42866735537
PB2015.1328.1,2.42829872307
PB2015.7622.1,2.42820976492
PB2015.9950.5,2.42817502668
PB2015.3621.3,2.42806217299
PB2015.15647.3,2.42682512733
PB2015.13546.2,2.42666666667
PB2015.995.3,2.42639549978
PB2015.2643.1,2.42576390415
PB2015.12729.2,2.42523900574
PB2015.16395.3,2.4249201278
PB2015.12199.1,2.42435377598
PB2015.16810.7,2.42329624792
PB2015.15755.1,2.42326073538
PB2015.15646.2,2.42297029703
PB2015.7495.3,2.422703363
PB2015.5054.1,2.42197588487
PB2015.8371.1,2.421875
PB2015.9536.4,2.42185314685
PB2015.3175.2,2.42176278564
PB2015.16375.2,2.42081218274
PB2015.95.1,2.42050113895
PB2015.5409.3,2.4192926045
PB2015.8058.9,2.41927651344
PB2015.8719.6,2.41919989967
PB2015.3112.2,2.41914498141
PB2015.2031.4,2.41837916064
PB2015.16300.3,2.41831825862
PB2015.14428.12,2.41830708661
PB2015.7648.3,2.41826086957
PB2015.14583.3,2.41814516129
PB2015.4365.1,2.41792828685
PB2015.2947.3,2.41740624105
PB2015.9787.1,2.41626878868
PB2015.5614.11,2.41615972812
PB2015.9833.12,2.41583057578
PB2015.10429.1,2.4155480034
PB2015.3286.15,2.4153715978
PB2015.16667.4,2.41469387755
PB2015.5230.11,2.41445783133
PB2015.16007.3,2.41413043478
PB2015.4524.1,2.4140956694
PB2015.11193.5,2.41408377642
PB2015.14027.5,2.41390773406
PB2015.13639.7,2.41332111213
PB2015.7778.3,2.41328380386
PB2015.8853.1,2.41286727457
PB2015.11998.1,2.41230366492
PB2015.14503.1,2.4118207817
PB2015.14491.4,2.41168434298
PB2015.10819.1,2.41163859112
PB2015.3581.12,2.41157684631
PB2015.8020.2,2.41145426114
PB2015.2550.10,2.4107398568
PB2015.1648.4,2.41069802731
PB2015.8032.12,2.4106167057
PB2015.12044.1,2.41021276596
PB2015.7714.5,2.40989663221
PB2015.13055.1,2.40951863727
PB2015.10649.1,2.4093562575
PB2015.8131.1,2.40821692687
PB2015.12954.1,2.40740740741
PB2015.11221.7,2.40648648649
PB2015.11032.2,2.40637603226
PB2015.5691.1,2.40620384047
PB2015.5072.1,2.40619977038
PB2015.13845.2,2.40540915395
PB2015.5086.2,2.40452972633
PB2015.12166.1,2.40415628688
PB2015.10729.1,2.40367170626
PB2015.7720.1,2.40363288719
PB2015.6531.3,2.40342626806
PB2015.10138.5,2.4032816773
PB2015.2698.1,2.40298507463
PB2015.6864.2,2.40295930949
PB2015.7578.1,2.40108010801
PB2015.15624.2,2.40071770335
PB2015.14587.1,2.39965059399
PB2015.7385.6,2.39907763259
PB2015.11151.1,2.39901477833
PB2015.16823.17,2.39894857143
PB2015.7366.1,2.39859540218
PB2015.8306.9,2.39851436321
PB2015.6602.7,2.39818016379
PB2015.7360.1,2.39806072978
PB2015.16429.1,2.39800061415
PB2015.4553.5,2.39756920999
PB2015.6281.11,2.39691380946
PB2015.7410.1,2.3967611336
PB2015.13829.1,2.39653679654
PB2015.6671.14,2.39595864662
PB2015.3617.1,2.39594152525
PB2015.16801.6,2.39586894587
PB2015.7690.4,2.39550561798
PB2015.16827.4,2.39501715111
PB2015.5844.2,2.39449314585
PB2015.1181.2,2.39443651926
PB2015.10121.4,2.39442839149
PB2015.7183.1,2.39392197125
PB2015.13618.9,2.39353596479
PB2015.1734.3,2.39304932735
PB2015.1009.3,2.39225389995
PB2015.14771.5,2.39202825429
PB2015.2293.1,2.39141835518
PB2015.4357.3,2.39057090239
PB2015.2753.3,2.39040857364
PB2015.8471.4,2.39025974026
PB2015.3537.1,2.38927710843
PB2015.4038.1,2.38856053384
PB2015.13841.7,2.38849840256
PB2015.15459.6,2.38846153846
PB2015.3971.9,2.38806970509
PB2015.8426.2,2.38798497332
PB2015.2870.10,2.3876217765
PB2015.8750.1,2.3875464684
PB2015.16457.3,2.38721394842
PB2015.16300.5,2.38701789369
PB2015.10843.1,2.38682432432
PB2015.12139.4,2.38629395852
PB2015.6930.12,2.38627072004
PB2015.14943.7,2.38565022422
PB2015.225.1,2.38539072603
PB2015.13875.7,2.385218034
PB2015.5727.5,2.38503046127
PB2015.13907.7,2.3848217007
PB2015.5511.4,2.38472048078
PB2015.6019.2,2.3844911147
PB2015.7514.1,2.38412698413
PB2015.8479.1,2.38379888268
PB2015.2805.10,2.38370135247
PB2015.8919.1,2.38353939841
PB2015.2719.2,2.383531961
PB2015.7650.4,2.38321464903
PB2015.2869.3,2.38318983051
PB2015.1104.3,2.38274336283
PB2015.8347.14,2.38263491106
PB2015.15256.2,2.38259109312
PB2015.10073.6,2.38255977496
PB2015.9625.3,2.38243243243
PB2015.1131.31,2.38233054075
PB2015.9643.15,2.38203592814
PB2015.3503.5,2.38186666667
PB2015.11221.9,2.38178633975
PB2015.8074.4,2.38146479598
PB2015.10052.4,2.38102016607
PB2015.4921.1,2.38037225042
PB2015.6236.7,2.38008342023
PB2015.10565.2,2.37980544747
PB2015.12922.2,2.37962328767
PB2015.11807.4,2.37959183673
PB2015.12904.1,2.37920738328
PB2015.15549.5,2.37914945322
PB2015.10747.1,2.37912109763
PB2015.5908.5,2.37900552486
PB2015.16450.2,2.37837837838
PB2015.15258.1,2.37825212684
PB2015.8842.5,2.37804276316
PB2015.11105.1,2.37772790055
PB2015.12221.1,2.37757785467
PB2015.3762.1,2.37746781116
PB2015.13113.3,2.37704918033
PB2015.287.6,2.37642512077
PB2015.15509.6,2.376267869
PB2015.14919.3,2.37610598809
PB2015.13015.3,2.37604790419
PB2015.14919.2,2.37579817055
PB2015.8441.1,2.37556440903
PB2015.474.2,2.37391304348
PB2015.4410.1,2.37360594796
PB2015.11678.1,2.37320894033
PB2015.4033.2,2.37319231599
PB2015.15235.1,2.37246289003
PB2015.13929.1,2.3724137931
PB2015.13874.4,2.37230769231
PB2015.7393.6,2.37196857082
PB2015.781.6,2.37189097104
PB2015.5195.1,2.37184279652
PB2015.4855.6,2.37181409295
PB2015.6049.6,2.37178118746
PB2015.6815.2,2.37125680814
PB2015.14465.2,2.37089383672
PB2015.6009.11,2.3703802535
PB2015.12359.8,2.37030927835
PB2015.792.1,2.36992132156
PB2015.14257.8,2.36975476839
PB2015.10360.2,2.36908077994
PB2015.4410.3,2.36896080219
PB2015.4887.1,2.36875
PB2015.2277.4,2.36868327402
PB2015.4643.9,2.36856702619
PB2015.13546.4,2.36816541771
PB2015.12423.1,2.36768306903
PB2015.8881.3,2.36741344196
PB2015.12185.2,2.36701821668
PB2015.14428.11,2.36693877551
PB2015.10833.2,2.36625946492
PB2015.15633.1,2.36620101306
PB2015.15339.4,2.36543461637
PB2015.3214.4,2.36534996535
PB2015.14669.4,2.36455828542
PB2015.13301.3,2.36434612882
PB2015.13093.4,2.36433421907
PB2015.8322.1,2.3631537861
PB2015.2349.9,2.3631260752
PB2015.4082.4,2.36294117647
PB2015.7187.4,2.36263327548
PB2015.12336.2,2.36260311641
PB2015.10087.7,2.36220457553
PB2015.2659.2,2.36152471709
PB2015.3894.1,2.36144156753
PB2015.2176.1,2.36013071895
PB2015.10030.13,2.3589955499
PB2015.2730.7,2.35872440273
PB2015.15334.3,2.35673981191
PB2015.9764.1,2.35593803787
PB2015.5997.3,2.35558507649
PB2015.4450.5,2.3554981041
PB2015.10323.1,2.3554314871
PB2015.4474.6,2.35501858736
PB2015.2272.1,2.35448536355
PB2015.9190.2,2.354342723
PB2015.6599.3,2.35334242838
PB2015.11209.2,2.35323336457
PB2015.4533.5,2.35315022592
PB2015.8139.3,2.35301058374
PB2015.11054.8,2.35261277356
PB2015.4244.12,2.35260159514
PB2015.14521.4,2.3524813204
PB2015.14574.7,2.35217755444
PB2015.15432.2,2.35215042144
PB2015.2926.1,2.35176320117
PB2015.188.1,2.35156950673
PB2015.11725.13,2.35148260212
PB2015.3130.4,2.35084643289
PB2015.9254.2,2.35083226633
PB2015.6510.2,2.35076345128
PB2015.4501.5,2.35016648169
PB2015.7479.13,2.35000573728
PB2015.14041.1,2.3497005988
PB2015.11595.6,2.3495215311
PB2015.3356.1,2.34935400517
PB2015.11833.1,2.34897554527
PB2015.2250.1,2.34891729164
PB2015.977.6,2.34858929812
PB2015.11196.4,2.34832940252
PB2015.996.2,2.34827561286
PB2015.1111.4,2.34728392175
PB2015.9340.1,2.34698795181
PB2015.5815.11,2.34642857143
PB2015.10419.3,2.34628571429
PB2015.10007.7,2.34548335975
PB2015.11031.7,2.3452173913
PB2015.6442.3,2.34496502233
PB2015.15883.1,2.3445308311
PB2015.9925.3,2.34418604651
PB2015.40.6,2.34393457519
PB2015.8503.2,2.34369342185
PB2015.4242.1,2.34367088608
PB2015.13643.7,2.34316055854
PB2015.8322.4,2.34197530864
PB2015.288.2,2.34172410349
PB2015.11935.1,2.34160305344
PB2015.12809.3,2.34065934066
PB2015.14583.5,2.34024390244
PB2015.13852.3,2.34006110869
PB2015.15905.4,2.33897216274
PB2015.12559.1,2.3386259542
PB2015.14467.3,2.33812785388
PB2015.9449.2,2.33759124088
PB2015.6098.6,2.33526970954
PB2015.6821.2,2.33503749148
PB2015.5463.10,2.33480283114
PB2015.5522.3,2.3347242921
PB2015.9950.2,2.33378119002
PB2015.11817.7,2.33333333333
PB2015.8032.1,2.33297546012
PB2015.2495.3,2.33228346457
PB2015.14594.1,2.33202614379
PB2015.2239.1,2.33181818182
PB2015.16093.1,2.33180993834
PB2015.16013.15,2.3315
PB2015.4472.15,2.33103448276
PB2015.13023.1,2.33037503579
PB2015.3037.4,2.33033727706
PB2015.11198.4,2.33031358885
PB2015.7698.10,2.33025210084
PB2015.6590.1,2.33017306961
PB2015.10007.8,2.33015601624
PB2015.10813.1,2.3297034291
PB2015.15085.8,2.32955218357
PB2015.6383.1,2.32950105996
PB2015.4792.6,2.32874889086
PB2015.9469.18,2.32857142857
PB2015.6556.27,2.32833876221
PB2015.13683.7,2.32795416316
PB2015.14567.2,2.32774945375
PB2015.8541.2,2.32771084337
PB2015.1102.7,2.32724485326
PB2015.10759.2,2.32723609992
PB2015.5952.6,2.32719836401
PB2015.16282.1,2.32685185185
PB2015.10856.15,2.3261355175
PB2015.9578.1,2.32566371681
PB2015.4523.4,2.32542904595
PB2015.4938.1,2.32533800701
PB2015.2643.3,2.32412716435
PB2015.12539.1,2.32285714286
PB2015.6821.1,2.32284228769
PB2015.8838.1,2.32237539767
PB2015.16153.2,2.32233096085
PB2015.12059.3,2.32146422629
PB2015.12338.2,2.32134334954
PB2015.6209.2,2.32118245889
PB2015.24.11,2.32098898726
PB2015.9409.1,2.32084379709
PB2015.16734.3,2.32
PB2015.8239.5,2.31975750671
PB2015.924.2,2.31932773109
PB2015.2204.1,2.31783152474
PB2015.5675.2,2.31767154685
PB2015.14444.4,2.31740139211
PB2015.13400.4,2.31715481172
PB2015.7175.2,2.31706968968
PB2015.2818.5,2.31705298013
PB2015.9575.4,2.31698113208
PB2015.4601.3,2.3168627451
PB2015.14781.3,2.31658037794
PB2015.2627.3,2.31632351492
PB2015.7389.6,2.31552382534
PB2015.6594.3,2.31511627907
PB2015.13607.12,2.31481005966
PB2015.9074.4,2.31474167456
PB2015.6625.2,2.31456720619
PB2015.7365.2,2.31415662651
PB2015.10248.4,2.31385650628
PB2015.7363.6,2.31343523733
PB2015.4319.1,2.31306042885
PB2015.8454.2,2.31281307884
PB2015.9499.1,2.31268100044
PB2015.4174.2,2.31226415094
PB2015.9536.9,2.31224420191
PB2015.13532.1,2.31061946903
PB2015.10945.1,2.31055408971
PB2015.11073.1,2.31048051079
PB2015.4783.1,2.31041666667
PB2015.3146.7,2.31017699115
PB2015.2169.1,2.30995348837
PB2015.8647.3,2.3098265896
PB2015.7885.3,2.30836716937
PB2015.6991.7,2.30757220921
PB2015.10825.2,2.30756416029
PB2015.7280.3,2.30721942758
PB2015.15871.1,2.30719713903
PB2015.1201.5,2.30717488789
PB2015.14402.1,2.30677570093
PB2015.24.9,2.3062704115
PB2015.823.3,2.30567343173
PB2015.11104.6,2.30436241611
PB2015.10856.19,2.30428863172
PB2015.11300.2,2.30415472779
PB2015.1005.2,2.30390544707
PB2015.5401.2,2.30357632662
PB2015.2870.7,2.30272049144
PB2015.5685.12,2.3023815017
PB2015.14901.1,2.30212071778
PB2015.5145.5,2.30184125663
PB2015.1728.1,2.30155405967
PB2015.7594.1,2.30149418926
PB2015.10657.1,2.30147037414
PB2015.4480.5,2.30118474639
PB2015.15551.2,2.30105263158
PB2015.12766.4,2.30022443091
PB2015.13571.5,2.29958592133
PB2015.13532.8,2.29958506224
PB2015.6225.1,2.29874898015
PB2015.4257.1,2.29860160666
PB2015.6515.4,2.29835294118
PB2015.13409.4,2.29830508475
PB2015.15692.1,2.2979020979
PB2015.11192.4,2.29788557214
PB2015.6930.5,2.29770527706
PB2015.6388.2,2.29769033362
PB2015.13598.1,2.29761904762
PB2015.4532.3,2.29745606489
PB2015.15792.3,2.2962406015
PB2015.14945.6,2.29622833843
PB2015.1959.5,2.2959752322
PB2015.9897.1,2.29576076241
PB2015.6591.5,2.29561494551
PB2015.16457.7,2.29530221424
PB2015.5888.1,2.29517647059
PB2015.2479.2,2.29487097802
PB2015.13135.4,2.29450606139
PB2015.11557.7,2.29413402636
PB2015.13765.2,2.29368334701
PB2015.5373.2,2.29325997249
PB2015.6345.8,2.2931092437
PB2015.6762.1,2.29304229195
PB2015.1003.4,2.29240603323
PB2015.5456.1,2.29193548387
PB2015.539.7,2.29173913043
PB2015.13013.1,2.29109589041
PB2015.1113.3,2.29082687339
PB2015.13541.1,2.29018885306
PB2015.7099.44,2.29008189263
PB2015.1109.5,2.28994708995
PB2015.3626.10,2.28830904778
PB2015.14969.1,2.28687967369
PB2015.13808.1,2.28680617131
PB2015.59.1,2.28631284916
PB2015.9715.1,2.28620689655
PB2015.9290.1,2.28606811146
PB2015.1184.3,2.28579795022
PB2015.2086.3,2.28566732413
PB2015.11896.2,2.28546637744
PB2015.3260.3,2.28479291812
PB2015.8597.1,2.28412656349
PB2015.7339.2,2.28404099561
PB2015.13845.1,2.28384401114
PB2015.10599.1,2.28341232227
PB2015.14674.1,2.28332034295
PB2015.8224.5,2.28249614792
PB2015.2689.1,2.28244826651
PB2015.11428.3,2.28199889564
PB2015.12000.2,2.28195306178
PB2015.5044.3,2.27994814175
PB2015.15236.1,2.27938517179
PB2015.5908.3,2.27936507937
PB2015.1094.9,2.27915224544
PB2015.13623.3,2.27892376682
PB2015.5213.1,2.27826086957
PB2015.6821.6,2.2774269929
PB2015.1006.2,2.27725016668
PB2015.2181.1,2.27688172043
PB2015.2742.9,2.27677522691
PB2015.13038.15,2.27661254936
PB2015.10856.12,2.27650397276
PB2015.14643.3,2.27638436482
PB2015.11903.1,2.27561837456
PB2015.14568.1,2.27548543689
PB2015.7879.1,2.27547804161
PB2015.6155.2,2.27530103612
PB2015.10343.10,2.27519806958
PB2015.15758.4,2.27519636213
PB2015.4929.7,2.275
PB2015.13549.2,2.27446942107
PB2015.9221.7,2.27425149701
PB2015.8422.2,2.27415708904
PB2015.14167.5,2.27413634145
PB2015.927.10,2.27345971564
PB2015.16327.13,2.27250318742
PB2015.7439.2,2.2724
PB2015.2686.1,2.27122153209
PB2015.6020.14,2.27099226804
PB2015.9102.1,2.27024390244
PB2015.9970.5,2.26985759494
PB2015.2419.2,2.26900137636
PB2015.7922.4,2.26858020699
PB2015.1885.7,2.26832105467
PB2015.465.7,2.26755407654
PB2015.7608.8,2.26699751861
PB2015.9262.6,2.26692307692
PB2015.16466.2,2.26657894737
PB2015.5948.1,2.26651266529
PB2015.4421.3,2.26574339972
PB2015.10039.3,2.26542056075
PB2015.14499.8,2.26497661083
PB2015.6630.2,2.26492845349
PB2015.10024.9,2.26387665198
PB2015.2694.7,2.26336752364
PB2015.6924.11,2.26291390728
PB2015.6241.2,2.26259097525
PB2015.16440.1,2.26258179655
PB2015.9317.4,2.26229508197
PB2015.12994.2,2.26152835559
PB2015.16013.12,2.2614379085
PB2015.140.3,2.26138032305
PB2015.3615.1,2.26113989637
PB2015.3005.1,2.26104294479
PB2015.15129.2,2.26096256684
PB2015.830.6,2.26095794006
PB2015.13546.3,2.26067179846
PB2015.499.1,2.26011867583
PB2015.16732.5,2.26009870225
PB2015.14124.2,2.2599137931
PB2015.7383.1,2.25930122757
PB2015.2439.10,2.25910174502
PB2015.5139.1,2.258
PB2015.776.1,2.25789473684
PB2015.5362.1,2.25786163522
PB2015.7698.14,2.25664721141
PB2015.198.4,2.256612529
PB2015.2657.6,2.25632458234
PB2015.6682.5,2.25577051797
PB2015.2029.3,2.25517467488
PB2015.9186.1,2.25465838509
PB2015.16213.5,2.25378787879
PB2015.6486.4,2.2536259542
PB2015.8306.6,2.2535793434
PB2015.4491.2,2.25341841386
PB2015.2801.2,2.25323345733
PB2015.10590.2,2.25277777778
PB2015.6566.4,2.25205656635
PB2015.14138.1,2.2518376171
PB2015.8045.1,2.25157342657
PB2015.9920.1,2.25131502046
PB2015.13104.2,2.2509839937
PB2015.13305.1,2.25054545455
PB2015.7160.5,2.2501650165
PB2015.15940.2,2.25
PB2015.16327.5,2.24916722185
PB2015.11144.1,2.24871794872
PB2015.4455.1,2.24860088365
PB2015.8478.7,2.2483426704
PB2015.14256.1,2.24828921885
PB2015.13148.2,2.24802011314
PB2015.12836.6,2.24796511628
PB2015.8256.7,2.24711605281
PB2015.6614.1,2.24696969697
PB2015.15857.1,2.24613745338
PB2015.14427.13,2.24610051993
PB2015.15755.4,2.24584988288
PB2015.7363.1,2.24583333333
PB2015.2111.4,2.24570815451
PB2015.10581.1,2.24487379581
PB2015.3203.4,2.24411764706
PB2015.9332.3,2.24408945687
PB2015.13770.29,2.24369747899
PB2015.2107.3,2.24359447005
PB2015.4145.6,2.24343257443
PB2015.225.2,2.24336415556
PB2015.3893.2,2.24317327766
PB2015.14680.2,2.24253298153
PB2015.7004.2,2.2422745239
PB2015.2522.5,2.2420913884
PB2015.5715.4,2.24204798773
PB2015.1547.16,2.24192577733
PB2015.15794.1,2.24192439863
PB2015.5656.4,2.24145785877
PB2015.8506.2,2.24124365482
PB2015.5688.9,2.24067017083
PB2015.8758.1,2.24053030303
PB2015.7479.22,2.2404845225
PB2015.2750.1,2.24032469604
PB2015.1040.3,2.23954372624
PB2015.16691.4,2.23875123885
PB2015.9353.1,2.23858832655
PB2015.5078.2,2.2385026738
PB2015.2797.8,2.23839930024
PB2015.5858.6,2.23766128305
PB2015.5196.4,2.23737512243
PB2015.8581.3,2.23699059561
PB2015.13907.10,2.23668769716
PB2015.15883.3,2.23663321851
PB2015.6767.1,2.23651420385
PB2015.1274.1,2.23625
PB2015.15725.1,2.23624203822
PB2015.7613.6,2.23619344774
PB2015.4831.17,2.23409669211
PB2015.6948.5,2.23357487923
PB2015.5792.2,2.23353967361
PB2015.12693.6,2.23333333333
PB2015.1089.4,2.2328645517
PB2015.5948.2,2.23284916201
PB2015.7381.2,2.23241590214
PB2015.6469.1,2.23241106719
PB2015.13157.6,2.23240343348
PB2015.3372.5,2.23237469187
PB2015.14427.14,2.23221288515
PB2015.8984.1,2.2321192053
PB2015.16722.18,2.23134120917
PB2015.15710.1,2.23106546855
PB2015.12219.2,2.23090909091
PB2015.1004.3,2.23026315789
PB2015.5893.5,2.23025159744
PB2015.7511.6,2.22961186541
PB2015.4480.6,2.22929497569
PB2015.11822.4,2.229229347
PB2015.4996.4,2.22832214765
PB2015.5129.6,2.2279558011
PB2015.12419.1,2.2276716572
PB2015.7581.4,2.22727803738
PB2015.6603.1,2.22721202003
PB2015.10672.1,2.22699757869
PB2015.8014.14,2.22693032015
PB2015.385.2,2.22656506448
PB2015.13021.2,2.22643328792
PB2015.8602.14,2.22562025316
PB2015.13888.1,2.22481751825
PB2015.8449.1,2.22396076952
PB2015.5398.6,2.2236
PB2015.497.1,2.22321428571
PB2015.8689.1,2.22307692308
PB2015.6301.2,2.22285033572
PB2015.5579.7,2.22193548387
PB2015.1979.2,2.22172284644
PB2015.385.8,2.22130554965
PB2015.460.1,2.22126929674
PB2015.7397.11,2.22109256449
PB2015.1680.1,2.22042001787
PB2015.10081.8,2.2203125
PB2015.16291.3,2.22022218644
PB2015.16395.4,2.21983002833
PB2015.12216.4,2.21968190855
PB2015.2550.8,2.21961345741
PB2015.6070.5,2.21906202723
PB2015.8063.1,2.21905697446
PB2015.6450.4,2.21899290301
PB2015.9088.2,2.21886758116
PB2015.354.5,2.21862556198
PB2015.4755.15,2.21840490798
PB2015.15893.3,2.21818181818
PB2015.829.3,2.21798102579
PB2015.15549.2,2.21761319026
PB2015.1451.1,2.21718213058
PB2015.6437.6,2.21696035242
PB2015.3743.2,2.21689059501
PB2015.16311.1,2.21575797872
PB2015.10166.1,2.21517345908
PB2015.7499.12,2.2146047073
PB2015.9573.3,2.21448467967
PB2015.14543.3,2.21438848921
PB2015.1022.3,2.21408647141
PB2015.11556.16,2.2133855697
PB2015.8744.3,2.2128440367
PB2015.14151.4,2.21283185841
PB2015.10115.1,2.21259974801
PB2015.7516.1,2.21252248394
PB2015.6020.15,2.21247219998
PB2015.14732.7,2.21238938053
PB2015.11221.6,2.21187160727
PB2015.7013.1,2.21171171171
PB2015.11833.2,2.21146674953
PB2015.16732.7,2.21123882503
PB2015.16748.4,2.21113801453
PB2015.1799.1,2.21112391931
PB2015.2166.6,2.21111111111
PB2015.7770.4,2.2110675808
PB2015.9738.2,2.21099744246
PB2015.2852.3,2.2109939759
PB2015.2216.2,2.21095294583
PB2015.13525.1,2.21042654028
PB2015.10250.5,2.20979618672
PB2015.6083.2,2.20970537262
PB2015.7777.1,2.20961842402
PB2015.4368.1,2.20938967136
PB2015.7381.6,2.2087124879
PB2015.10896.8,2.20836820084
PB2015.7327.1,2.20817349608
PB2015.3004.14,2.20726172466
PB2015.6428.7,2.20643687708
PB2015.16615.1,2.20625
PB2015.935.5,2.20615384615
PB2015.9255.6,2.20588235294
PB2015.4929.3,2.20571635311
PB2015.11067.1,2.20561239968
PB2015.7486.1,2.20553197939
PB2015.3207.4,2.20425170068
PB2015.700.6,2.20330578512
PB2015.10123.2,2.20325155188
PB2015.16776.12,2.20322230268
PB2015.9089.7,2.20277777778
PB2015.10237.10,2.20230635981
PB2015.8380.1,2.20168107589
PB2015.2862.9,2.20153846154
PB2015.1088.17,2.20129032258
PB2015.1029.1,2.20098716683
PB2015.837.4,2.19970544919
PB2015.10906.1,2.19950850159
PB2015.4554.19,2.19936908517
PB2015.2673.2,2.19877845641
PB2015.2874.4,2.1984036488
PB2015.8645.1,2.19827586207
PB2015.10465.4,2.19808383234
PB2015.7949.1,2.19774484536
PB2015.13254.5,2.19773195876
