transcript,control_fpUTR_max,control_fpUTR_average,control_fpUTR_std,control_fpUTR_gini
PB2015.3542.3,0.922333333333,0.12357692307686154,0.16225090724968674,0.63847526475
PB2015.8.1,NA,NA,NA,NA
PB2015.3542.9,0.885,0.15072131147531148,0.18989715537276483,0.636635201623
PB2015.11644.1,1.28566666667,0.27016666666684996,0.3600664522005608,0.665373226404
PB2015.13243.3,NA,NA,NA,NA
PB2015.11644.3,1.192,0.19314718614716644,0.25304976150838515,0.659412186084
PB2015.3897.2,0.841333333333,0.1438850574712414,0.19742791061959947,0.668334150547
PB2015.3897.3,0.836,0.13810000000003333,0.1945070721364499,0.679499557486
PB2015.3897.1,0.834666666667,0.13952222222222002,0.19431276207744191,0.675429375381
PB2015.3897.4,0.832666666667,0.13750000000006668,0.1937575183726915,0.679878787879
PB2015.5677.1,0.636333333333,0.12751515151512274,0.19410165324029627,0.72745636018
PB2015.5677.2,NA,NA,NA,NA
PB2015.5677.3,NA,NA,NA,NA
PB2015.5677.6,0.529333333333,0.03317204301074193,0.106678052852175,0.917132848852
PB2015.311.6,0.807,0.15548999999994004,0.19724279710831488,0.648965849894
PB2015.7497.2,1.105,0.15900606060605457,0.24231194929544964,0.701690945127
PB2015.7497.1,1.00533333333,0.218652014652,0.27297503055530087,0.644516208846
PB2015.7497.6,1.02233333333,0.1943095238094166,0.23938579937201904,0.616567855392
PB2015.7497.7,0.964,0.12968518518522834,0.179794160044972,0.631493910017
PB2015.7497.4,0.99,0.2609487179486761,0.3021508419205381,0.613927920256
PB2015.7497.5,1.14233333333,0.20241496598633466,0.2765800334042797,0.660293073707
PB2015.635.1,0.956333333333,0.30377333333336,0.25262836508279224,0.459581266734
PB2015.1856.1,0.638333333333,0.14466666666651612,0.15595096187242952,0.552985801081
PB2015.13770.20,0.921,0.27977564102561536,0.23836728932533371,0.475558483217
PB2015.15096.2,0.705,0.19259459459470268,0.19311559865863373,0.54473277656
PB2015.4786.2,0.731666666667,0.013663551401869159,0.09900187748334693,0.981316934511
PB2015.4786.3,1.508,0.06970175438593859,0.25081249012266577,0.932644031423
PB2015.8401.1,1.29,0.24762903225806654,0.2593271168656266,0.565021947462
PB2015.11900.6,1.433,0.11274418604655814,0.2660452919146626,0.85456321795
PB2015.3317.1,2.28933333333,0.42997543859631954,0.4818569580815494,0.582096595953
PB2015.11900.2,1.40133333333,0.12840776699033302,0.2788793026406001,0.834910838072
PB2015.3481.2,0.416333333333,0.11575213675212821,0.13758461199709834,0.618887229092
PB2015.15855.1,2.448,0.3158284313724963,0.45540816011141705,0.681496669156
PB2015.10369.2,1.45166666667,0.38937596899218496,0.3615439858961328,0.504276417754
PB2015.12578.3,NA,NA,NA,NA
PB2015.15258.1,1.193,0.10469503546102765,0.2265456167153116,0.817760956106
PB2015.7881.1,1.13033333333,0.30284153005460984,0.289522058306502,0.516004164916
PB2015.15067.1,1.10433333333,0.1324946921444204,0.23657866132388888,0.77656157104
PB2015.862.8,0.171333333333,0.006876712328753424,0.029226846296495104,0.950390219942
PB2015.12059.4,1.416,0.14905689900422903,0.2255237913902424,0.703460925316
PB2015.862.4,1.07633333333,0.2793452380952157,0.25820399038722824,0.506086816231
PB2015.862.1,0.991666666667,0.18073611111111734,0.22617352699482254,0.638161517969
PB2015.14374.3,1.158,0.13188505747120116,0.25195445891659796,0.800768954899
PB2015.14374.2,1.13,0.1251879432624255,0.24709011266943948,0.812360892721
PB2015.13571.3,1.821,0.1664533898305127,0.2828810900436698,0.730191615499
PB2015.13571.2,2.03633333333,0.09101081812036917,0.24038894722951398,0.870121932153
PB2015.13571.5,1.75266666667,0.2703728395062247,0.3209157192329916,0.580510578797
PB2015.13571.4,1.764,0.2668078703703889,0.3175813752523086,0.580785311886
PB2015.13571.6,1.88,0.1350412249705371,0.27641674087040297,0.802986381967
PB2015.6745.2,0.746333333333,0.06980128205128847,0.14317978148960642,0.81266733542
PB2015.8409.4,0.922666666667,0.06572307692305385,0.1511101717203843,0.847723998848
PB2015.8409.2,1.336,0.078845410628029,0.20893034905422322,0.882364145419
PB2015.13551.4,0.733,0.19759219858157875,0.19331737617109657,0.516017109558
PB2015.7358.2,1.79233333333,0.20968288288287026,0.3373402899274999,0.735017155778
PB2015.13551.2,0.718333333333,0.15663218390797065,0.1868412380504595,0.608859692851
PB2015.6294.2,1.164,0.284319727891002,0.31086960145972553,0.575447214416
PB2015.7358.1,1.69666666667,0.3585607235142713,0.3616034345813634,0.535024332101
PB2015.9903.1,0.631333333333,0.15383950617282705,0.17151082151290586,0.591938700598
PB2015.16625.2,3.352,0.3684420903955509,0.7200710671523545,0.809612244204
PB2015.4999.2,0.925333333333,0.16224444444438668,0.20069312733128875,0.624288544948
PB2015.4999.3,1.98233333333,0.34147327044013687,0.3532431115056773,0.534166006321
PB2015.4999.4,1.056,0.04675816993461569,0.11778199607249973,0.867450048513
PB2015.11270.1,0.539,0.08071641791048806,0.12851520038038175,0.738559421826
PB2015.1346.4,1.86066666667,0.4346285714285857,0.42096387713259553,0.51741357074
PB2015.11270.2,0.745333333333,0.06394507575752272,0.12784113657379806,0.806934466993
PB2015.1346.1,1.49133333333,0.3647047619046857,0.41970424788343086,0.610963298987
PB2015.1346.2,2.17433333333,0.3803333333333639,0.4441549640481722,0.596290130706
PB2015.16525.1,1.48333333333,0.3451775956282896,0.37825320685481634,0.575653009465
PB2015.3495.7,0.702333333333,0.083862433862418,0.14937608792394,0.774221510079
PB2015.3495.1,0.351666666667,0.09517857142855357,0.11806076865907641,0.644297775395
PB2015.15926.1,1.207,0.18382795698923382,0.2753910399441169,0.704879796444
PB2015.5547.2,0.314333333333,0.054284552845487805,0.09320314849157733,0.768623268081
PB2015.7895.1,0.921,0.2243518518518256,0.24147575189182505,0.579018459924
PB2015.14235.9,1.73533333333,0.2996527777777047,0.35136574116758235,0.593022945635
PB2015.14235.7,1.89433333333,0.24176383265851337,0.34669783482071737,0.675459587403
PB2015.14235.5,1.856,0.2609089430894569,0.3578580941615136,0.655398484135
PB2015.14235.4,1.77366666667,0.34574372759857525,0.36027724710089504,0.545150310514
PB2015.14235.3,1.795,0.32503555555551217,0.34802444035066266,0.555375406856
PB2015.14235.2,1.72733333333,0.32729268292676905,0.37559957147810863,0.584075095291
PB2015.13512.2,1.38633333333,0.11422564102561539,0.2659809909515359,0.849013337385
PB2015.16090.1,1.08533333333,0.29649572649558975,0.31376119970036587,0.577623049575
PB2015.5789.3,1.12833333333,0.07495138888886459,0.1524942468490841,0.775977485407
PB2015.15988.1,NA,NA,NA,NA
PB2015.11213.8,1.55366666667,0.23775119047616075,0.3057666847038662,0.636756488125
PB2015.8520.1,1.19733333333,0.11017948717946614,0.20875973247719154,0.783884642237
PB2015.11705.2,NA,NA,NA,NA
PB2015.9070.1,NA,NA,NA,NA
PB2015.1030.1,0.99,0.13657239057235354,0.20243004106917642,0.703666515757
PB2015.12266.1,0.598333333333,0.08462499999999999,0.160322715994593,0.802149187592
PB2015.1030.3,1.044,0.145239057239,0.21238515634603983,0.697123778587
PB2015.1030.5,1.29266666667,0.19937686567167168,0.2595405754290058,0.644530864104
PB2015.1030.6,1.51366666667,0.21090081799594784,0.2777137392606545,0.654503037027
PB2015.6815.2,NA,NA,NA,NA
PB2015.2842.1,1.416,0.2995322580644887,0.3656811166396945,0.637580098002
PB2015.4296.2,1.43666666667,0.18486746987956626,0.3270628281339523,0.766990276015
PB2015.4296.3,1.44033333333,0.2303125,0.397152156250036,0.771817051108
PB2015.1020.2,NA,NA,NA,NA
PB2015.1020.3,0.953666666667,0.13719413919413187,0.22302139970766133,0.747414117361
PB2015.1020.1,0.969,0.15440833333330875,0.23475972926824462,0.72251335744
PB2015.1020.4,0.948666666667,0.16281720430106936,0.23545155029339246,0.696484037137
PB2015.7969.4,1.49233333333,0.32359090909073407,0.4221892609224723,0.662367458828
PB2015.7969.5,1.496,0.46196969696978857,0.39791376926249183,0.472335191866
PB2015.7969.6,1.56266666667,0.23187922705315506,0.37817978739962355,0.736556407727
PB2015.7969.7,1.39766666667,0.4318257575759159,0.37148214259386025,0.471832631326
PB2015.7969.1,1.47233333333,0.3012222222222853,0.3673239738004523,0.624370638141
PB2015.7962.12,1.38733333333,0.19952517985611076,0.2854817628079468,0.696929324644
PB2015.7962.11,1.41633333333,0.3117227414329944,0.29354831220979055,0.506346609113
PB2015.7969.8,1.44733333333,0.26066081871345614,0.37111713493316756,0.684648601289
PB2015.7962.16,NA,NA,NA,NA
PB2015.6024.1,1.84366666667,0.31721132897605886,0.33847901443408174,0.547852923221
PB2015.7962.14,0.958,0.16538837920487157,0.23943908081714557,0.702745643805
PB2015.6860.1,0.620333333333,0.06368333333335,0.11899297248155444,0.761502224548
PB2015.4503.3,0.584666666667,0.039114845938403364,0.11062278868410128,0.894723286049
PB2015.16834.3,1.36133333333,0.43727664399095034,0.3639569724765432,0.470689076817
PB2015.16834.1,1.35966666667,0.3672760814249962,0.3474291265778938,0.522652594211
PB2015.1698.1,1.31233333333,0.22631455399063383,0.3252114366386315,0.693594697529
PB2015.14192.5,1.03066666667,0.18690625000007502,0.2273477578876347,0.622825684111
PB2015.13309.16,1.055,0.5039247311827194,0.32517626551393675,0.370449093656
PB2015.315.10,1.16933333333,0.1888022598870254,0.24594295996317472,0.655217160841
PB2015.11719.1,1.80866666667,0.30227371273717646,0.4090208459880403,0.656338440665
PB2015.13309.18,1.06633333333,0.19587387387382296,0.2645165327614305,0.652711031333
PB2015.7791.2,0.428,0.10065151515149409,0.12333413092588223,0.630622801856
PB2015.7791.1,0.431333333333,0.0960579710144913,0.12162608623120344,0.643383799953
PB2015.15384.1,2.79166666667,0.09124398625436082,0.37762395009777655,0.946909080179
PB2015.12759.1,1.41133333333,0.28019298245596574,0.37117254252526183,0.667115396656
PB2015.13198.2,0.676666666667,0.019361266294229053,0.0917782856674678,0.96146772033
PB2015.13198.3,1.39233333333,0.21557471264348274,0.3011621919725113,0.655560356319
PB2015.13198.1,1.67466666667,0.2539523809524643,0.36706399159174913,0.671027430286
PB2015.15197.1,0.796666666667,0.08452539404558669,0.1424156639353246,0.752598110664
PB2015.8804.6,1.46666666667,0.367738738739027,0.4184349658333777,0.598291865937
PB2015.9720.1,0.884333333333,0.07110666666666675,0.19823506181635092,0.891569473092
PB2015.7799.1,NA,NA,NA,NA
PB2015.394.2,NA,NA,NA,NA
PB2015.9055.1,0.601,0.06828333333334999,0.14065684306143028,0.8038442763
PB2015.3410.1,NA,NA,NA,NA
PB2015.7915.2,0.823666666667,0.10252307692306153,0.1752698429380414,0.764585834334
PB2015.13882.1,1.68033333333,0.3447212121211555,0.35896837464378745,0.547933971477
PB2015.394.6,NA,NA,NA,NA
PB2015.7777.1,NA,NA,NA,NA
PB2015.7031.3,NA,NA,NA,NA
PB2015.14886.2,1.51333333333,0.12029365079360992,0.1925281183772131,0.723963484813
PB2015.14886.1,1.51266666667,0.13058548585489665,0.19480562207513355,0.696798851454
PB2015.8489.2,1.31433333333,0.22718970189699242,0.28215013615761975,0.627774789193
PB2015.10248.9,NA,NA,NA,NA
PB2015.8629.1,0.626666666667,0.026322344322357142,0.10145752764520578,0.940259295394
PB2015.4673.1,1.35133333333,0.3475809523809285,0.3064895693902719,0.473044795516
PB2015.5505.1,1.24733333333,0.26531999999996,0.3163828760640073,0.621281471431
PB2015.13610.1,0.397666666667,0.10040579710152174,0.14240945785386216,0.685460387589
PB2015.6446.2,1.11666666667,0.33331707317088044,0.29462900240525725,0.48670904827
PB2015.6446.1,1.15733333333,0.2279063670412366,0.2817670446856954,0.626749676575
PB2015.2816.1,0.650333333333,0.17190476190475715,0.21826335102485103,0.652754693752
PB2015.12048.3,0.88,0.09631034482755171,0.19331257381676162,0.817646085658
PB2015.12190.1,1.07433333333,0.33644444444428573,0.3595329323622223,0.575000673981
PB2015.13670.1,1.08966666667,0.2865707070707576,0.2857768416960312,0.544109651885
PB2015.7507.5,NA,NA,NA,NA
PB2015.7832.1,0.799666666667,0.20841666666664724,0.22360941165678222,0.577288837551
PB2015.281.2,1.427,0.1199469696969318,0.23707427493127936,0.789767344384
PB2015.7832.4,0.764,0.04298022598868644,0.12776855909700516,0.907474782357
PB2015.8998.1,2.036,0.1456057692308317,0.3757420756353597,0.874379526294
PB2015.7362.15,1.21033333333,0.446219999999987,0.30995455659749893,0.390875950577
PB2015.2912.22,1.18566666667,0.699989247312001,0.31648076585062956,0.251847682116
PB2015.2912.23,NA,NA,NA,NA
PB2015.13657.6,NA,NA,NA,NA
PB2015.2327.11,1.24866666667,0.16278378378379676,0.24341168428275023,0.710688087224
PB2015.695.1,3.94966666667,0.5501016260163085,0.9482834623163895,0.769606232512
PB2015.5378.1,1.55366666667,0.30966326530618704,0.31435575877099164,0.533409930354
PB2015.11422.1,2.15533333333,0.12507653061220408,0.2682578713219867,0.826569912077
PB2015.301.1,0.424333333333,0.06649084249084945,0.10452178840173763,0.730144469898
PB2015.12198.1,0.556,0.04917241379312069,0.10761071535367217,0.832861794909
PB2015.16443.1,1.13966666667,0.3347259259260422,0.2769710890016988,0.459531045607
PB2015.4628.1,NA,NA,NA,NA
PB2015.3036.9,1.35433333333,0.21405590062109525,0.3185375077961308,0.709043677472
PB2015.10265.1,NA,NA,NA,NA
PB2015.1765.1,1.115,0.2931396825396476,0.29887808836660323,0.55226399205
PB2015.1765.2,0.934666666667,0.07614356435643069,0.15340581499978478,0.804676830078
