transcript,control_CDS_max,control_CDS_average,control_CDS_std,control_CDS_gini
PB2015.1020.4,1.37433333333,0.4327881355932165,0.3127860473587561,0.409321862423
PB2015.7969.4,1.47866666667,0.3733887704335807,0.35347627723253133,0.513344966407
PB2015.7969.5,1.47466666667,0.33391072714183717,0.3526456430381436,0.56152142565
PB2015.7969.6,1.532,0.3722871357497791,0.34995635155836863,0.509084571882
PB2015.7969.7,1.37733333333,0.3452480454868227,0.3206879152612273,0.505362155294
PB2015.7969.1,1.47766666667,0.3768884150675633,0.352828048695027,0.508624967933
PB2015.7962.12,1.65633333333,0.40601700060719326,0.33687561328266963,0.461438920583
PB2015.7962.11,1.64533333333,0.4041381299332243,0.33479117791914037,0.460810880687
PB2015.7969.8,1.422,0.35414214641081176,0.33057264419461346,0.507506530529
PB2015.7962.16,1.62933333333,0.39561686526124146,0.3339501559442075,0.469283848085
PB2015.6024.1,1.84366666667,0.591490787269755,0.49903380213902926,0.475135255173
PB2015.7962.14,1.64433333333,0.4014390243902251,0.33188813656250793,0.45969838624
PB2015.6860.1,1.72766666667,0.25601361573372616,0.31861623506038345,0.630576892804
PB2015.4503.3,1.801,0.3857509157510055,0.41271829490420864,0.566873104106
PB2015.16834.3,1.524,0.26440730203886914,0.28920642044144507,0.569707668975
PB2015.16834.1,1.52666666667,0.26694310099569435,0.29046763512471085,0.567067278325
PB2015.1698.1,1.77266666667,0.17408186447319626,0.29174449471861746,0.747943020694
PB2015.14192.5,1.54233333333,0.3303405470393918,0.3093199264518246,0.512812422732
PB2015.13309.16,1.473,0.45690626645604254,0.3210599759434258,0.399875928557
PB2015.315.10,1.44866666667,0.44302732240440573,0.3361166951655231,0.427702080107
PB2015.11719.1,1.542,0.171665032679712,0.26182642649604365,0.712842780079
PB2015.13309.18,1.506,0.46370721432332146,0.3282523356555694,0.402679599691
PB2015.7791.2,1.314,0.38859493670881434,0.3364394047291096,0.484405562077
PB2015.7791.1,1.30933333333,0.4447160087719196,0.3434993787813917,0.438857036345
PB2015.15384.1,3.83933333333,0.2121690544413166,0.4860524595022164,0.843866009674
PB2015.12759.1,2.27966666667,0.5030133333333028,0.6107629310276373,0.638057962516
PB2015.13198.2,1.98033333333,0.27653688888890937,0.3720687547601882,0.664247325653
PB2015.13198.3,1.82,0.259528888888848,0.34768130189010027,0.663478192965
PB2015.13198.1,2.19,0.3115839999999441,0.4174894780438566,0.663489127003
PB2015.15197.1,1.81133333333,0.24643875502014864,0.3012614858593037,0.615003938623
PB2015.8804.6,2.09533333333,0.23820427881287928,0.3451374106150623,0.689685716232
PB2015.9720.1,1.545,0.41446166394785483,0.3234037161086515,0.440421061319
PB2015.7799.1,1.609,0.3774008179958435,0.3187559217344075,0.469001648755
PB2015.394.2,1.41466666667,0.28135464231357304,0.30095566632365667,0.575240704854
PB2015.9055.1,1.37,0.3013544415127659,0.28370504794686907,0.507212921306
PB2015.3410.1,2.40333333333,0.32756224188793986,0.45975935682140623,0.676679102081
PB2015.7915.2,1.56366666667,0.3084430138292279,0.32887753020129135,0.562782106509
PB2015.13882.1,1.87966666667,0.34632682291666406,0.35599160884118924,0.553109602873
PB2015.394.6,1.40166666667,0.2866291959406893,0.2965922169755525,0.559817386186
PB2015.7777.1,2.05433333333,0.241680816765241,0.305969810155597,0.632172255819
PB2015.7031.3,1.592,0.19416532040920306,0.2680323044597531,0.6647824462
PB2015.14886.2,2.001,0.2497510565780065,0.3133451646294596,0.629284498631
PB2015.14886.1,2.0,0.24946080436266668,0.3130767425677131,0.629387785688
PB2015.8489.2,1.46266666667,0.47720560747669577,0.31970194770276933,0.381178000273
PB2015.10248.9,1.54766666667,0.5336068027210658,0.34012099627622544,0.364047651743
PB2015.8629.1,1.71233333333,0.1842627118644322,0.2985133597988421,0.734468964167
PB2015.4673.1,1.59633333333,0.24277601246103364,0.2817378018265378,0.601505001836
PB2015.5505.1,1.37833333333,0.35683106060600883,0.3112184980526566,0.479381447726
PB2015.13610.1,2.04333333333,0.21930255057172557,0.3144958578596941,0.680844074485
PB2015.6446.2,1.61066666667,0.41152033660586046,0.33798793392309795,0.462143913229
PB2015.6446.1,1.71933333333,0.42426012201890795,0.35772380720651004,0.47300455291
PB2015.2816.1,1.31166666667,0.39923079049200655,0.31435049473870086,0.445739722212
PB2015.12048.3,2.27533333333,0.20763385826770994,0.3368561409987983,0.724850787039
PB2015.12190.1,1.988,0.2813151397010975,0.40634921686319886,0.69844761829
PB2015.13670.1,1.863,0.2847093551316771,0.33950615725589406,0.609058249379
PB2015.7507.5,1.58533333333,0.3861954022988472,0.34635470343549724,0.490367546516
PB2015.7832.1,1.64133333333,0.4366501901140262,0.34961646821143627,0.451346206616
PB2015.281.2,2.36033333333,0.2555142207053334,0.3809974587859214,0.700515239119
PB2015.7832.4,1.682,0.4454670468947858,0.3580926442398845,0.452874233264
PB2015.8998.1,4.421,0.2844886423666973,0.6681596830390154,0.851190859293
PB2015.7362.15,1.38,0.37615304347830264,0.3340049549199669,0.491446991773
PB2015.2912.22,1.31433333333,0.42216475095784256,0.3228734647845038,0.434527446548
PB2015.2912.23,1.315,0.4392313492063886,0.3155614435449359,0.409487691792
PB2015.13657.6,1.47866666667,0.4759864341085679,0.34736128857877147,0.413088959603
PB2015.2327.11,1.58466666667,0.47156159420287,0.3528252270341674,0.423892775423
PB2015.695.1,3.79066666667,0.1919667943806456,0.6081707133750458,0.916784252519
PB2015.5378.1,2.281,0.34845854833156653,0.40850190328066055,0.604311509625
PB2015.11422.1,3.821,0.2060411522633815,0.46753847837282736,0.830575158525
PB2015.301.1,1.44466666667,0.38096008492570127,0.3454454151585417,0.500727818155
PB2015.12198.1,2.014,0.19228114807569274,0.2754212545644877,0.677440778343
PB2015.16443.1,1.71566666667,0.3870205673759074,0.3161008731217831,0.450833730605
PB2015.4628.1,1.44,0.3468137802607757,0.30218913379687456,0.474784713017
PB2015.3036.9,1.49066666667,0.2828852459016637,0.29376456215655056,0.558166268413
PB2015.10265.1,1.326,0.35462721417067944,0.3138037784661006,0.493448136116
PB2015.1765.1,1.641,0.28551746031746134,0.32655445714483705,0.596654082781
PB2015.1765.2,1.52966666667,0.26496119929452067,0.3019708469048791,0.595197798749
PB2015.8082.1,1.44166666667,0.47415159345388513,0.3385240107788972,0.407500285276
PB2015.1765.6,1.45666666667,0.24599110636783458,0.2857995257996714,0.602521563784
PB2015.1765.8,1.50766666667,0.2610606701939651,0.29740639177520506,0.595130412396
PB2015.12176.1,4.94333333333,0.2958659147871053,0.807622843055277,0.886445102681
PB2015.10082.2,1.49366666667,0.30138195302839826,0.29088834447344536,0.517571366726
PB2015.5489.1,1.33733333333,0.374840098400955,0.31062563911338475,0.465509685401
PB2015.13955.2,1.80733333333,0.3135510480054347,0.3775400005787245,0.622462402439
PB2015.10082.5,1.497,0.3018211784095911,0.2912716072315619,0.51754582805
PB2015.5489.2,1.466,0.4107293972939259,0.33989724793861603,0.464853570712
PB2015.5737.1,1.59166666667,0.34993031144004205,0.33904871041615753,0.524991911439
PB2015.2116.1,1.57466666667,0.26037583892617205,0.3400770020463678,0.651064836823
PB2015.1102.6,1.59533333333,0.31286609686604056,0.3059280779264234,0.526410176572
PB2015.1102.3,1.602,0.31413100724154613,0.30737310632435877,0.526763091775
PB2015.1102.2,1.6,0.31350976519649887,0.3067094469362415,0.526685297521
PB2015.1450.1,1.971,0.26676927437637465,0.3533184037415987,0.651573813653
PB2015.7597.4,4.599,0.15485442386832715,0.4113288684927053,0.871751172671
PB2015.10822.1,1.53966666667,0.39976821442054666,0.2980472592549043,0.421711586283
PB2015.4523.3,1.263,0.30472424242424817,0.3060623207122498,0.537357173401
PB2015.6516.1,1.602,0.32906805877808815,0.34704197812251947,0.560331165142
PB2015.6516.2,1.627,0.3314586233564571,0.352686917310211,0.563743951155
PB2015.14781.3,1.46133333333,0.3011707411719038,0.31426772199721387,0.561594985807
PB2015.14781.2,1.861,0.38650039123631297,0.39882687436670516,0.555671534203
PB2015.14781.1,1.867,0.3873368544601169,0.3999874865845825,0.555979517096
PB2015.4291.1,2.406,0.3224686411149791,0.4306581639820555,0.664732661721
PB2015.14167.5,2.024,0.3038851786760512,0.3659583168170095,0.613573185564
PB2015.4600.1,2.17066666667,0.35828996763745047,0.41183246357545855,0.593754324408
PB2015.10375.8,1.52933333333,0.4180602957906826,0.38496587884830447,0.508355057471
PB2015.15513.4,1.998,0.2549049953315313,0.32350523395909075,0.636710643939
PB2015.8141.7,1.67166666667,0.5605254237288704,0.4373231962507608,0.437539601921
PB2015.15513.1,2.02533333333,0.2600880018674484,0.33006085196966206,0.636633091997
PB2015.934.11,1.49766666667,0.33074872838250025,0.30672981355979284,0.507989228589
PB2015.9531.1,2.27866666667,0.2804908512330322,0.41731621111195527,0.70159869545
PB2015.11799.1,4.66666666667,0.15520699500338975,0.6196771568392603,0.941492453505
PB2015.16431.1,2.73866666667,0.4133079922027035,0.4763530600556086,0.59543178008
PB2015.505.1,1.71066666667,0.20292313432834974,0.27358079165816934,0.666440878021
PB2015.1539.1,2.03566666667,0.3369651741293665,0.37327050881468404,0.582083376556
PB2015.13707.1,1.70366666667,0.6808627450979282,0.4373716938603035,0.365016793493
PB2015.13707.2,1.54633333333,0.6206928104572981,0.3972205412081084,0.363785614913
PB2015.13707.3,1.55533333333,0.5234509803920656,0.3840182248959909,0.412321323994
PB2015.10507.1,1.599,0.5331185185185954,0.33532632645335425,0.358420289654
PB2015.1093.1,1.44133333333,0.5241015625000659,0.3272613109870035,0.356363312402
PB2015.2901.2,2.34466666667,0.1875436328378175,0.2893287255284288,0.714804908837
PB2015.8321.2,1.374,0.3841124828532512,0.309436098127728,0.452432444223
PB2015.1093.7,1.46833333333,0.4942272325375669,0.34400118823589415,0.397320204713
PB2015.7587.5,2.312,0.21504719764014088,0.3466190898462971,0.727046870328
PB2015.7587.7,2.13833333333,0.19688336293658618,0.31818879389247834,0.727702148441
PB2015.12664.3,1.76166666667,0.24176402974988448,0.2893228604661027,0.612568602413
PB2015.7587.2,2.21966666667,0.2081539372409835,0.3370612428251603,0.727856042626
PB2015.16651.1,1.641,0.3374497991968585,0.35276749637252475,0.559372129447
PB2015.11943.7,1.63966666667,0.2864145189002763,0.3145171973600402,0.574323666638
PB2015.556.3,5.30933333333,0.1920202769533724,0.5474364210553613,0.891907160903
PB2015.12664.9,1.83866666667,0.2602948038176146,0.30380375627760536,0.602594045263
PB2015.556.1,4.293,0.1774655850540959,0.4613051906320025,0.874005152609
PB2015.14588.5,2.58866666667,0.15245951192458068,0.3101568614113302,0.799557606662
PB2015.14588.7,2.59433333333,0.16228158041177881,0.31681797883366986,0.785793161201
PB2015.14588.1,2.67666666667,0.1663141186299248,0.32363484221360433,0.785017406994
PB2015.14588.3,2.60933333333,0.1618010573176995,0.3154185925760941,0.785727433485
PB2015.12268.15,1.36733333333,0.48047701149421546,0.3239528007226241,0.382971273923
PB2015.10581.1,1.33766666667,0.4530968063873342,0.34311630585639796,0.427770254915
PB2015.14588.9,2.511,0.15481413466883223,0.3006128547431395,0.784778803503
PB2015.12372.1,3.67133333333,0.49201029962541293,0.8013744670318512,0.745242060016
PB2015.10581.2,1.37,0.45635962441306793,0.34675090516392126,0.430399604632
PB2015.13411.2,2.361,0.17877069351227515,0.3355266642493309,0.779252934355
